premise,hypothesis,label,unique_id
A black poodle and another dog with something in its mouth are playing on some dry grass.,A poodle chasing a cat.,2,1_21855b
A black poodle and another dog with something in its mouth are playing on some dry grass.,DOgs plainh together in the grass.,0,1_21855c
A dog is jumping up in the air to catch a toy.,A dog is playing fetch with a bone.,1,1_21885a
A dog is jumping up in the air to catch a toy.,A dog is playing.,0,1_21885b
A dog is jumping up in the air to catch a toy.,The dog is taking a nap.,2,1_21885c
A little girl sitting on a bed playing a guitar.,There is a person playing a musical instrument.,0,1_21922a
A little girl sitting on a bed playing a guitar.,A little girl pitches the ball to the batter.,2,1_21922b
A little girl sitting on a bed playing a guitar.,The young lady in her bedroom is playing the guitar beautifully.,1,1_21922c
There is an older white-haired lady and a bulldog sitting on a tree stump.,The woman is running in a marathon.,2,1_21946a
There is an older white-haired lady and a bulldog sitting on a tree stump.,The woman is sitting next to a dog.,1,1_21946b
There is an older white-haired lady and a bulldog sitting on a tree stump.,The woman is sitting on a tree stump.,0,1_21946c
A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.,A man is holding a snow globe.,1,1_21952a
A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.,A man is holding a ball with both hands.,2,1_21952b
A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.,A man is holding a couple of objects.,0,1_21952c
A man rides his motorcycle down the street.,The man is driving a motorbike.,0,1_21961a
A man rides his motorcycle down the street.,The man is driving a car.,2,1_21961b
A man rides his motorcycle down the street.,The man is doing the speed limit.,1,1_21961c
A group of girls in skirts outside holding hands.,the girls are each holding big stacks of books in their hands,2,1_21976a
A group of girls in skirts outside holding hands.,the girls are holding hands,0,1_21976b
A group of girls in skirts outside holding hands.,all of the girls skirts match,1,1_21976c
several people are lounging around statued fountain.,Several people are jumping into the fountain.,2,1_22010a
several people are lounging around statued fountain.,The people are sitting by the fountain.,0,1_22010b
several people are lounging around statued fountain.,Some people are sleeping near the fountain.,1,1_22010c
A man in protective gear is on a dirt bike using one foot for acceleration and the other foot off the pedal to make a turn.,A man on a dirt bike is in a competition and is about to make a turn.,1,1_22065a
A man in protective gear is on a dirt bike using one foot for acceleration and the other foot off the pedal to make a turn.,A man is on a dirt bike getting ready to make a turn.,0,1_22065b
A man in protective gear is on a dirt bike using one foot for acceleration and the other foot off the pedal to make a turn.,A man on a bicycle is getting ready to make a jump.,2,1_22065c
Group of children playing pin the tail on the donkey at a relay.,There are children at a birthday party.,1,1_22126a
Group of children playing pin the tail on the donkey at a relay.,There are children swimming a pool.,2,1_22126b
Group of children playing pin the tail on the donkey at a relay.,There are children playing.,0,1_22126c
A mother talks on her cellphone while her daughter waits.,Together the woman and her child watched the movie in the theater.,2,1_22175a
A mother talks on her cellphone while her daughter waits.,The lady leaves the girl in line so she can call her husband.,1,1_22175b
A mother talks on her cellphone while her daughter waits.,The woman chats on the phone while they kill time.,0,1_22175c
A man and a woman are walking in a street.,A man and a woman walk into a building,2,1_22195a
A man and a woman are walking in a street.,a man and a woman walk down the street,0,1_22195b
A man and a woman are walking in a street.,a man and a woman kiss as they go down the street.,1,1_22195c
A child upside down in a horizontal tire swing.,A little boy on a tire swing outside.,1,1_22267a
A child upside down in a horizontal tire swing.,A little girl playing a board game.,2,1_22267b
A child upside down in a horizontal tire swing.,A person on a swing.,0,1_22267c
One boy laughs at another wearing an elf hat in the locker room.,Teammates are doing a holiday prank.,1,1_22292a
One boy laughs at another wearing an elf hat in the locker room.,People are in the lockerroom.,0,1_22292b
One boy laughs at another wearing an elf hat in the locker room.,The boy in the baseball cap sits in the dugout.,2,1_22292c
A woman in a green striped shirt is in a grocery store.,The woman is shopping.,0,1_22299a
A woman in a green striped shirt is in a grocery store.,The woman is shopping for today's meal.,1,1_22299b
A woman in a green striped shirt is in a grocery store.,The man is playing the guitar.,2,1_22299c
Two people smiling with skis with snow and trees everywhere.,Two people are on a beach.,2,1_22339a
Two people smiling with skis with snow and trees everywhere.,Two people are outdoors.,0,1_22339b
Two people smiling with skis with snow and trees everywhere.,Two people are on a ski slope.,1,1_22339c
A dog is staring at a red ball coming towards him.,The dog is dead.,2,1_22350a
A dog is staring at a red ball coming towards him.,The dog is outside.,1,1_22350b
A dog is staring at a red ball coming towards him.,The dog wants to play with the red ball.,0,1_22350c
Three males perform acrobatic maneuvers on a beach while spectators look on and take pictures.,Men are doing acrobatics on the beach.,0,1_22399a
Three males perform acrobatic maneuvers on a beach while spectators look on and take pictures.,Three men are laying on towels sleeping on the beach.,2,1_22399b
Three males perform acrobatic maneuvers on a beach while spectators look on and take pictures.,The men are practicing for a talent show.,1,1_22399c
A man walks next to the girl wearing headphones on a winters day.,A man is in motion.,0,1_22434a
A man walks next to the girl wearing headphones on a winters day.,A man is taking a walk on a hot summer day.,2,1_22434b
A man walks next to the girl wearing headphones on a winters day.,A man notices a girl on his way home from work.,1,1_22434c
"Four construction workers are smiling, with two talking to each other as the others stare at the camera.",A group of construction workers are going to the ballet.,2,1_22507a
"Four construction workers are smiling, with two talking to each other as the others stare at the camera.",A group of construction workers are taking a break.,1,1_22507b
"Four construction workers are smiling, with two talking to each other as the others stare at the camera.",A group of construction workers are working outside.,0,1_22507c
A man throwing a red stick for a dog to fetch.,Man is running behind the dog.,2,1_22528a
A man throwing a red stick for a dog to fetch.,Dog runs to fetch the stick thrown by the man.,1,1_22528b
A man throwing a red stick for a dog to fetch.,Mn throws a stick at the dog.,0,1_22528c
A football player jumps over fallen players to continue his run.,The football player is the star of the game.,1,1_22550a
A football player jumps over fallen players to continue his run.,Football players run.,0,1_22550b
A football player jumps over fallen players to continue his run.,The football player is sitting on the bench.,2,1_22550c
"Two motocross bikers in their full uniforms, racing together on one 3 wheel motorcycle on a dirt track in the daytime.",Some people are riding 3-wheeler ATCs.,1,1_22606a
"Two motocross bikers in their full uniforms, racing together on one 3 wheel motorcycle on a dirt track in the daytime.",The bikers are riding on asphalt.,2,1_22606b
"Two motocross bikers in their full uniforms, racing together on one 3 wheel motorcycle on a dirt track in the daytime.",Some people are racing.,0,1_22606c
A tall building with people standing below and in the round green balconies in the breezeways.,There are people near the building.,0,1_22644a
A tall building with people standing below and in the round green balconies in the breezeways.,People sit outside a tall building.,2,1_22644b
A tall building with people standing below and in the round green balconies in the breezeways.,Vacationers enjoy the outdoor concert at the beach side hotel.,1,1_22644c
A monk in a cream tunic standing in a marketplace.,A monk stands in the marketplace.,0,1_22826a
A monk in a cream tunic standing in a marketplace.,The monk is asleep in the treehouse.,2,1_22826b
A monk in a cream tunic standing in a marketplace.,The monk is praying for the souls of the gluttonous shoppers.,1,1_22826c
One boy pushes another on a swing.,The boy is outside.,1,1_22847a
One boy pushes another on a swing.,The boy is playing on the see-saw.,2,1_22847b
One boy pushes another on a swing.,A boy is providing assistance to someone on a swing.,0,1_22847c
The back of a blond woman with braided hair playing tennis.,The woman has a tennis racket.,1,1_22877a
The back of a blond woman with braided hair playing tennis.,The woman has blond hair.,0,1_22877b
The back of a blond woman with braided hair playing tennis.,Two men are wrestling.,2,1_22877c
A fight breaks out at a hockey game.,The hockey teams are fighting while the fans watch.,1,1_22980a
A fight breaks out at a hockey game.,The hockey game has an ice rink.,0,1_22980b
A fight breaks out at a hockey game.,The hockey players are holding hands and singing songs.,2,1_22980c
A boy in a school uniform is riding his scooter.,The old man rides a scooter.,2,1_22982a
A boy in a school uniform is riding his scooter.,The scooter rider is a young child wearing a uniform.,0,1_22982b
A boy in a school uniform is riding his scooter.,The boy rides to school.,1,1_22982c
Large group of people at convention of some sort perusing merchandise.,A group of people waving,2,1_22998a
Large group of people at convention of some sort perusing merchandise.,Group of people about to buy something,1,1_22998b
Large group of people at convention of some sort perusing merchandise.,Group of people looking at stuff,0,1_22998c
"A young boy fishing by himself in a hat, on a sunny day.",a boy is outside,0,1_23054a
"A young boy fishing by himself in a hat, on a sunny day.",a boy is playing with a rope,2,1_23054b
"A young boy fishing by himself in a hat, on a sunny day.",a boy is catching a fish for dinner,1,1_23054c
A man plays a saxophone in a public area.,A sad man plays a saxophone in a public area.,1,1_23088a
A man plays a saxophone in a public area.,A person  plays a saxophone in a public area.,0,1_23088b
A man plays a saxophone in a public area.,A woman plays a saxophone in a public area.,2,1_23088c
girl wearing swim gear is surfboarding,A girl is teaching her brother how to surf.,1,1_23124a
girl wearing swim gear is surfboarding,A girl is surfboarding.,0,1_23124b
girl wearing swim gear is surfboarding,Two men are on a sailboat.,2,1_23124c
"A woman, a man, and an ambiguous individual talk in front of a door.",People rejecting a door-to-door salesman,1,1_23195a
"A woman, a man, and an ambiguous individual talk in front of a door.",People talking through a front door,0,1_23195b
"A woman, a man, and an ambiguous individual talk in front of a door.",Man talking on a phone,2,1_23195c
Two men are jumping in the air whilst crossing a wooden bridge.,The men are friends.,1,1_23226a
Two men are jumping in the air whilst crossing a wooden bridge.,Two men are jumping.,0,1_23226b
Two men are jumping in the air whilst crossing a wooden bridge.,The men are sitting.,2,1_23226c
A group of bicyclists ride down the race route while the crowd looks on.,A pair of people on bikes are waiting at a stoplight.,2,1_23362a
A group of bicyclists ride down the race route while the crowd looks on.,A crowd watches a bmx race.,1,1_23362b
A group of bicyclists ride down the race route while the crowd looks on.,A crowd watches a bicycle race.,0,1_23362c
Girl dressed in a black long-sleeve shirt is putting a star on top of a Christmas tree.,girl getting ready for her first xmas in new home,1,1_23463a
Girl dressed in a black long-sleeve shirt is putting a star on top of a Christmas tree.,a cow sleeps,2,1_23463b
Girl dressed in a black long-sleeve shirt is putting a star on top of a Christmas tree.,girl puts star on tree,0,1_23463c
A woman smiles as she appears to be text messaging.,There is a smiling woman.,0,1_23469a
A woman smiles as she appears to be text messaging.,There is a smiling woman who just got a text with good news.,1,1_23469b
A woman smiles as she appears to be text messaging.,There is a smiling man.,2,1_23469c
A person wearing a pink jacket who has lots of makeup on walks down a street.,A person wearing pink walks down the street.,0,1_23515a
A person wearing a pink jacket who has lots of makeup on walks down a street.,A person wearing black runs down the street.,2,1_23515b
A person wearing a pink jacket who has lots of makeup on walks down a street.,A person wearing pink walks down the street and meets friends.,1,1_23515c
A man wearing a plaid shirt is painting on a large sheet.,A man wearing plaid paints.,0,1_23525a
A man wearing a plaid shirt is painting on a large sheet.,A man paints a sign for his business.,1,1_23525b
A man wearing a plaid shirt is painting on a large sheet.,A woman drinks a ginger ale.,2,1_23525c
Woman wearing tennis shoes is stopped and looking at her cellphone.,Woman wearing hiking boots is stopped and looking at her cellphone.,2,1_23541a
Woman wearing tennis shoes is stopped and looking at her cellphone.,The woman has just recived a text from a friend,1,1_23541b
Woman wearing tennis shoes is stopped and looking at her cellphone.,The woman is reading on her phones screen.,0,1_23541c
A woman in a black shirt is sitting at a table getting ready to knit.,A woman sits down to knit at the coffee shop.,1,1_23575a
A woman in a black shirt is sitting at a table getting ready to knit.,A man in a red shirt stands up with his knitting project.,2,1_23575b
A woman in a black shirt is sitting at a table getting ready to knit.,A woman wearing black has some yarn with her.,1,1_23575c
"Two guys drinking beer, listening to music while talking.","Two guys drinking beer, listening to music while talking about girls.",1,1_23583a
"Two guys drinking beer, listening to music while talking.",Two guys chat and drink.,0,1_23583b
"Two guys drinking beer, listening to music while talking.","Two guys drinking soda, while listening being silent while listening to music.",2,1_23583c
A man carrying an orange bag walks past two British style telephone boxes.,The man is carrying bags of groceries past the phone booths.,1,1_23585a
A man carrying an orange bag walks past two British style telephone boxes.,There is a person near the phone booths.,0,1_23585b
A man carrying an orange bag walks past two British style telephone boxes.,The man is making a phone call in the phone booth.,2,1_23585c
A man in a blue jacket is up on a ladder that is being help up by a woman in a red jacket,A man in a purple jacket jumping off a ladder.,2,1_23617a
A man in a blue jacket is up on a ladder that is being help up by a woman in a red jacket,A woman helping to hold a later steady.,0,1_23617b
A man in a blue jacket is up on a ladder that is being help up by a woman in a red jacket,The man is the blue jacket climbed the latter to get the cat of the roof.,1,1_23617c
Several men are playing sitting on mats on the grass and shooting ahead.,The men are sitting outdoors.,0,1_23662a
Several men are playing sitting on mats on the grass and shooting ahead.,The men are sliding down the grassy hill.,1,1_23662b
Several men are playing sitting on mats on the grass and shooting ahead.,The men stand on the deck.,2,1_23662c
A small band with various instruments is performing next to a trashcan.,A large band with various instruments is performing next to a trashcan.,2,1_23703a
A small band with various instruments is performing next to a trashcan.,The band is playing on a street corner.,1,1_23703b
A small band with various instruments is performing next to a trashcan.,The band is playing music.,0,1_23703c
Young man in green shirt play xylophone for crowd in public area.,A man plays the xylophone to earn money from strangers.,1,1_23863a
Young man in green shirt play xylophone for crowd in public area.,A man plays an instrument in front of other people.,0,1_23863b
Young man in green shirt play xylophone for crowd in public area.,A man plays a piano alone in a room.,2,1_23863c
A man dressed in orange and black is running a marathon through the streets as people watch.,The man is in his first marathon.,1,1_23873a
A man dressed in orange and black is running a marathon through the streets as people watch.,A woman sleeps.,2,1_23873b
A man dressed in orange and black is running a marathon through the streets as people watch.,The man is running a marathon.,0,1_23873c
Three people cross the street while a crossing guard in an orange vest stops traffic.,The people are sleeping.,2,1_23891a
Three people cross the street while a crossing guard in an orange vest stops traffic.,The people are outdoors.,0,1_23891b
Three people cross the street while a crossing guard in an orange vest stops traffic.,The people are moving very fast.,1,1_23891c
A man and woman are kissing and hugging while wearing helmets.,people are at home sleeping,2,1_23893a
A man and woman are kissing and hugging while wearing helmets.,people wear helmets,0,1_23893b
A man and woman are kissing and hugging while wearing helmets.,people at a motorbike gathering,1,1_23893c
Performers smiling on a stage with an award.,The performers are at an award event.,1,1_23912a
Performers smiling on a stage with an award.,The performers won an award.,0,1_23912b
Performers smiling on a stage with an award.,The performers are sad.,2,1_23912c
Person is carrying a large plank near a body of water while the sun is low in the sky.,A person is walking over to the ocean.,1,1_23919a
Person is carrying a large plank near a body of water while the sun is low in the sky.,A person is carrying wood.,0,1_23919b
Person is carrying a large plank near a body of water while the sun is low in the sky.,A person is laying down watching the sun set.,2,1_23919c
Two dogs one black the other brown on a sandy ground the tan dog is behind the black dog.,The animals are a carpet.,2,1_23938a
Two dogs one black the other brown on a sandy ground the tan dog is behind the black dog.,The animals are cuddling.,1,1_23938b
Two dogs one black the other brown on a sandy ground the tan dog is behind the black dog.,There are two different colored animals.,0,1_23938c
Two young woman celebrating in the midst of a girls basketball team called the Crusaders.,People join a basketball team in celebration.,0,1_23984a
Two young woman celebrating in the midst of a girls basketball team called the Crusaders.,Two people surrounded by a basketball team.,0,1_23984b
Two young woman celebrating in the midst of a girls basketball team called the Crusaders.,A sparsely attended funeral ends.,2,1_23984c
A man drilling a hole into a pumpkin.,A woman drills a hole.,2,1_24087a
A man drilling a hole into a pumpkin.,A man drills a hole.,0,1_24087b
A man drilling a hole into a pumpkin.,A man makes a jackolantreen.,1,1_24087c
Two young children running along a sandy beach.,Two children are running with a kite on the beach.,1,1_24109a
Two young children running along a sandy beach.,Three children build sandcastles.,2,1_24109b
Two young children running along a sandy beach.,Two children are on a beach.,0,1_24109c
A woman smoking outside with a man,A girl running a race outside.,2,1_24133a
A woman smoking outside with a man,A woman smoking outside.,0,1_24133b
A woman smoking outside with a man,A woman smoking cigarettes outside.,1,1_24133c
A child in a red jacket and striped hat runs down a sidewalk next to a short wall.,An old man is sitting on a couch.,2,1_24136a
A child in a red jacket and striped hat runs down a sidewalk next to a short wall.,A child is running from his parent.,1,1_24136b
A child in a red jacket and striped hat runs down a sidewalk next to a short wall.,A child is running.,0,1_24136c
Umpire brushes off home plate.,It is the bottom of the ninth inning.,1,1_24152a
Umpire brushes off home plate.,There is a man on the baseball field.,0,1_24152b
Umpire brushes off home plate.,The umpire is behind first base.,2,1_24152c
A dog walking into a lake with reeds in the background,A big dog walking into a lake with reeds in the background,1,1_24271a
A dog walking into a lake with reeds in the background,A cat walking into a lake with reeds in the background,2,1_24271b
A dog walking into a lake with reeds in the background,A dog walking into water with reeds in the background,0,1_24271c
Two men in shorts carry fishing nets to the pier.,Two men have nets in their hand.,0,1_24289a
Two men in shorts carry fishing nets to the pier.,Two men are going to go night fishing on the dock.,1,1_24289b
Two men in shorts carry fishing nets to the pier.,Two men are going to go deer hunting.,2,1_24289c
a boy on skateboard is making a jump from a blue bench beside a white wall.,Boy washing his bike,2,1_24300a
a boy on skateboard is making a jump from a blue bench beside a white wall.,Boy on skateboard making a jump,0,1_24300b
a boy on skateboard is making a jump from a blue bench beside a white wall.,Boy on skateboard making a jump beside his home,1,1_24300c
Construction masons at work laying concrete blocks on a multistory building.,The masons are demolishing the building,2,1_24313a
Construction masons at work laying concrete blocks on a multistory building.,The masons are laying the foundation of the building,1,1_24313b
Construction masons at work laying concrete blocks on a multistory building.,Concrete work is being done on a multistory building,0,1_24313c
A man turning a somersault at the beach.,A man jumps for joy after winning beach volleyball.,1,1_24328a
A man turning a somersault at the beach.,A man is building a large sand sculpture.,2,1_24328b
A man turning a somersault at the beach.,Someone is being athletic outside.,0,1_24328c
A baby decides to pack himself away in a suitcase.,A baby ends up in a suitcase and is promptly discovered.,1,1_24412a
A baby decides to pack himself away in a suitcase.,A cat chases a mouse through the field.,2,1_24412b
A baby decides to pack himself away in a suitcase.,A baby ends up in a suitcase.,0,1_24412c
Surfer does trick in wave as seen from behind,He is taking a nap.,2,1_24479a
Surfer does trick in wave as seen from behind,The surfer is outside.,0,1_24479b
Surfer does trick in wave as seen from behind,He knows how to swim.,1,1_24479c
"Two women wearing gray t-shirts, one holding two brown paper bags, leaving a charted bus.",There are two women outside.,0,1_24510a
"Two women wearing gray t-shirts, one holding two brown paper bags, leaving a charted bus.","Two women leave a charted bus, to meet their uncle at the corner.",1,1_24510b
"Two women wearing gray t-shirts, one holding two brown paper bags, leaving a charted bus.",Two women silently knit in the living room.,2,1_24510c
Two football teams playing a game,Two teams are playing a game.,0,1_24515a
Two football teams playing a game,No one is playing football.,2,1_24515b
Two football teams playing a game,The football teams are all male.,1,1_24515c
A child is laughing and smiling.,A child laughs at a dumb joke.,1,1_24559a
A child is laughing and smiling.,A child cries because she isn't allowed to have soda.,2,1_24559b
A child is laughing and smiling.,A child laughs.,0,1_24559c
A Lot of people doing different activities on a large street.,Some peoples are preparing lunch,2,1_24605a
A Lot of people doing different activities on a large street.,People's doing their job,1,1_24605b
A Lot of people doing different activities on a large street.,Crowed people's are at work,0,1_24605c
A man in a red shirt is standing in a crowded room.,A man is in a red shirt at a party.,1,1_24638a
A man in a red shirt is standing in a crowded room.,A man is standing alone in a room.,2,1_24638b
A man in a red shirt is standing in a crowded room.,A man is in a room.,0,1_24638c
A man is selling snacks at a sporting event.,A man is selling hats at the boxing match.,2,1_24693a
A man is selling snacks at a sporting event.,A man is selling items at the event.,0,1_24693b
A man is selling snacks at a sporting event.,A man is selling popcorn at the football game.,1,1_24693c
A construction worker jack hammering away at the fallen rocks.,A worker works away so as to escape fro fallen rocks,1,1_24749a
A construction worker jack hammering away at the fallen rocks.,A worker is working in a construction company.,0,1_24749b
A construction worker jack hammering away at the fallen rocks.,Worker is not allowed to jack hammering,2,1_24749c
A lean dog runs along the beach.,A dog runs along the beach after his master.,1,1_24766a
A lean dog runs along the beach.,A dog is lost in the woods.,2,1_24766b
A lean dog runs along the beach.,A dog runs along the beach.,0,1_24766c
Two men standing on a damaged roof.,Two ladies are on the roof.,2,1_24865a
Two men standing on a damaged roof.,Two men are working.,1,1_24865b
Two men standing on a damaged roof.,Two men standing together.,0,1_24865c
An older couple chats near a bright colored car.,A couple is talking.,0,1_24924a
An older couple chats near a bright colored car.,A couple is eating french fries.,2,1_24924b
An older couple chats near a bright colored car.,A couple is talking about finances near a car.,1,1_24924c
A man sits outside a building while the rain falls.,A woman holds an umbrella in the rain.,2,1_24968a
A man sits outside a building while the rain falls.,A man sits outside on a rainy day.,0,1_24968b
A man sits outside a building while the rain falls.,A man sits outside a museum while the rain falls.,1,1_24968c
Two brownish dogs are fighting.,The two dogs are fighting for the same territory.,1,1_24986a
Two brownish dogs are fighting.,The two dogs are angry with each other.,0,1_24986b
Two brownish dogs are fighting.,The two dogs like being together.,2,1_24986c
Two men work with a ladder in Amsterdam.,Two women are playing violins.,2,1_25019a
Two men work with a ladder in Amsterdam.,Two man in Amsterdam work with a ladder.,0,1_25019b
Two men work with a ladder in Amsterdam.,Two men work with a ladder in Amsterdam and preparing to hang lights.,1,1_25019c
A young man and woman in swimwear rafting.,A young man and woman are in the water,0,1_25095a
A young man and woman in swimwear rafting.,A young man and woman are annoyed,1,1_25095b
A young man and woman in swimwear rafting.,A young man and woman are blow-drying their hair,2,1_25095c
Two people standing next to a tree on the ground.,Two people are outside.,0,1_25177a
Two people standing next to a tree on the ground.,Two people are talking.,1,1_25177b
Two people standing next to a tree on the ground.,Two people are running together.,2,1_25177c
A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is in front of a crowd.,0,1_25186a
A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is in a room with only adults.,2,1_25186b
A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is speaking to an audience about games.,1,1_25186c
An Asian guy working a loom.,A man works on his loom.,0,1_25269a
An Asian guy working a loom.,He is making a present.,1,1_25269b
An Asian guy working a loom.,The asian guy is resting.,2,1_25269c
Two women are sitting on wooden steps by a lake.,Two women are going to board a plane.,2,1_25332a
Two women are sitting on wooden steps by a lake.,Two women are outside.,0,1_25332b
Two women are sitting on wooden steps by a lake.,Two women are talking.,1,1_25332c
A man in long sleeves and jeans plays the electric guitar on stage.,A man is practicing on his violin.,2,1_25341a
A man in long sleeves and jeans plays the electric guitar on stage.,A man is holding a guitar.,0,1_25341b
A man in long sleeves and jeans plays the electric guitar on stage.,A man is playing a guitar solo at a sold out show.,1,1_25341c
Young boy swings at a colorful pinata with a blue bat.,The young boy is going to bust the pinata open.,1,1_25428a
Young boy swings at a colorful pinata with a blue bat.,The young boy is holding a bat.,0,1_25428b
Young boy swings at a colorful pinata with a blue bat.,The boy is swinging at the pinata with a blue pillow.,2,1_25428c
A person in a knit hat hiding their face with a scarf.,A person is hiding their face.,0,1_25515a
A person in a knit hat hiding their face with a scarf.,A person is stripping naked.,2,1_25515b
A person in a knit hat hiding their face with a scarf.,A person is trying to keep warm.,1,1_25515c
Skateboarder performing a spectacular stair jump.,a man falls down the stairs,2,1_25563a
Skateboarder performing a spectacular stair jump.,a skateboarder perfoms a trick for a crowd,1,1_25563b
Skateboarder performing a spectacular stair jump.,a skateboarder is jumping from some stairs,0,1_25563c
A woman carrying a bag standing next to a man waiting to cross the street.,A woman is carrying her bag.,0,1_25638a
A woman carrying a bag standing next to a man waiting to cross the street.,Three men dance vigorously on boats.,2,1_25638b
A woman carrying a bag standing next to a man waiting to cross the street.,A man prepares to steal a womans bag.,1,1_25638c
"Four people are sitting on the beach, looking out towards the ocean.",Four people are outside.,0,1_25670a
"Four people are sitting on the beach, looking out towards the ocean.",Four people are eating lunch on the beach.,1,1_25670b
"Four people are sitting on the beach, looking out towards the ocean.",Four people are getting drinks at a bar.,2,1_25670c
"A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof.",A construction worker repairs his client's roof.,1,1_25693a
"A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof.",A man builds a fence in his backyard.,2,1_25693b
"A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof.",A man works on a roof.,0,1_25693c
"People are in the dessert and there are mountains in the background, as well as many camels surrounding the people.",People with camels in a forest.,2,1_25711a
"People are in the dessert and there are mountains in the background, as well as many camels surrounding the people.",People with camels in the desert.,0,1_25711b
"People are in the dessert and there are mountains in the background, as well as many camels surrounding the people.",People with their camels in the desert.,1,1_25711c
a man in a yellow hi-viz jacket is standing beside and orange sign.,a man in a yellow hi-viz jacket is standing beside and orange sign as he protests with the crowd,1,1_25728a
a man in a yellow hi-viz jacket is standing beside and orange sign.,a man is hold an orange sign,2,1_25728b
a man in a yellow hi-viz jacket is standing beside and orange sign.,a man in a yellow hi-viz jacket is nearby an orange sign,0,1_25728c
An old woman in a long white skirt walks out of a shop on a stone road.,An old woman in a long white skirt drives down a stone road and passes the shops.,2,1_25770a
An old woman in a long white skirt walks out of a shop on a stone road.,"An old lady in a long, white skirt is visiting shops along a stone road.",0,1_25770b
An old woman in a long white skirt walks out of a shop on a stone road.,"An elderly woman wearing a long, white skirt visits shops along a stone road in London.",1,1_25770c
Several adults and a dog sitting on some white stone steps near a shallow pool,People sitting on steps with a dog near a pool.,0,1_25801a
Several adults and a dog sitting on some white stone steps near a shallow pool,People sitting near a pool.,1,1_25801b
Several adults and a dog sitting on some white stone steps near a shallow pool,People jumping in a pool.,2,1_25801c
There are about a dozen of men in work clothes that are getting directions for a task.,Several men are working at a construction site.,1,1_25955a
There are about a dozen of men in work clothes that are getting directions for a task.,Several men are building a house.,2,1_25955b
There are about a dozen of men in work clothes that are getting directions for a task.,Several men are listening.,0,1_25955c
"People are waiting for something in the rain, holding umbrellas.",People are outdoors.,0,1_26062a
"People are waiting for something in the rain, holding umbrellas.",A couple is at a Christmas parade.,2,1_26062b
"People are waiting for something in the rain, holding umbrellas.",People are outside of a restaurant waiting to be seated.,1,1_26062c
Two men with skill saws taking apart an old trailer to demolish it.,Two men are disassembling a trailer.,0,1_26088a
Two men with skill saws taking apart an old trailer to demolish it.,Two men are taking apart a trailer to sell it for scrap.,1,1_26088b
Two men with skill saws taking apart an old trailer to demolish it.,Two men are building a new trailer.,2,1_26088c
Two women and a man posing for a photograph.,The three people are standing up in their photo.,1,1_26211a
Two women and a man posing for a photograph.,The three people are striking a pose.,0,1_26211b
Two women and a man posing for a photograph.,Three women are posing.,2,1_26211c
A man in an orange shirt looks at an orange object with decals on it.,The man is obsessed with the color orange.,1,1_26234a
A man in an orange shirt looks at an orange object with decals on it.,Orange is the new black.  Someone call the cops.,2,1_26234b
A man in an orange shirt looks at an orange object with decals on it.,This man has orange and looks at something orange.,0,1_26234c
Guy doing fighting moves.,The man is a MMA fighter.,1,1_26288a
Guy doing fighting moves.,The man is exercising.,0,1_26288b
Guy doing fighting moves.,The man is painting.,2,1_26288c
A man is riding on a red motorcycle.,The man is on a road.,0,1_26380a
A man is riding on a red motorcycle.,There is a woman riding a motorcycle.,2,1_26380b
A man is riding on a red motorcycle.,The man is wearing a helmet.,1,1_26380c
A child carrying something in their shirt walks in the rain on the street.,A child is walking.,0,1_26406a
A child carrying something in their shirt walks in the rain on the street.,A child is carrying a plastic bag.,1,1_26406b
A child carrying something in their shirt walks in the rain on the street.,A child is sitting on a bench.,2,1_26406c
Brunette woman dressed in eccentric attire singing.,A lady sings at a open mic night.,1,1_26428a
Brunette woman dressed in eccentric attire singing.,A woman reads a poem to her friends.,2,1_26428b
Brunette woman dressed in eccentric attire singing.,A lady sings.,0,1_26428c
Black dog running on green grass with mouth open.,the dog are  sitting on the table,2,1_26437a
Black dog running on green grass with mouth open.,the block dog running on green grass with bone,1,1_26437b
Black dog running on green grass with mouth open.,the block dog running on green grass,0,1_26437c
A man riding a skateboard up an inclined ramp.,The man is on his bike.,2,1_26448a
A man riding a skateboard up an inclined ramp.,The man is a professional skater.,1,1_26448b
A man riding a skateboard up an inclined ramp.,The man rides a skateboard.,0,1_26448c
A man and a boy are in the swimming pool.,The man and boy are eating lunch.,2,1_26461a
A man and a boy are in the swimming pool.,Some people are swimming.,0,1_26461b
A man and a boy are in the swimming pool.,They are at the public water park.,1,1_26461c
A person sitting on a ledge with a letter in their hands.,The person has a letter that his girlfriend wrote.,1,1_26478a
A person sitting on a ledge with a letter in their hands.,The person is holding something.,0,1_26478b
A person sitting on a ledge with a letter in their hands.,The person is standing on the ledge.,2,1_26478c
A yellow dog swims towards a waterfall.,A black dog sits near a river.,2,1_26524a
A yellow dog swims towards a waterfall.,a dog swims near a waterfall.,0,1_26524b
