premise,hypothesis,label
A man is sitting down at a table in a plastic enclosure and gazes out at a young woman passing by.,Someone is seated at a table.,0
A customer sitting at a counter watching people work in a kitchen.,A rude customer watching kitchen workers while yelling racist insults.,1
A deserted roadway with a man in a red shirt jogging in the distance.,There is a man on a deserted road.,0
A young child wearing a blue top is on a blue toy.,A child is on a toy.,0
"A small boy dressed in a black sweatshirt with a logo on it, holds a red bat in front of blue stadium seats.",The boy is not young.,1
A group of people wait for their turn to cross the street.,A group of people dogs walking the streets.,2
An elderly couple walks together.,An elderly couple is walking.,0
Two men pose on a rocky area in front of a snowy mountain.,Two men are outdoors.,0
"A blond-haired girl is putting on a bike helmet with a sticker that reads ""cool cats"" displayed on it.",There is one girl in this picture.,0
A person wearing slacks and a backpack climbs a ladder up the side of the rock face of a gorge.,A person climbs a ladder.,0
"A man and two women are sitting on the beach, the man is wearing a watch and talking on his phone, while the women are building sand castles.",Three kids are wearing bathing suits and building sand castles.,2
A lady stand in front of a red truck holding her dog.,The lady and her dog are going for a drive.,1
A man and a woman walking away from an outdoor market.,Two people are leaving the market.,0
A group of four males performing in front of an audience with four lights projecting from round holes in the background,Four men are performing in front of a crowd,0
Various hot air balloons are being inflated in an open field with a clear sky in the background.,The baloons all had holes in them and would not fly,2
A woman is looking at a camera and standing next to a person wearing a white sweater and glasses.,Woman standing on a corner with no clothes on,2
A person wearing blue rubber gloves is loading a syringe with vegetables.,A person is holding a syringe.,0
A young woman in relaxed clothing vacuuming hallway with small vacuum.,A young woman cleans a hallway.,0
A child holding balloons that cover their face.,A child's face is covered.,0
A woman in an orange sari sits in front of a low wall among baskets of vegetables that include potatoes.,A woman is selling vegetables at the market today.,1
A guy in a blue sweatshirt is sitting on the floor surrounded by folded laundry.,the guy is wearing a sweatshirt.,0
"A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.",A man is inside.,2
The lady in red is sweeping up trash at her front step.,There is a women outdoors,0
An Asian man is walking a dusty bike through a street with some ramshackle structures on its side.,The man is eating a taco in the middle of the church pew.,2
A man wearing blue pants and a blue hat is standing on top of a mountain.,A man is standing on top of a mountain.,0
People stand and sit on a bench in front of a building with drawings on it.,Dogs stand and sit on a bench in front of a building with drawings on it.,2
Two men are conversing with one another.,Two older women are talking to each other.,2
A woman in costume sits on a suspended swing on stage and reads from a binder.,A woman is resting.,1
Two girls spar in traditional martial arts clothing.,Two girls spar in armor and with wooden swords.,2
"A woman wearing a white hat, white top, and orange skirt is jumping in front of some trees.",A woman wearing white and orange jumps before some trees.,0
Three women kneeling down in a room together.,Women are on their knees.,0
Three older ladies have finished their meals at a restaurant and are listening to somebody talk.,The women are playing football.,2
Man is on his bike in the dirt.,A man is under a sink with a wrench in hand.,2
A man wearing a black shirt and navy blue sweats stands on pavement with his hands on his hips smoking a cigarette.,The man is standing in the rain smoking a cigarette,1
A young girl singing at her prom.,A person is reading a book.,2
a man in a checkered shirt doing woodwork,"Man wearing a t-shirt, sitting on the beach.",2
There is a fisherman standing in front of a large wave.,Fisherman standing in water,0
A young couple walks down a street arm in arm.,Couple on the way to dinner walk down a street.,1
"Two adults, one a man and one a woman, in orange shirts, attempt to make a swimmer feel better by hugging her and talking to her.",The adults are wearing swim goggles.,1
A young asian boy is raising his hand.,The boy is raising his hand.,0
man with goggles and robe pouring items from glass and boy looks on,A man is pouring something from a glass.,0
Students sit on the floor with their papers around their teacher.,Students are on the bus.,2
A man is walking in front of an older home without any paint on it,A man poses in front of a freshly painted building.,2
A bloody man and woman pose for a picture.,The man and woman are very clean.,2
A woman in a hat is walking next to an elderly man wearings shorts and sandals outside.,The woman is spinning the old man around in circles.,2
Giant clear bears sit in the street in new york city.,Three giant clear bears are sitting in the street.,1
A boy is standing in a swimsuit on the beach underneath a pier.,A boy is riding a skateboard down the street.,2
A man in a blue and black jersey and missing one foot hits a volleyball from a sitting position.,The man lost his foot in a car accident.,1
A boy jumping off a trampoline into a lake.,The boy is near the lake.,0
a small dog plays in the grass.,The little dog is playing in the grass.,0
a man in a store jumping across a shopping cart,There is a man in a red bodysuit with a lightning bolt on the front inside jumping across a shopping cart.,1
An older man wearing gloves is sitting at a party near two women dressed in evening attire.,There are three people at a fancy party.,0
A dog swimming with a stick in its mouth.,A dog is retrieving a stick for his owner.,1
A lady in a gray shirt is walking on a busy street with a child in a red shirt.,There is a women walking outdoors,0
a lone bicyclist wearing a helmet jumping a graffitied concrete ramp.,The bicyclist was wearing a helmut.,1
Women in bikinis playing in a beach volleyball competition.,Women compete in beach volleyball in the Olympics.,1
An older man is cutting the hair of a customer in his barber shop with floral walls.,The old man is chopping down a tree in his yard.,2
A restaurant in downtown Korea.,The restaurant is in China.,2
The black dog is running through the water.,A huge animal running,1
The man in a blue sweatshirt is in a kitchen.,The man is about to make dinner.,1
A young Asian woman looks at the screen of her cellphone in a white coat.,A young woman checks her emails and text messages.,1
Two people talking on the side of the street standing with a gas can.,Two people swimming in a pool.,2
A group of woman are walking the street in different directions.,Women are walking in different directions.,0
A couple is walking down the street.,A duo is strolling down the road.,0
A child with a face painted like a tiger is pretending to roar.,A child is dressed as a clown.,2
A cowboy is wrestling a cow to the ground in a rodeo.,A rodeo clown makes a funny face to distract a bull.,2
A line of people in front of a Hyatt Regency hotel.,A crowd cheers in front of a hotel.,1
A woman is pushing a young girl in a swing.,a mother and daughter use a swing,1
Man shoveling snow away from his car.,a younger man shoveling snow,1
A guy name Peter is setting something up behind a miniature railroad and other people in the back watching something on a drop down screen.,man doing a performance,1
a bunch of people at sewing competition,People are competing for the sewing world championship.,1
A man having a beer and roasting a hotdog the old fashioned way on a stick over a fire pit.,A man is swimming while eating a hotdog.,2
A man carrying a child on his shoulders.,A man is carrying a child.,0
A man in yellow is harnessed high to a building.,A human harnessed,0
A man stands outside a blue building holding a white helmet.,A man sits in his office working on his computer,2
A lady is in a swimming pool wearing a dark colored bathing suite.,A lady in a dark colored bathing suit is in the pool.,0
Two women buy food from a man smoking a cigarette,The women are buying groceries.,0
A child wearing a blue coat is playing with Legos in a large lego pit.,a child is playing with legos.,0
Three women are riding in a carriage together.,three women ride together in a carriage on a city street,1
Slender dog running in the sand on a sunny day.,The dog is running in the sand.,1
Woman standing with man holding a camcorder and smiling into lens.,A wife smiles as her husband films her with a camcorder.,1
A black dog wearing a red collar is running through snow next to a wooden fence.,a young girl braids her hair,2
A woman stands on the curb next to a busy street.,a woman standing,0
A woman puts her arm on a person sitting in a wheelchair.,Two people watch television together.,2
Two boys tussle in the sand at a park.,two brothers argue at the park,1
Two children and two adult in front of a run down home somewhere in the southwest that has spray pained pictures of people on horses on the walls.,people are outside,0
A woman in a blue shirt is holding a piece of paper with the word dreams written on it.,The woman has the paper in front of her.,0
A white dog is running down a rocky beach.,A dog is outside at the beach.,0
A crowd of people outside the Olympic arena in Great Britain watching the Olympics on a portable screen.,People are watching the Olympics.,0
A smiling young man stands underneath a waterfall with his raised arms open wide.,The man is at home,2
A woman in knee-high black boots shows a guy how to dance while a man plays a lute-guitar on a small stage.,A wedding guest dances with the bride.,1
"A group of individuals are gathered around a laptop computer, with one of them pointing towards it.",A group of people aren't near a computer.,2
A girl and a little boy are looking through a camera.,adults at work,2
A male with a beard is playing a guitar.,The man is playing the guitar.,0
"Guys drinking in a crowded pub, just chatting and having a beer.",Guys are talking about girls,1
A man working as a flagger.,A man is working as a flagger which is his favorite job.,1
"Two firemen wearing hard hats in Bangrak, their uniforms have Rescue written on them, fighting a fire with water hose.",Firefighters are trying to put out a fire.,0
Woman sitting in the shade with a fabric fan.,the man is standing,2
"Three people sitting in lawn chairs, as three people look on in the background.",Some people are waiting on an elevator.,2
A man wearing a long-sleeved blue shirt and jeans is riding a unicycle down a street.,A clown riding a unicycle.,1
A young girl plays under a pier with a blue bucket.,A child is outside.,0
A man wearing a blue blazer using a cane to help him walk across the crosswalk.,A man is sitting in the back seat of a taxi.,2
A large group watches a presentation in a conference room.,large group is enjoying party,2
Three people knee-deep muddy water are bent over while planting rice,Three  adults were planting corn in the pouring rain,1
"Participant 3442, a child in a yellow shirt, runs in a race.",The childs shirt is green,2
A construction worker is using a piece of machinery.,A doctor runs nude through the hospital.,2
A man gives a speech and uses to Apple computers.,A man is teaching people about Apple computers.,1
Lady with stone carving on hook.,A woman is looking in a boutique.,2
Girl about to kick a piece of wood in half while karate instructor holds it,A girl is walking off the matt after karate practice ends.,2
A boy is bouncing while hooked to a trampoline on Brighton Pier.,A boy jumps on a trampoline.,0
two men playing a ice hockey together,The men are playing outside in the summer.,2
"A group of people riding in the back of a truck, down the road, in a country area.",The people are out in the country.,0
"A man in an orange shirt, wearing a headset is surrounded by food.",The man has something on his head.,0
Two women in coats are walking together in a park area.,Two women running in park,1
Basketball player has fallen on the court while another grabs at the ball from out of frame.,A basketball game is taking place.,0
A middle eastern guy selling stuff street side.,A middle eastern guy is selling stuff.,0
A child in a red jacket plays in a snow fort.,The child playing with chalk on the sidewalk.,2
A white and black dog is running out of a yellow and orange tube.,The dogs are running out of a slide.,1
This young woman is receiving a manicure at a salon.,The woman is getting blue paint on her fingernails.,1
A woman in a white shirt is in a kitchen.,A woman is cooking in the kitchen.,1
A band is performing at a rock and roll concert.,"At a rock concert, a band is doing a performance.",0
A little girl wearing a pink shirt spins on a merry-go-round at a park.,A little girl is playing at the park after school.,1
Children in what appears to be an elementary school classroom hard at work.,Children are playing at recess.,2
Guitarist strums while on stage under a spotlight,The guitarist is a man,1
"A young Asian man wearing a conical straw hat holding straw goods, and another person in the back to the left holding straw goods.",A young man is wearing a straw hat.,0
Two people riding a motorcycle through a very crowded street.,Rider contestant of a competition,1
Three girls are sitting our on the sand at the beach posing for the camera.,Three girls are on the sand.,0
Very excitable man jumping in the air over the double yellow lines on a deserted highway.,The man is happy,1
A competition among local food-catering providers.,Food providers have a competition.,0
Woman on cellphone running in the snow.,A woman calls her boyfriend.,1
An woman sits on the sand while holding a squid.,A woman holding a squid.,0
Small child with black hair standing in car track near sunflowers.,There are flowers on the ground.,0
A man lays on a bench while his dog sits by him.,The dog is teaching english,2
A man is standing on a platform looking at a large crane.,A man looks at a wall.,2
Artist paints as the shadows creep up on her painting.,Someone walks in behind the artist.,1
A woman wearing a red shirt takes a photograph of an indian landmark,A naked woman takes a photo of a landmark.,2
A small group of people sitting at a restaurant with a Guinness sign in the background.,A group of people eating dinner.,1
A man wearing shorts but no shirt works on a sand sculpture at the beach while two people buried in the sand watch underneath a blue umbrella.,a man joins in and watches the others being buried,1
Four toddlers are being entertained by an accordion player.,Four small children listen to the music.,0
Four people at a holiday party at night.,The people are at a party.,0
A bearded man is wearing a redhead scarf and holding a forked green and white branch.,A woman is wearing a red scarf.,2
An older man chops wood beside a large tree in a field.,A woman chops wood.,2
a band playing at a concert.,A band signing autographs,2
"A small girl is looking at a pink and black ball, in a parking lot.",A small girl is at home playing video games.,2
A darkly dressed jogger running towards an overpass on a sunny day.,"On a sunny day, a jogger, who wore darkly dressed jogger, is running outside.",0
A woman dressed in a red bikini is jumping up in the sand to reach the volleyball hitting it with the palm of her hand while people in the arena watch.,A women is playing volleyball,0
"a girl dressed like a boy wearing a black shirt and hat and a red striped tie, holds a drink in one hand and makes a man-like gesture with the other.",A girl has a drink.,0
Athletes push through the snow during a crosscountry skiing trial.,THERE ARE ATHLETES IN THE SNOW,0
A woman with a red shirt and blue boots wearing a plastic bag to protect her from the rain glances down at her bundle of bok choi vegetables.,The woman is eating bok choi.,0
A woman is smiling while the man next to her is focused on a blue object with a pattern on it.,A woman is smiling next to a man who fell asleep.,2
Street vendors show their necklaces for sale to three customers.,The street vendors do not want to sell their good.,2
A boy in an orange shirt and baseball cap sits in a grassy field next to a black ball.,There is a boy outdoors.,0
A worker walking down the street.,There is a worker on the street.,0
The black dog jumped the tree stump.,A dog lays in front of the door.,2
a woman in a red coat is on the skiing.,A woman is skiing down a large hill.,1
One man plays the violin while another drums on a piece of metal.,The two men are in a band together,1
Two men raise their arms atop a snowy mountain.,The men are shoveling snow in Boston.,2
A man wearing a white tank top and a white hard hat is holding two pieces of pipe at a construction site.,A man wearing a black tank top and yellow hard hat holds two hammers at a construction site.,2
"Woman in black, red and white dress waving a gold cape",A woman is waving a cape to start a race.,1
A crowd sits or stands behind a barricade as a car drives by with bicycles on top.,A angry crowd beyhind a barricade shouts at a passing car.,1
Woman with a vending cart in the middle of a beach.,The lady with the vending car is selling ice cream in the middle of the beach,1
A male attempts skateboard tricks by a bridge.,A man is teaching people how to skate.,1
A surfer rides the waves.,A surfer is scared,1
A black dog running through water.,The dog takes a nap near the beach.,2
A man wearing sunglasses and a red hat is opening his mouth wide and eating a chip.,A man is eating junk food outside.,1
2 guys are parachuting and are in midair.,There are two men parachuting.,0
A boy is standing outside a donut stand.,The girl is making cupcakes.,2
Two people are enjoying a scenic view from a park bench.,Two people are on a date enjoying the lush trees and the birds in the park.,1
A man talking on his phone on a city street.,A man is holding a cell phone to his ear.,0
There are two people on a ski run and one is high in the air making a jump.,One person is performing a jump on a ski run.,0
A man stands in front of a slide show and gives a presentation.,A woman stands in front of a slide show and gives a lecture.,2
Four men are hanging out in front of a building.,There are four friends hanging out.,1
A woman is sitting in a room and painting.,A college student is sculpting a statue.,2
Man pretending to be a rock star.,a person dressed up,0
A woman in red is sitting on the edge of a steep rock.,A woman is sitting down.,0
Men stand at the edge of a large hole in the street as cement is poured into the hole.,Men standing near the hole.,1
A little girl in pink watches a young boy drink out of a bottle on a crowded street.,A child in pink watches another child drink out of a bottle on a crowded street.,1
"Closeup of a young caucasian boy with brown eyes, and in a red fleece zip-up jacket, holding up a monarch butterfly on his index finger.",The boy is touching a butterfly.,0
a woman is demonstrating a punch to her companion.,boy eats pickles,2
Man drawing a picture from a portrait.,A man is sleeping.,2
"Two men, one with a brown hat and blue long-sleeve shirt, the other in jeans and a blazer, sit outside, facing each other.",Two men playing chess,2
Dog chewing up ball while rolling in grass,Dog is lounging around.,2
The brown dog is running in the water.,The dog is at the beach.,1
Yorkshire Terrier plays with multicolor centipede toy.,Dog takes a nap on the couch.,2
A construction worker wearing a hard hat is helping position the support beams for the roof.,A construction worker is on break eating a sandwich.,2
Three men in orange vests are pulling a jeep out of a ravine while another man sits inside.,The jeep is being pulled out by babies.,2
A black dog is jumping into the water off a dock.,The black dog is eating food.,2
A girl is holding flowers in front of a field of cows.,the girl is hot,1
A woman standing in a room that is white with numbers in a circle around her.,A woman sleeping outdoors.,2
A pair of older boys play guitars.,The guitars have strings on them.,0
A skateboarder skates down stairs covered in graffiti.,a skateboarder grinding the rails,1
"A woman riding on a train, smoking.",Someone is using tobacco on the train.,0
People walking though an architectural design.,People are visiting Greece.,1
The baby girl wearing floral long-sleeve is standing.,The girl is wearing a skirt.,1
"Group of school children in uniforms standing at a gate, one kissing her mother goodbye.",Kids are waiting for school to open.,0
"A man in a blue shirt sits in a camping chair next to a man in a red shirt, looking startled.",A woman sits on a chair,2
"A woman in a red coat, hat and scarf sits on the sidewalk surrounded by bags of various items, some in bags and some in blue, red or black plastic tubs.",A person in a coat,0
A blond woman in sunglasses and hat talks on a cellphone.,A redhead is using her ipad to communicate through facetime.,2
A white man in a collared shirt is applying shaving cream to his face while another man looks on.,Two men are outside.,2
A toddler in a pink shirt in a bucket swing.,An only child swings.,1
A blue and white soccer team playing against each other.,tennis match ends in brutal murder,2
Four young males sitting in a circle talking.,Two sets of twins are sitting in a circle.,1
A dog stands on one leg and tries to get a soccer ball.,The dog is black.,1
"A woman in a purple outfit, on a bike, is kissing a man.",woman missed her boyfriend,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People in orange vests await the beginning of a race to win first prize.,1
A woman with her head down and her hand to her mouth sitting beside someone reading.,The woman was at the deli buying corned beef for dinner,2
people standing in front of a house that is being built,people stand by the house,0
Two ladies getting their photo taken by a man in a light patterned hoodie while another man in a dark coat stands holding purses and observes.,two ladies are getting their picture taken by another tourist while one of their husbands stands in the background watching.,1
Five people jumping on an ocean beach,Five people are at the beach.,0
"Greyhound dogs race on the track, with# 8 leading the way.",Dogs lay down and chew bones,2
a skateboarder grinds the rail.,The boy is playing on a skateboard.,1
A band plays in a city square.,A band is in the city square.,0
a young girl in a swimming suit emerging from the water.,A young girl and her brother emerge from the water.,1
A woman sitting at a picnic table is holding a baby.,A young mother and her baby at the park.,1
Girl in white shirt blowing bubbles in dark room.,A girl is blowing bubbles inside a low lite room.,0
Smiling brunette with a redhead dress participates in a parade.,Two women are dressed up standing on a float in a parade.,1
Band playing music under pink lights.,The band has stopped playing.,2
A man wearing a yellow helmet is riding on his red motorcycle.,The man borrowed the helmet from a friend.,1
A middle-aged lady in yellow is on a platform waiting for a train.,a woman is asleep at home at midnight,2
boys and girls swimming in a pool.,There are lots of floaties in the pool.,1
A man in red biking in a neighborhood.,A man is riding a bicycle.,0
This boy is going down the slope on skis.,A boy is skiing.,0
An audience is watching and waiting for something to happen.,The crowd of watchers is waiting for an occurrence.,0
A young girl with a dirty face and pink shirt lays her head on the chest of an older woman in coral.,There is a young girl.,0
"A man, with both arms outstretched above him and one leg in the air, poses on a boardwalk as a woman runs by.",A man sitting on the couch watching tv as his mom crawls by.,2
Two young children look at the sidewalk that they stand on,Two young children look at the sidewalk that they stand on and wonder when it was built,1
"Three guys, with electric guitars playing at a benefit concert, the lead singer is wearing sunglasses and green tennis shoes.",guys play rock music,1
A group of constructions workers talking behind a steam roller.,The workers are para-sailing.,2
"Three men, two in blue, are sitting on the ground in front of blanket that has cups and other wares on top of it.",The men just finished a picnic.,1
A girl infant is laying on a changing table with clothing and blankets piled next to her.,A baby is about to have her diaper changed by her mother,1
A little boy in a blue shirt is playing with a yellow dump truck on a rose colored carpet in front of a flowered sofa.,A young boy is crying because he can't seem to ride his bike.,2
A woman on crutches watching two street performers jumping around.,A woman who broke her leg jumping around watches two street performers do the trick she failed to do,1
A bunch of children in white are doing a dance routine while another person jumps rope.,"A bunch of children are relaxing, while someone else jumps.",2
A man in a helmet plays an electric instrument.,A musician is performing.,0
The bird that is flying has a very long beak.,The bird is flying south for the winter.,1
A bald man is sitting at a red table with his hands on a laptop computer.,a bald man is eating food at a restaurant,2
"A woman in red is standing in the background, watching a golden dog race through a field of tall grass.",A woman is watching a dog race betting on who will win.,1
Protesters march for education reform.,The people are sleeping.,2
A small girl in a jean skirt and green shirt plays outside in the grass with an orange and white soccer ball.,The girl is kicking the ball.,1
A man wearing jeans swings back his arm in preparation to release the bowling ball down the lane.,This guy is gunning for another strike.,1
Five woman sitting side by side peeling vegetables and enjoying the day.,Some women are eating carrots.,2
Two hikers descend a rocky path.,Huge hikers on a path,1
Men using the slot machines in casino atmosphere.,The men are winning on the slots.,1
"Two boys, one black and one white, standing arm in arm.",Boys are holding each others arms,0
A woman cutting a brown cake.,The mom is slicing the chocolate cake.,1
Little girl dressing up in a dark purple jacket and large sunglasses.,The little girl is naked.,2
A lady outside in a black and gray bikini taking a photo with a pink cellphone.,A man outside is popping inner tubed.,2
Two small children running on a beach.,People are playing on the beach,0
"Two teams, one wearing blue and white, the other in red and white, are playing football.",Two teams are playing against each other.,0
A woman in a black shirt and a bottle of beer standing in between two men with beer bottles wearing white shirts and black ties.,These people are drunk.,1
A dog lies on the ground.,A dog relaxes in the warm afternoon sunshine.,1
A girl is playing the violin in the street while her band mate on the guitar is talking on her cellphone with a confused look.,A person playing an instrument.,0
Two dirty looking guys who look like Doctor Livingstone walking with bunch of British flags.,The guys are dirty,0
Two african american males look in opposite direction of crowd in background.,two african american males were driving down the road,2
"Two guys performing rock concert, one has short blond-hair who is singing, and the second has long blond-hair and is jamming out on his guitar.",A guy has short blond-hair.,0
A man is walking past a large brick building that is painted with graffiti.,A man is taking a walk outside.,0
"A man with a broom in hand, safety vest and hard hat on as well as a face mask.",A man who has taken many precautions to clean up some toxic chemicals,1
Four young boys line up at the starting line to run a race,Four young boys are in running shoes,0
A young boy shows off his new guitar and cowboy hat.,a young boy shows off his new stuff,0
A group of people sift through shelves of books.,group of people rummaging through shelf of books,0
"A woman dressed in a red sweatshirt, wearing a white apron, and washing a large pan in a sink.",A woman is standing in a kitchen.,0
Two women in a formal boxing ring are engaged in a martial arts contest.,The two women are fighting,0
"A couple of men in purple, standing in front of a tiered cake.",A group of men are at a wedding.,1
A closeup of a man holding his hands up in the air.,The man is trying to get someones attention.,1
people enjoying a sunny day at the beach,The people were enjoying a rain soaked day at the beach.,2
A green motorcycle is being ridden on a wet racetrack.,A green motorcycle is being ridden on a dry track.,2
A group of five people stand outdoors.,There are people outside.,0
A woman walks down a sidewalk next to a busy street.,The street is busy.,0
Firefighters spraying there hose.,The men are demolishing a building.,2
"A thoughtful woman on a street corner, vending produce.",A woman is selling lettuce on a street corner.,1
A man is about to play his guitar.,a man is perfoming for school children,1
A man sitting in a rowboat,a man is in a rowboat waiting for rescue,1
A blue vehicle carrying a large load of stuffed sacks along a rural road.,A vehicle carrying bananas travels down a road.,1
"A young boy looks up towards the camera, while standing next to a calm stream.",He is posing for the picture.,1
"A man with salt and pepper hair, in a quasi crew cut style, wearing a black tank top is just ahead of a group of people behind him on a sidewalk or street.","A man in a crew cut, wearing a black tank top is just ahead of a group of people on a sidewalk or street.",0
Two women jump in the grass atop a mountain.,Two women are falling down a mountain.,2
A man in a white cap and shirt hand-paddles a small blue boat.,A man uses his hands as oars.,0
Two women perform for an audience.,A man sings on stage.,2
A girl rides a unicycle as another rides a scooter next to her.,Two girls going for a ride.,0
Men dressed in colonial clothing and announcing something important.,The man announced something to the crowd.,1
A baseball pitcher is about to throw the ball.,A pitcher is about to catch the ball.,2
A couple enjoying a glass of white wine.,The couple are celebrating their anniversary.,1
A snowboarder in a green jumpsuit looks behind herself.,A snowboarder looks back.,0
Two girls holding cups of water while walking next to a barbed wire fence.,Two girls rest after a long run.,1
A bull charges at a man within a stadium while an audience watches.,The man is being brave in front of the bull.,1
Two large people are sitting at a table in a crowded restaurant,Some people are waiting for their food to be delivered to their table.,1
A boy in a white t-shirt does a trick with his skateboard in a skate park.,A boy is skateboarding.,0
"A pair of young men, one with a violin and one with a metal drum, perform music in public.",Two men in a street troupe are playing instruments in the streets of New York.,1
Two Asian men work with dough.,Two Asian men are baking.,1
Man in red shirt fishes from seated position.,A man is holding a fishing rod.,0
The woman in the blue dress is holding out her arm at oncoming traffic.,The woman in the blue dress went back inside to do other things.,2
A cowboy is attempting to lasso a calf while riding a horse.,A cowboy is happily attempting to lasso a calf,1
A Woman is looking through a telescope while wearing a red coat.,A man is peeping with binoculars.,2
woman riding a bicycle cart.,A woman is riding.,0
A happy kid is having is playing with a ball.,The kid is a broncos fan.,1
"A young girl in a short-sleeve brown shirt with a name tag on it, has her arm around another young girl in a quarter length brown shirt and jeans.",The girls are dating each other.,1
A girl wearing a blue shirt is sitting on a couch and drinking soda next to a girl with blond-hair.,Girls are swimming.,2
A man is working on the roof of a temple.,A buddhist priest works on the temple roof.,1
A woman wearing a white shirt sits in a folding chair with her mouth open while several guys look on.,The woman is walking away from the men.,2
The security guard is guarding the museum with the black and white checked floor.,A security guard is guarding a baseball stadium.,2
A woman looks at pictures in a gallery.,The woman pictures in her mind a day off from work.,2
One football player is trying to tackle another football player who is in mid-stride as a small crowd looks on from the sidelines.,A football player performing a tackle during a game in the rain.,1
"Two women are competing in archery, one wearing blue and the other wearing red.",Two men that are rivals.,2
Three photographers are lined up on tile.,Three photographers are swimming in a pool,2
A group of merchants hawk there produce to the public.,The group of merchants has produce.,0
A man does the splits wearing green and woman in a black leotard stands on one leg near a black ballet bar in a studio.,The man will hurt himself doing splits.,1
A young man and an older gentleman are running.,Two men are sitting on the couch watching television.,2
A man looking through a pair of binoculars.,The man was looking.,0
A man is skating on a vert ramp,The man is skating on the street course.,2
two children are eating something outside.,Two children are consuming food,0
Beautiful lights accent trees on a dark night.,The trees have no lights,2
A man wearing a white hat pours water onto flowers in a field.,A woman is eating a flower,2
An older gentleman working with a machine and shaving down a wooden object,A retired man is building a wooden boat.,1
People are outside next to coolers and bags drinking.,A group of people are bowling.,2
One elderly gentlemen in a striped shirt looks down while another in a pink shirt looks on.,The people are searching for something they lost.,1
Pilot of a plane reaching out the window and washing the windshield while the plane is on the ground.,The pilot is wearing a hat.,1
Two teenage girls play a game with their hands together.,The girls are bitter rivals.,2
A man counts his money while playing his portable keyboard outside in the cold.,The man is dancing for money.,2
A woman wearing a big t-shirt stands in front of stone steps.,The lady is looking up the steps.,1
Male players wearing red and blue striped jerseys with yellow numbers hug each other.,The players are celebrating.,0
Two young kids sit outside on steps eating lunch out of a yellow lunchbox,Some children are having lunch.,0
Two women with dark hair play chess at a table while standing.,the two women are seated and playing checkers.,2
A guy with long hair and big belly walking briskly past a mural of a girl who looks mad.,The man is walking by a mural.,0
Man hovering above bed inside a hotel in front of a balcony window.,A man is a ghost.,1
Military personnel patrol an area.,Boy scouts search for a campsite.,2
"A man wearing a ball cap and a blue T-shirt rides a white horse down a dirt road through lush, green nature.",The man is outdoors.,0
Three women with headscarves and bright clothing take a ride in a rickshaw.,Three woman are puking in toilets,2
A short-haired woman making a presentation.,A woman has short hair.,0
People selecting food at an event.,There are a number of humans gathered together.,0
A man is taking a picture with a camera.,The man is taking a picture iwth his iPhone.,2
A play is going on and a man is in midair.,Man thrown up into the air during a skit.,1
A man stands in front of a street vending booth with his hands crossed awkwardly in front of him while two yellow taxis are seen in the background of the cityscape.,a man is waiting for a taxi,1
"A dirt biker wearing dark pants, t-shirt, socks and shoes on a yellow framed bike midair outdoors in front of trees and other jumps.",The dirt biker rode his bike by trees.,0
Three people waiting at a bus stop.,Four people are waiting for the bus.,2
A very colorful bus is pulled off to the side of the road as its passengers load.,A bus allows passengers to get on.,0
A young girl jumps in the air in front of a white house.,A girl is laying on the couch.,2
A man is parachuting next to a jet.,A man parachuting in the sky.,0
Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,People are starting a race.,0
"A woman is walking across the street eating a banana, while a man is following with his briefcase.","A woman eats ice cream walking down the sidewalk, and there is another woman in front of her with a purse.",2
A street performer dressed as a pirate in public.,A person performing for the public in pirate attire for tips.,1
A man and a woman sit in front of a computer and other equipment looking at various scenes on the monitor.,Man and woman monitoring screens,0
Woman with can walking down street.,A woman walks.,0
Several young children are sitting in a group.,Several young children are at preschool.,1
Three school boys posing under a blue umbrella.,Three girls are dancing.,2
"Large seated group of people with a sign in the photo that says ""Gladstone School""",This crowd of people are seated.,0
"A man wearing only a cowboy hat, cowboy boots, and underwear talks to a woman on a city street.",A man in a cowboy outfit is talking to a woman.,0
A dog is running on a wooden beam beside a blue fence.,A dog is running outside beside a fence.,0
A group of young girls is running in a field of yellow flowers,the girls are picking flowers,1
"A city scene, where signs and advertisements fill the urban space.",There is no concrete in the city.,2
A man in a blue shirt has his arm over a woman wearing flower sunglasses and an orange outfit.,A woman at the outdoor festival wears flower sunglasses standing with a friend,1
A man jumps into the water on a sunny day.,An individual jumps into water.,0
a person sits at a table behind a tree.,A person is sitting outside.,0
"Skateboarding wearing black pants, a white shirt, and a blue hat performing a skateboarding trick while three spectators look on in the background.",Three brothers cheer on their friend as he performs,1
A man is using tools to make a repair.,The man uses a screwdriver to repair his refrigerator.,1
The lead singer visited with his band members and had the guitarist sing along with the song.,A guitar sings the song of its people.,2
A woman in a red shirt and some jeans looks like she is arguing with a man in red and a great satchel.,the woman is mad at the man,1
Young barefoot boy playing a guitar setting in a large muti colored chair with a picture of three pigs beside him.,The barefoot boy does not know how to play instruments,2
A man with a white baseball cap on is holding a sign outside of a store.,a man wearing a white hat holds a sign,0
two men in formal wear talking next to people moving,The men in formal wear are talking,0
Several children sitting on the floor in a metal building.,One child is playing outside.,2
