premise,hypothesis,label
a man playing tennis in a tennis court,The man plays tennis,0
A child swings a big white stick while others look on.,The kid swings a baseball bat.,1
A man selling items near the roadside to the great mountain of Canyon.,a man is selling items.,0
A rodeo rider gets tossed up into the air by a black bull as fellow cowboys look on.,Rodeo clowns do barrel rolls,2
A group of construction workers walk past a building under construction.,They are walking past the building they are fixing.,1
A blond girl in a yellow top and orange pants sings karaoke.,A girl sings.,0
A dog plays on the beach.,A dog is playing in the park.,2
The elderly lady in the green dress walks down the street while using a cane to support herself.,An old lady is getting some exercise.,1
A family sits down to eat at a table outside.,A family is eating a picnic on a blanket outside.,1
A guy in an olive-green sweater and blue jeans is playing with a blond-haired toddler in a yard using toy golf clubs.,A family is spending time at the park learning to play golf.,1
A man in blue jeans and a white shirt sitting on a orange and yellow bench.,A woman is building a bench.,2
Three people are standing on a concrete wall next to the ocean.,three people are outside,0
"A woman with a brown coat and a woman with a black top stand along displays of oranges, apples, and other fruits.",The women are at a fruit stand.,0
Two motorcyclists racing neck and neck around a corner.,Motorcyclists are stopped at a stop sign.,2
The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her.,The dogs are both to the left of the woman.,2
A child dressed in blue riding her yellow bike quickly down the road.,A girl on her bike.,0
"A girl sits in a harness ready to lift up into the air and behind her is a sign that says ""active.""",The sign has a white background,1
A man in a dark hat and glasses is reaching into a bowl on a table filled with various bowls.,The man is reaching into paint bowls.,1
A man wearing skis and a parachute in midair,A man is wearing skis,0
A professional wrestler falls outside the ring.,The wrestler lost balance.,0
"Three women at a shopping mall, one has a dog, one is on her cellphone, one is playing with her necklace.",The three women are indoors.,0
A man who is painting his face.,A man is crushing paint with his feet.,2
People rushing and boarding buses at the depot station.,People getting on buses at a station.,0
"Two men walking, one of which is looking back and the other looking directly ahead.",The men are at church.,2
a man wearing a spiderman outfit with a mask covering his face also.,A man is dressed as a superhero.,0
Several children are playing with squirt guns in the road.,Some children are playing.,0
A young boy wearing# 24 uniform is yelling during a football game.,A boy is wearing a uniform.,0
Two women with dark hair holding umbrellas are running while crossing the street during a storm.,Two women are outside in the rain.,0
A professional soccer player gives the ball a high kick.,The amateur soccer player kicked the ball.,2
A helicopter hovering over a landing spot.,A plane is about to land,2
Several young people are standing around drinking beverages at some kind of outdoors gathering with food.,The people are bowling.,2
Seven people playing soccer on a field.,The seven people are outdoors.,0
A street performer tosses up a ball in front of a small crowd.,A street performer is tossing a ball.,0
A girl with black glasses looks over her shoulder while sitting at the laundromat.,The girl is standing on her toes in order to reach the dryer knobs.,2
A young Caucasian child and another adult lady are playing with a house made out of Legos.,A man and his son are watching a cartoon on the TV set.,2
A brown dog is running in the sand.,The pup  is playing at the beach.,1
An older lady is making yarn and it rolling it into balls.,a huge person making yarn,1
"A big, red tractor, pulls a flatbed along a dirt road.",A tractor is on a dirt road.,0
Muzzled greyhounds are racing along a dog track at night.,One of the dogs is actually a cow.,2
Two people run down the beach and one of them is pointing.,Two people are outside near the ocean.,0
A group of children sitting together eating donuts.,The donuts are tasty.,1
Man sitting on a ledge wearing a green Celtics shirt while eating.,Man eating in sports shirt.,0
Three young men take a jump shot with a tarp underneath them next to a stand of trees.,Three young men take a jump shot outdoors.,0
Some football players on the sidelines watching their fellow a teammates start a play.,Football players are playing videogames,2
Two mountain-climbing hikers ascend a rocky path through patches of snow.,the men are swimming,2
Three old men are sitting down talking.,Three young men are cross country skiing.,2
Two hikers stopping to take a smoke break on the trail.,A picture is on the desk.,2
"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.",The man is holding up a blue umbrella over his feet to prevent the rain from ruining his lei.,2
A baby girl in a light blue and pink dress leaning on a stone platform outdoors.,The baby is enjoying the sunlight.,1
"She shades herself with her little yellow umbrella, as she shows off her fancy long dress.",Lady dressed in a bathing suit under a beach umbrella.,2
A man sits on a folding chair outside while listening to music on his iPod.,The man stands on the sidewalk listening to the marching band that is passing by.,2
A white women works with pottery.,A swedish woman makes a bowl.,1
Two men getting a young girl ready for a fun ride.,There are men.,0
There is a group of people standing in a construction site.,Some people are dancing at a party.,2
A young girl doing a trick in midair in front of a tree.,A young girl is watching TV from her couch.,2
A laboratory technician examines a blood sample using a high powered microscope.,The lab tech is wearing protective clothing.,1
"Two people are swimming in a large body of clear blue water, and there is a large red item behind them in the water.",two men play on a basketball court,2
A black dog jumps in the snow.,A tall animal jumping,1
A person wearing a white shirt and red shorts is playing a tennis match.,someone is playing a sport outside.,0
A woman with a flower tattoo cuts a man's hair.,a woman have a flower tattoo,0
A group of people in a room.,The people are all male.,1
A young girl in leopard print stands in the kitchen holding a spatula while cooking pancakes.,the girl is baking a cake.,2
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A man eats octopus.,2
A blond woman with sunglasses on and a brunette with shorts on are walking together.,Two women sit and have a snack.,2
A boy with a metal colander on his head.,The boy is wearing a blue hat.,2
A BMW rider makes a fantastic jump as onlookers marvel.,A BMW rider fixes his flat tire,2
a man doing tricks on a bmx bike,The man owns a bike.,0
"A man with glasses is reading a book while lying in a red, orange and yellow striped hammock next to a sidewalk.",The man is smoking a pipe.,1
"A man with a black cap, a long beard, a plaid shirt, and black pants is looking out over water.",A man is near the waters edge.,0
A young female in a green tank top and shorts standing in the middle of the railroad tracks.,The Girl is going to watch the plane fly by.,2
a little girl holding 2 cages one of them is being held closeup to the camera she appears to be at the entrance of a store.,The girl has freckles.,1
"A little girl with brown hair, jeans, and a white polka dot shirt, hangs upside down on a swing in her backyard.",A small girl in casual clothes plays on a swing in her yard.,0
A young boy in checkered pants places a red shirt in a black tub.,Boy placing his shirt in tub,0
A man reading a magazine sits on a street bench.,A man is reading a playboy magazine for the articles.,1
Surfer is in the middle of a huge wave.,There is a surfer riding a wave.,0
a young boy is rollerblading across a wide open space.,A boy in the class room.,2
"A worker uses a jackhammer on boulders from a rockside, a dump truck is parked nearby.",The men work for the department of transportation.,1
Two men and two boys look over the deck of a boat.,The boys look at the mountain.,2
A soccer star is chasing after a ball before it becomes a corner kick!,A soccer star goes after a ball.,0
A man is pulling a cart on wheels loaded with nets and is in front of the Ocean Blue Company.,The man is in front of a building.,0
A boy is playing checkers with an adult shown off-screen while a girl looks on.,The boy is showing off his checker skills to onlookers.,1
A woman in a brown jacket laughing at something a friend is saying to her.,The friend is telling her a joke.,1
An old man is wearing eyeglass.,The old mean is not wearing eyeglasses.,2
A man sits in a government vehicle on the street.,A man is sitting in a car parked on the street.,0
A baby girl in a highchair is sitting outdoors on a brick patio.,The baby is out of the house.,0
The brown dog is gnawing at something in the snow.,A dog has its face in the snow.,0
a boy in a field,Nobody is in the field.,2
A man is sitting down and holding a young boy.,The man is not alone.,0
A German Shepherd runs in the snow.,The dog sits in the grass.,2
Men build castle-like sculptures out of dark sand by the shore.,The men are at the beach.,0
A group of bike riders with helmets riding on a street.,a group of girls sleeping,2
A line of saddled horses walks down the street past a car that has its hood and trunk open.,Horses walked down the street past a parked car.,0
Two men sit on a trucks tailgate as it is being towed.,"The men walk down the street, away from the truck.",2
A green sports car with the number 63 is driving on a track.,The car is on the moon,2
A band is playing the bagpipes while a man jogs by wearing all black,A jogger passes jogs past a live band.,0
A young boy in a cream shirt is carrying a large bag on his head.,the boy is balancing a bag on his head,0
A young toddler smiling at the camera while standing in the garden.,A toddler is outside.,0
A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller.,A Mother wearing a turban and dress is pushing her child in a stroller across the park.,1
A little girl climbing on red roping.,red roping being climbed on by little girl,0
An older man has caught a small fish.,The fish is a guppy,1
"There are two men on a ladder one is at the top handing down to the other guy the number ""O"" as this what they do for a living.","Two brothers are on a ladder and one hands a giant letter ""O"" to the other.",1
Smoke is coming from a jet in the sky.,The jet sits on the ramp.,2
Someone in a helmet doing a jump on a bike over a large mound of dirt.,A person is riding a bike.,0
"two men in white helmets, standing outside a building.",A mana and a lady sitting in a car outside a building.,2
"Two men, one wearing a gray shirt, the other wearing a black shirt appear in a store while another accesses an upper shirt with a woman in a green hat in the foreground.",The woman is leaving the store.,2
A young boy watching and admiring puppets in a puppet shop at the downtown convention center.,the boy paid to get in,1
A small child sucks his thumb while sleeping with a pink blanket on a multicolored seat.,The child sucked his thumb.,0
A man in an orange shirt ponders over his beverage.,A man is sleeping next to a vending machine,2
A man has his carry-on and is looking at a list of flights at the airport.,The airport is very crowded.,1
A small car drives on two wheels on a village street.,A large truck races down a village street,2
A woman on a motorcycle is wearing heels.,A woman in white is playing tennis.,2
Lots of people in a forest with a man standing on a log with white shirt.,people gather in forest,0
"An older man with a tan vest and backpack is standing in front of a butcher's display case, ordering something from a younger man in a ball cap standing behind the counter.",The older man orders a slice of meat from the butcher.,0
Several climbers in a row are climbing the rock while the man in red watches and holds the line.,A lot of people were on the rock,0
Two men playing hockey on the ice.,Two men are playing baseball.,2
Glossy red apples lay stacked in a metal bowl.,Fresh apples are sitting in a bowl together.,0
A young girl is playing in a fountain of water.,A girl plays,1
A man and woman stand at a balcony looking at each other.,A man and a woman are gazing at each other on the balcony,0
"A man in black oxfords, jeans and a layered green over black shirt, jumps in front of a run down industrial building.",The man wished he dressed more warmly.,1
Black dog jumping bar in obstacle course,A horse jumping over a fence.,2
Three men in white shirts dance and sing on a stage as a group of women watch from the sidelines.,The men are sitting on a couch,2
An older man in a purple shirt sitting on a bench with his foot on a pole.,The man is very young.,2
Two onlookers stand by as a man lines up his pool shot on a bright green pool table in a room with red walls.,A man is playing pool while others watch.,0
Children playing lacrosse on a small field.,The field is grassy.,1
A man is holding a lemon with one hand and a cup of water in the other hand.,a man prepares to add lemon to his water,1
"Two people, one in gray and one in white, sitting on a bench by a walking path looking over a field at a forest during autumn.",Two people sitting outside.,1
A boy is riding a red sledge down a snowy hill.,A boy is skiing down a snowy hill.,2
a young man playing in a wave at the beach,a kid is on vacation and playing in the ocean,1
A man wearing camouflage is down on all fours.,The man is flying a plane.,2
A man in a blue shirt and khakis is playing a guitar.,The man is holding a guitar.,0
An older male runner going through a grassy field with competitor number 39.,The man is wearing a suit and drinking coffee.,2
A woman is laughing as two small boys play around her and a small girl climbs up her back.,Two men are inside.,2
A man with a green shirt on is working.,A man with a jacket is sleeping.,2
A male tap dancer wearing black suspenders and a dress shirt is in front of a musical trio on a stage with one leg raised as he is in the middle of a dance move.,The people are deep sea diving,2
People in the street celebrating something.,The people are celebrating a holiday.,1
"One black female and one white female plus three white males, all wearing forms of black, in front of a concrete stair structure with other people sitting on the stairs.",Having a meeting,1
A large black bird is gliding over the water.,An animal is gliding.,0
Woman on blue bicycle wearing helmet,There is woman swimming.,2
Onlookers are praying that the cowboy does not fall off the bull in the rodeo.,The people are watching a football game.,2
A couple cuts a wedding cake.,A bride and groom are throwing cake at each other's faces.,2
A young man with a v-neck considers a water jug while standing next to a black motorcycle.,A man stands by a black motorcycle.,0
"Two women in pink, exotic clothing hold their phones and look towards the camera.",Two women wearing pink look at their phones.,0
A man with all his equipment rock climbing.,A man is has equipment to go surfing.,2
"A man and woman standing against a marble building, holding a conversation at night.",A guy and girl are sitting and talking over lunch,2
A pitcher throwing a ball at a baseball game,A pitcher is throwing a curve ball.,1
Three people standing in line at a store.,Three old women are knitting.,2
A little boy is playfully jumping off the side of a fountain.,The boy is getting wet.,1
A man holds a chubby baby with pink cheeks and blue shirt.,The man is sitting next to the baby.,2
A smiling woman is laying in shallow water.,The woman is completely dry,2
A man in a brown cloak looks at baked goods.,A man in a brown cloak looks at food for lunch.,1
a main shorts digs in the snow on a sunny afternoon.,the man is digging out his driveway.,1
A man is working on a laptop computer in an open air cafe.,A man sitting at a cafe.,0
Soccer players playing soccer in a stadium full of people.,A big crowd has gathered to watch an MLS game.,1
A large group of sports players in green and white uniforms line up behind a couple trophies.,Sports players line up behind trophies.,0
Two ladies eating out of a truck.,Two woman eating.,0
Woman in a gold jacket walking on a New York subway platform.,A woman walks.,0
A bald man with tattoos on his head a face stands with a man in tan with backs turned to the camera.,there are two men,1
A dog sits back on his hind legs and another dog stoops down.,The two dogs seem to get along well.,1
Two joggers on a tree lined path.,People are running,0
A mother holding her sleeping baby is looking outside through the glass patio doors.,A mother looks outside.,0
A girl jumps in the grass.,The grass absorbs a child leaping vertically.,0
A snowboard jumps over an upturned garbage can.,a snowboard is in a park,1
A person in a heavy coat shoveling snow.,A person is in a tree.,2
Bill Cunningham on the streets of NYC.,Bill Cunningham is at a Lakers game.,2
Man in black with a feathered hat sits atop a horse.,A man drives his truck in the city.,2
"A man is standing on a tractor, which is sitting on water, talking to two men who are pointing.",Three men are playing poker on the porch.,2
"Two Asian men and two Asian women, in various styles of dress, are waiting by a bus stop.",A bunch of white guys are walking in a field.,2
"Two blond girls standing by a building marked ""S"".",The two girls were waiting for their ride.,1
"A man in a gray business suit, carrying a large book and a briefcase, ascends a marble staircase.",A business man goes up a briefcase.,0
Two people working on a sculpture in an art studio.,There are two people in the studio.,0
A group of five waling down a street in suburbia.,the group goes down a street,0
Three children look through a telescope in the forest.,Children are looking at the stars.,1
Some very talented skateboarders having a great ride.,The skateboarders rest at the top of the half pipe.,2
A group of Asians and one Anglo stand outside bundled in winter clothing.,A group of french men are making bread.,2
two dogs play in the grass.,One dog eats a bowl of food.,2
Two women walking wearing all blue in a field.,Two women shopping for blue shoes.,2
Three men by a car fishing in the ocean.,There are men outside.,0
A girl in boots is active in the grass.,A boy takes off his boots outside.,2
Man with star tattoo wearing black t-shirt and shorts admiring art displayed outside.,The man is bald.,1
A little girl in pink stands at the top of stairs in front of building.,The girl waits at the top of the steps.,0
A man in a red shirt is jumping from a large rock formation.,A rock climber is running away from a rock slide,1
"A woman walks down a street, texting on her phone or checking for messages.",a man is singing,2
The red lines are slanted.,The black lines are squiggly.,2
The man is playing a stringed instrument on the ground.,The man is playing a guitar.,1
A person wearing gloves drilling a hole into the side of a bottle.,Person drilling hole into ketchup container,1
A couple of people are shopping from a large outdoor stand that has a variety of vegetables on it.,People are shopping outdoors.,0
Asian tourists stop in front of a large tree admiring it's roots.,Tourists stare at a tree.,0
A brown dog jumping over a pole.,A brown dog is jumping,0
Woman with pink polka dot backpack holding a child.,Man with pink polka dot backpack holding a child.,2
A woman sits at a desktop computer as a woman standing next to her points out something on the screen.,The two women are walking on the hiking trail.,2
Two people stand next to a goat.,Two goats are standing next to a person.,2
A man in a black shirt and jeans walks along side a brick building.,The man is on the phone.,1
A man and a woman opening a KitchenAid mixer.,A couple are excited about their new mixer.,1
A person skis through a forest of tall trees.,There is a person sking through a forest of tall pine trees.,1
A group of men gather and play instruments.,A group of women are playing Halo.,2
A man in a khaki shirt riding on a bicycle.,Tom was riding his bike.,0
A woman and two children stand before many structures covered in plastic.,A woman and two children don't stand,2
He want to catch the bus and go to his place.,students going to school by walk.,2
A martial artist is practicing with a sword against a stick of bamboo.,Landscapers chop down the invasive bamboo in the field.,2
A person rides a motorbike in a motorcrossing event.,A person is on a blue motorbike at an event,1
Kids coloring for fun at school.,Kids playing in the sand together at the beach.,2
A group of dogs runs down a path through dry grass and bushes., A few dogs run down a path through dry grass and bushes.,1
A man reading a newspaper on a wooden outdoor bench.,A man is sitting outside reading,0
"Man reading a paper and sitting in front of a sign that says ""Help Fight Homophobia"".",A man is reading at a cafe.,1
A little girl examines a dog laying on a beach.,The dog is running through a field.,2
The man is holding a SLOW sign.,The man is holding a traffic sign at an intersection near a school.,1
One black and white dog sleeps while the other two black and white dogs play with a plastic bag.,The dogs are all male.,1
A boy licks an older male's face that's covered in a blue and yellow creamy substance.,The boy is licking a woman's face,2
Two nurses laughing over a container.,Nurses laughing and conversing about a patient.,1
"A group of six adult hikers gather on a dirt road in front of a few trees in the afternoon while their leader stands in the foreground in a green jacket, pointing at something just ahead.",There are seven people outside.,0
A seated woman in a white shirt is taking a photo.,A woman is taking a picture of a funny cat.,1
A performer wearing a dark red and black patterned jacket is performing on a kazoo while someone plays the keyboard in the dark and misty background.,The people are playing music.,0
"An elderly oriental looking woman, in a black jacket with flower print, is holding up a smiling baby in a brown hooded outfit with flower print.",The woman is holding up her grandchild.,1
two old guys are sitting on a park bench,Two old guys sitting.,0
A man in a green jumpsuit rides an orange dirt bike around.,A girl is playing board games.,2
A brown dog is running on the grass in front of some trees.,A brown dog is playing in the grass in the early morning light.,1
A man wearing a black shirt and baseball cap smiling.,A girl is frowning.,2
Native Americans are dressed up in native clothing and are participating in an activity together.,The Native Americans wear everyday American dress.,2
A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water.,A shirtless man is swimming.,1
A parade of men in military uniform parading with bayoneted rifles in front of a gathered crowd.,Some people are carrying rifles.,0
"Male athlete in midair, wearing white shorts and high top shoes.",male athlete wearing whute shorts jumps in air,0
A man in a baseball cap cleans out a blue colored pit outside where colorful Christmas lights hang above him.,A man cleans out his grandfathers pit in the back yard.,1
A person sits with their back to a column while another person sits on nearby steps leading down.,The person is exhausted.,1
A girl facing a wall with an odd art sculpture coming out of the ground.,A girl sitting on a bench.,1
A man is by a shopping cart with people walking on the street.,A man is outdoors near other people.,0
a guy laying in a field who seems very happy,A man is mowing the lawn.,2
A woman and little boy are smiling and the child is tasting something on a long wooden spoon.,A lady and a young human are making joyous expressions as the young male puts something in his mouth.,0
A male with a hat and glasses is standing around.,The teacher is wearing a hat while teaching his class.,1
Two young children are eating ice cream on a park bench.,Two kids are eating ice cream.,0
two kids sitting at a table eating.,two kids stand bored outside,2
"A group of men out in a public park at a chess table, engaged in a game.",A group of men is in a park.,0
A man is playing a guitar next to another man who is sitting behind a green cart wearing a mask.,a woman is playing banjo.,2
"An elderly woman is sitting at a restaurant table beneath a sign on the wall reading ""Oh boy mom's pancakes!""",A widow comes to this brunch every Sunday just for her favorite pancakes.,1
Six children in lacrosse uniforms and helmets run on a field.,The children are playing a game against another team.,1
Boy in red and blue flowered trunks jumps into pool holding green ball.,Boy in a dress jumps into the mud.,2
A female athlete gets ready to run.,An athlete is eager to run.,1
One man places his hand on the back of a black-haired man wearing yellow earmuffs and a red windbreaker.,There are people on a tarmac.,1
A gymnast is being judged at en event.,A gymnast is being judged at en event and she looks confident.,1
Camels are being led by a man in the desert.,Camels are being led by their owner in the desert.,1
A black and brown dog is running through the woods.,The dog is running around town.,1
Boy doing kart wheel on asphalt.,The boy can flip.,0
"Blond embracing young man in pink costume, at event",A blond woman hugging a man dressed in a pink costume.,1
A little girl playing on the beach building a sand castle.,A little girl is helping to build a sand castle for a competition.,1
"A man wearing overalls, an orange hat and a yellow shirt is lying on the pavement taking photos with a camera.",A man is laying on a grassy field with his camera phone.,2
A group of people is standing on a pier in front of a large green boat.,They are ready to sail.,1
A boy is attempting to climb an iron fence.,A boy is exerting himself physically.,0
Two young men dressed in summer clothing of shorts and tank tops stand in front of a matching pair of pseudo rickshaws for transportation as men cycle in the background.,Two young men are preparing to work,1
Several people walking down a flight of stone stairs during the day.,There are people walking down the stairs to see a movie during the day.,1
A person is riding a bicycle on a trail through some trees.,A tall being on a bike.,1
A man is seen from behind hitting a golf ball in the direction of the green on a golf course.,a man is hitting the golf ball toeards the ocean,2
A man stands outside a blue building holding a white helmet.,A man is laying in a hammock that is strung between trees in his backyard.,2
The surfer rides a wave on a blue surfboard.,the surfer caught a huge wave while surfing,0
A cameraman recording yet another man while he makes a speech.,A man is recording someone making a speech.,0
A scared kid is riding a horse.,A frightened child is riding an animal.,0
A young child jumps in a bungee seat in front of a blue sky and tree.,A young child jumps in a bungee seat in front of a tree under a blue sky.,0
Young man in driveway holding small package.,The young man opened the package.,2
A kid comes up from the water.,He is having fun.,1
A white dog runs along the beach's shore.,A dog is running,0
A little boy is helping his grandmother mix up some food.,grandmother is making some food for her grandson,0
A woman whistling while she is vacuuming.,the woman is asleep,2
A man does work on a stone part of a building.,A construction worker is working on a building.,1
One man wearing camouflage pants and green t-shirt stands with one foot on a square while another man wearing the same type of clothing reaches out with a baseball glove on his left hand.,The man with the baseball glove throws right handed.,0
A skateboarder doing a jump near some apartment buildings.,Someone is on the skateboard.,0
A young girl is jumping rope while onlookers watch.,A girl is skipping,2
A man is reading off a sheet of paper to a crowd while another man in white stands beside him.,At least two men are in the photo.,0
"A downhill skier with a backpack, on a background of mountains and wispy clouds.",The skier is a professional going on a rescue mission.,1
a man and a woman playing a violin,A man and a woman are playing a violin.,0
A man and two children standing on a deck and looking out.,The people are outside looking afar,1
An older man wearing a white shirt with a black tie and a black cap is standing on the street.,An older male is jogging along the beach coastline.,2
A man with a white shirt is sitting at a table in a room with other people and posters along the blue wall.,A man is playing poker.,1
"Two climbers attempting to climb a steep, snow-covered peak, nearing the top, where two other climbers await them.",Four men are on a very cold mountain,0
A person with a red hat is walking down the street.,A person wearing a red cap is walking quickly down the boulevard.,1
"A young man stands on a sidewalk between a newspaper dispenser and a trashcan, with a bus in the background.",A man is standing outdoors.,0
A man and woman wearing black sunglasses walking in the city.,Two human beings walk down the road.,0
A man plays guitar for a girl in the hospital.,A tall person playing guitar.,1
A man with long hair plays a copper-rimmed drum set in front of a Warped Tour 2012 banner.,A man with long hair plays a copper-rimmed drum.,0
An individual in blue pants is standing on a step ladder while two others look in the same direction as the man on the ladder.,Boy on step ladder,2
A lovely couple is dancing behind a stage.,A man and a woman are dancing to rock music.,1
A woman wearing a purple sweater pedals a bicycle down the street with a basket on th front.,She is headed to the store.,1
A man pulls his food stand across the street.,A man is moving is hot dog stand to the other side of the road for better business.,1
four people's silhouette carrying an object up a hill.,There are silhouettes of men.,1
Woman in white smock standing in a large garage by a car.,a couple was there,0
Three belly dancers posing.,Some dancers dacing to attract peoples,1
woman kneeling in leaves towards a baby sitting in the leaves with a little boy in the background holding a bunch of leaves.,The woman leaves towards the baby.,0
A lab worker in protective gear examining something with a small light.,A lab worker is examining something.,0
People of Latin descent having a party.,people are having a party,0
People in coats walk underneath a lighted art piece that is attached to a building.,There are people walking outside.,0
A young girl poses for a snap shot while standing on large rocks at the side of a pond in a park.,The girl knows there is a camera.,1
"a motorcyclist wearing an orange and white uniform jumping off of his motorcycle after losing control, with two other motorcyclists racing up from behind.",A man has trouble with his motorcycle during a race.,1
An older man with silver hair holding a small white poster which asks an important question.,The man has silver hair.,0
A person playing the accordion on a bridge.,There is a person making music outdoors,0
Several people are standing under a tarp; two ladies are facing each other and one has a backpack on with her hands in her jeans pockets while the other one has a cigarette in her hand.,There are many people standing on a tarp.,0
Three boys busting bricks into very small pieces.,Three people work for a paycheck.,1
Man in black walking a lot of dogs.,The dogs are excited to go to the beach,1
A woman with a cane is kept warm with a scarf and hat as she stands outside with a small piece of paper.,The woman is waiting on her ride.,1
A white man working a spotlight with no shirt on.,the man is keeping someone lit,1
A person being blindfolded by a girl and a boy.,A child throws a ball.,2
"A very young adorable baby who has a long-sleeve shirt on that says i am the boss, is crying and upset.",The young baby is in a stroller.,1
The boat has two large masts.,The ostrich has it's head in the ground,2
A man in a checkered blue shirt is sleeping in a recliner chair with car keys in his lap.,The man fell asleep watching TV.,1
Golfer in magenta shirt is at the top of his back swing.,A golfer is stuck in the sand and can't get out.,2
A woman carries a child in her arm and holds another child's hand as they walk outside next to a building.,The mother is taking her children to the store.,1
A little redheaded girl sits in front as the tiny trail full of people approaches the tiny water tower.,The girl has blonde hair.,2
A child is given a bath by the sink.,The child is wet.,0
A person is in the air on a contraption that resembles a bicycle.,A man in a floating machine.,0
Two women walking down a long hallway.,Two women are walking to church.,1
Four men sit on a church's steps.,A group of women wait on the store steps.,2
A man works on weaving a cloth good for sale at the market.,A man weaving a multicolored piece of cloth.,1
A boy with an orange shirt and blue jeans gets a ride on a man's shoulders.,A girl is riding on a man's shoulders.,2
Two boys and two girls jump as they have their photo taken.,Four kids jump as they have their photo taken,0
A man in jeans and a black t-shirt standing precariously at the top of a ladder and reaching up to paint the walls.,there is a ladder being used,0
A man is shaving in a mirror.,A guy is in front of a mirror.,0
A man with black skin and short hair wears a necklace and gray shirt.,The man is going on a date.,1
Asian Girl in red hoodie sitting at table eating with friends.,Some friends are sitting on the beach.,2
A firefighter is standing in his uniform holding a hose.,A firefighter shoots water out of a hose.,1
"Two men, one in a gray shirt and one in a black shirt and orange shorts wearing glasses are reading a piece of paper.",They are running a marathon.,2
A few people are relaxing while they listen to an outside performance.,The people are stressed listening to the indoor symphany.,2
Food is laid out across a table ready to be eaten.,Food is no longer on the table after the people have eaten it all.,2
A man and a woman with headbands are talking to kids with their hands raised.,There are two mothers talking to kids.,2
"A man, in red and black striped clothing, is sitting on a diving board, with a yellow hat on.",A man has bright red and black striped clothing.,1
A group of young African American kids sitting on a white wall in front of a white building.,The kids are waiting on the school bus.,1
a lone bicyclist jumping over a hill.,Two people walking on a bike path.,2
The man wearing a colorful outfit is holding something in both hands and smiling for the camera.,The man is a clown in a picture.,1
"War protesters on curb, with pink umbrellas spelling out IMPEACH.",People were on a curb writing a word.,1
A little girl in pink dances with her hands on her hips.,A little girl rolls on the floor.,2
Two people climb through a web of metal trellis wearing shorts and tennis shoes.,People are climbing on top of metal trellis.,2
A man is sitting in the passenger seat of a red three-wheeled rickshaw.,A man about to go on a ride through a city.,1
7 Army men in black running outfit are ahead in the track race against 7 runners in blue running outfit and running by army men doing push up and the army leaders watching.,Army and Air Force track stars compete.,1
Man in orange snowsuit and goggles skiing down a hill.,The man went skiiing down the hill even though he was nervous.,1
A man wearing protective gear riding a dirt bike up a rocky hill.,A man walks up a rocky hill.,2
A tan dog is playing with a red dog in snow.,the seven kittens swam through the bog,2
A man drives a large truck.,A man is making a delivery in a truck.,1
A woman wearing pink pants is sitting on a chair and playing the bass guitar.,A musician jams on her bass.,0
"Several children in outfits are in a dark room, and two of them are holding onto ropes in the air.","Many children are in a darkroom, two are handing ropes.",0
These two workers are working in the green field.,The workers get the football field ready for the game.,1
People sit on the edge of the water of a canal in a European city.,People enjoy the weather together.,1
A black and a blond dog are either playing or fighting with each other.,Two cats are fighting each other.,2
A small child stands in front of short white table.,A child is looking at their meal.,1
Four people sitting in branches on a tree.,Four friends are sitting in branches on a tree.,1
"A man with a mustache and glasses in a red jacket stands in an open doorway at the bottom of some stairs, holding his keys.","Bill was at the bottom of the stairs, with keys in his hands trying to open the door.",0
"Two little kids dressed up as pirate, and both have swords.",The kids are dressed in costume.,0
Two men dressed in middle eastern attire pose for a camera.,Middle Eastern men cross their arms and stand in front of a camera.,1
A black and white dog shakes water off itself.,A wet dog shakes itself off after coming in from the rain.,1
Tourists walking across a crosswalk.,A man watches tv,2
A man in a white shirt hugs a girl with blond-hair on the subway.,A man and a woman are standing at the back of subway car,1
A young boy with a red backpack and blue shirt is overlooking the scenery of a historic landmark.,A schoolboy admires the Lincoln Memorial,1
A man in a plaid jacket is cutting fabric with several colorful strands of fabric behind him.,A man is cutting fabric.,0
"Two young girls wrapped in tinsel, posing for a holiday photo.",The girls are posing for a Christmas photo.,1
A group of mountain climbers treks in snowy terrain.,A group of climbers treks in snowy terrain.,0
a man climbs a mountain.,A man prepares to reach the top of a snowy mountain peak.,1
A little boy in a red shirt holding a superman produce and staring at an older man.,The older man is staring back at the little boy.,1
A woman leaning her head on the shoulder of another woman.,The women were fighting and screaming at each other.,2
A man in a purple beret who is chewing gum is standing near water and trees.,A man is dancing under the sun.,2
A tan dog swims through very dark water.,A dog swimming.,0
A woman singing into a microphone.,woman singing,0
A little boy is playing with a yellow car on the sidewalk.,The boy is sitting in his house.,2
Four women participate in synchronized swimming at dark.,The four women are synchronized swimming in an outside pool,1
Two young blond children are inspecting the lobster tank in a store.,Two young children are inspecting the lobster tank in a store.,0
The girl in brown pants and black sweater writing something down on paper in front of the counter while the other person in the black and white sweater is looking away.,A person is writing a note to her friend.,1
A young woman with purple dreads hula-hoops while wearing furry purple leg-warmers and hot blue Nikes.,"A woman is wearing nikes and warmers, doing hulahoops.",0
