premise,hypothesis,label
4 people looking at something overhead.,A group is looking in the same direction.,0
A woman and a man are standing in front of bushes wearing sunglasses.,People standing outside in shades.,0
A young woman riding a bike wearing a white bikini.,A young woman rides a bike wearing a white bikini.,0
The beautiful oriental building is being occupied.,A dilapidated building is being condemned,2
Boy in red shirt getting ready to hit the pinata.,The boy has a shirt on,0
A guy is jumping and grabbing his foot with a house in the background.,The guy in front of the house is jumping and grabbing his foot.,0
A couple kissing in front of a sculpture of a heart.,A couple is kissing.,0
People sitting at conference table laden with snacks.,A snack company holds a conference on sales.,1
Twin girls in orange shirts and green pants are jumping.,The twins are in the classroom learning.,2
A young person snowboarding at night.,The person is snowboarding fast,1
Helicopter lands in field with lake in background.,A plane is landing,2
"A man in a green shirt, brown pants and glasses sits in a recliner, talking with others in the room while looking at the photographer.",The man is sleeping on the ground.,2
A man in a jacket depicting the Canadian maple leaf watches a concert.,There is a man buying a jacket,2
A woman looking at items in a store.,a man is outside in a field,2
A man is dumping out some trash.,"The man is a clown that is in full make-up and costume, preparing to entertain a birthday party.",2
Men playing football.,Men are playing with a ball.,0
A man wearing a short-sleeve shirt is crouched behind a yellow sunflower.,man crouching down in garden,1
A woman in a purple top is standing in a room with a red wall.,A lady in a room.,0
"A Golden Retriever, wearing a Tanuki styled hat, while laying on a couch, looks onward in the distance to the left of the photographer.",The dog isn't wearing a hat,2
Crowd sitting in a tent after a meal.,The people are camping.,1
Some men are attending a meeting.,The men are drinking coffee.,1
Young boy with glasses playing in the sprinkler.,young boy like to wear glass,1
"Orange construction trucks travel down a littered four-lane street in the middles of a concrete, urban downtown.",Some trucks are on their way to work.,1
A boy wearing a uniform is sitting at a table with some women.,a girl sitting in the sand,2
Two adults and a little boy sit on a homey exterior porch in front of an exotic flora and fauna nature scene.,A kid and some adults are getting ready to board the plane.,2
And eerie photo depicting a female from behind as she walks through what looks like a narrow and poorly lit concrete tunnel with a rounded ceiling.,The lighting is great.,2
A man performing a bicycle trick inside in midair.,The man is riding on a horse on stage.,2
"Five children playing on the beach as waves are rolling in, getting their feet wet.",The kids are outdoors and close enough to the water to get wet.,0
Man in khaki pants does elaborate kick in desert,The man is wearing jeans.,2
A barefoot redheaded girl jumping over a rail.,A rail is nearby.,1
People walking and a lady looking at her cellphone while walking in a big city shopping.,People walking and a woman walks and looks on her cellphone.,0
A lady with a burlap bag on her head leads two donkeys.,A woman with a bag on her head leads donkeys.,0
Man in a white button-up shirt addressing a group of people.,A professor taking class to the students,2
A man in jeans and checkered shirt sits at a restaurant table.,The man is naked.,2
"A young woman getting on a bike, holding some grocery bags.",A woman bikes home from the grocery store.,1
A black and white dog swimming in clear water.,A dog swims to shore.,1
A boy performs a high-flying trick with his bicycle on a prepared course.,A boy is riding his bike.,0
A man pulling his movable fast food.,The guy is sitting at a fancy eatery.,2
A woman appears to be dancing in a bikini top with a matching flowered skirt and a straw hat on her head.,"The woman wears a bikini, flowered skirt, and a straw hat.",0
Two males are playing musical instruments in front of people.,Two males are performing.,0
A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.,The girl is a gymnast.,1
3 guys setting up chairs from a container,Guys are setting up chairs.,0
"A man in an orange shirt is gathering clay, in a clay pit.",A man in a clay pit wears orange clothing.,0
a young boy in a blue sweater is watering a plant.,A young boy stood near plant.,0
A brunette man is welding a stair rail.,The man is taking a nap.,2
"At some sort of large gathering, a group of men who appear to be chefs stand in a circle sharing some kind of food.",There is a lot of food.,1
A young girl is playing baseball and is striking out.,a young girl holds a bat,0
A boy with a pencil behind his ear writes on a chalkboard.,a girl killing a cat,2
"An old bald man is sitting in a folding chair in front of a sign on the side of the road, in front of a brick building with a window that has the sign ""BATIMENT INHABITABLE.""",An old man is staging a sit-in protest in front of a building.,1
Two women and one man make bunny ears on a man wearing a red plaid shirt.,Women and a man make bunny ears.,0
Two girls are at the table by the candlelight.,Two boy throwing food.,2
A man in a red outfit jumps his motocross bike down the hill.,a man is jumping into his pool,2
A woman lies on the floor next to a baby.,The woman is at ease.,0
A train conductor looking out the window of a black train while the worker looks at the gauges.,The conductor is looking at a manual.,2
"A man is teaching a class of young children to balance a ball that is red, green, blue and yellow on top of their heads.",A man is teaching a painting class.,2
Two professional motorbike riders negotiating a tight right corner.,Two people on motorbikes.,0
"Two blond boys, one in a camouflage shirt and the other in blue, are having a water fight.","Two blond boys, one in a green camouflage shirt and the other in blue, are having a balloon water fight.",1
A man and woman drink beer at a bar.,A couple are enjoying themselves at a bar,0
Four men standing in shallow water working on a small boat.,Men are getting ready to go boating.,1
"Nine people are dressed like mimes, with white makeup on their faces, four are playing musical instruments.",A few mimes take a class in musical appreciation after killing their instructor without a sound.,2
Three dogs of various sizes.,Some dogs are lined up by size.,1
A man in a white apron is grilling on a grill outside.,The chicken was flying for the first time in her life.,2
A man with long hair and sandals walking down a foot path.,He is on a hike,1
A brightly colored orange and yellow wall is being worked on by a man.,A wall is being worked on by someone.,0
Two people are reading while sitting outdoors.,Two people are reading while sitting outdoors preparing for their exam later that day.,1
A man and woman pose on a couch.,A man and woman pose on their couch.,1
A crowd of people are in the streets and some have torches.,A woman is building a bird house.,2
Two people working in a resaurant.,A cook and a waitress are working.,0
Boy reaches above head for blue pole.,A boy is digging for a pole.,2
A female couple lean on each other in the outdoors after a good swim.,They are driving in a car.,2
Two very young boys and an adult are playing with big preschool Legos and a red dish-shaped play cushion that's filled with balls on a white carpet in front of a gray couch.,Two children and an adult are playing with toys inside.,0
A boy wearing a hat and shorts is sleeping on a bench.,Someone is wearing a hat and shorts.,0
A woman in pink and wearing a fanny pack standing in front of an art piece at a local park.,A woman is wearing pink and a fanny pack.,0
Two women are sucking on lollipops in a room.,Women coming form the Dr.,1
A man wearing a white coat is talking on the telephone.,A man is using a phone.,0
A woman playing hopscotch with a set of concrete inside the grass.,A woman plays a game outdoors.,0
A flock of seagulls is taking off from the beach.,Birds are flying at a beach.,0
"Male skier launching off the top of a snow covered roof, one story up.",A skier skis off of a roof.,0
A man in running outfit is running through a field.,There is a man running,0
Two teens jumping and making weird poses.,one kid taking pictures of trees,2
"An elderly woman is buying toilet paper, milk, and other groceries in a store.",A widow does her weekly shopping at a supermarket.,1
A man parasurfs in the ocean,A man is parasurfing in the Atlantic Ocean.,1
"A quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not, stroll down a boulevard.",The young group of people are sightseeing.,1
Workers are wearing their hard hats while on a ledge.,Workers are fixing a ledge.,1
A man is dragging bags full of cans.,A man is carrying bags full of cans.,0
Five smiling young ladies at a party.,Five friends enjoy themselves at a party.,1
a brown dog plays with the hose.,The dog is getting a bath.,1
Three quarterback for the jets are warming up before a game.,Football players are warming up.,0
"Two workers, in a crane, are repairing a building structure high off the ground.",Two workers repair a building.,0
A younger man and an older man are shaking hands on a tennis court.,Two men are shaking hands after playing a game of tennis.,1
A blurry picture of a woman riding a bike.,Children playing at the beach.,2
A man is walking past a building where another man is sitting.,the man is walking,0
A man riding a cart pulled by a donkey.,A donkey is pulling a cart.,0
person playing tennis at tennis court readying to swing,The ball is in the air.,1
A man near a playground holding three sticks on fire.,A woman is holding four flaming torches.,2
A young man and girl at a playground standing on a rope between two wooden poles.,the man and the woman are practicing for their circus performance,1
A man is falling out of his kayak as his paddles go flying.,A man falling out of a boat grabs a log.,1
Man wearing an purple shirt working in a biology lab.,The man is doing an experiment about cells.,1
A very excited man and woman look like something has gone their way and they are celebrating.,A couple just received news they got their new home.,1
A middle-aged man wearing black is reclined and scowling on a lounge.,A man dressed in black with a sour face.,0
A girl with a backpack and a boy on a bike are standing at a crosswalk.,Two students on their way home from school.,1
A person is riding a bucking animal in front of a crowd.,A person is lifting a animal in front of a crowd.,2
A group of two women and two men dancing in the streets.,The people are in a dancing competition.,1
The helmeted boy is doing a stunt on a skateboard.,A boy is participating in a skateboarding competition at the park.,1
"Five children playing on the beach as waves are rolling in, getting their feet wet.",The children giggle as the waves roll in.,1
A man wearing a hat is fishing off of a dock.,A man is standing on the dock.,0
An elementary school age boy with a bowl haircut playing with pokemon cards while wearing red penguin footie pajamas.,A school boy playing a card game featuring monsters.,0
One man and woman looking overs paper and two men looking through ledger.,The man is wearing a brown sombrero.,1
A young shirtless boy is laying on a couch with his eyes closed and his hand on his chest.,A boy jumps on a couch.,2
Man does a skateboard trick on green barrel.,A man is hanging out with his friends skateboarding.,1
Two persons repairing their bicycle.,There is a man and a boy repairing a bicycle.,1
"A man in blue jeans walks by a brick wall and a gate painted with the sign ""KEEP CLEAR 24 HOURS"".",A man is outside a wall and gate with writing on it.,0
Asian child wearing t-shirt and jeans in a rainy street with parked cars behind.,Child wearing khaki shorts.,2
Two boats are being maneuvered down a quiet river.,The boats are sitting beside the river.,2
A man in khaki's is building a structure from rocks.,A man builds with stones.,0
These men are looking at each others hands.,These men are working on a car.,2
A man in a striped shirt makes a blue balloon animal.,The man knows how to make balloon animals.,0
A black woman sits on a bench with her child while holding a phone.,a woman sitting on bench,0
A group of men on a boat that is tipped wearing helmets.,Guys are jumping up and down.,2
The lady is walking to class in the snow.,There is a women walking,0
A woman in a hat and sunglasses looks at some produce in an outdoor market.,A lady in is looking at fruits and vegetables in a market.,0
five girls dressed alike,There are five girls at a wedding,1
A jet plane is in front of a cathedral.,A bike in front of a catherdral.,2
A man in a black coat walks past a red spaceship with a parking ticket stuck to its window.,There is a parking ticket on a spaceship's window.,0
A strange piece of art with lights.,A large piece of artwork with red lights.,1
A woman with an umbrella is jumping in a park.,A woman jumps for joy in the park.,1
Blond woman in a black floral t-shirt looking down while eating a hamburger.,The woman is eating lunch on her break,1
The small child in green crocks leans over to look inside a grate.,There is a 2 year old child in green crocks.,1
Two women walk on the street in front of two buses.,Two men walk on the street in front of two buses.,2
Black and white dog leaping for Frisbee.,The dogs are sleeping,2
Two men are boxing with a crowd watching them.,The crowd is cheering.,1
"Two older women, one in darker clothing and one in lighter clothing, gather up grain as they work on the field.",Two woman are gathering up grain,0
A sandy colored dog walking toward the camera with its leash attached and dragging below.,A loose and rabid dog is wildly running towards the camera.,2
People are skating in a outdoor rink around a huge Christmas tree.,Some ice skaters fall down.,1
A man is sleeping with a small dog.,a homeless man is sleeping with his dog,1
A person on a bike laying on a small dirt road with several other people in the background.,There is a person on a bike standing up.,2
People conversing at a party outside.,The people are talking.,0
A band with many members stands and performs on stage under colored lights.,The band is huge,1
Two women examine carrots at an outdoor market.,The women are getting ready to go bowling,2
A woman and girl dressed up in beautiful dresses walking down the sidewalk.,The women are going to church.,1
An african american man is jumping off a surfboard in a crashing wave in the ocean.,The man is surfing in a competition.,1
"A frowning woman with a green long-sleeved shirt is walking on a busy street, while an also frowning man sporting a mustache and a black jacket walks beside her with his hands in his pockets.",Two people are having coffee.,2
A street musician standing on stilts playing a tuba outside in front of a mural of people kissing.,A person plays an instrument.,0
A man and a woman run with other runners in a race.,There is a race with more than two people in it,0
One man in a black jacket and black hat is playing a trumpet.,One woman in a green jacket and blue hat is playing a trombone.,2
A worker in a blue shirt is standing in front of a business.,The man in the blue shirt is unemployed.,2
They swim laps across the pool.,The boy doesn't know how to swim.,2
A man sitting in a living room holding a round pillow and talking.,A man is inside.,0
A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.,A woman follows two brothers up a staircase.,1
The people on the street need to be wearing sunscreen.,It is hot out,0
In a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt.,A man wishes to discuss a new singing contract with the singer.,1
"A couple sitting at a reception table, the man is laughing as he motions back and the woman is laughing motioning forward.",The man and woman are frowning and not happy.,2
A man is getting a book autographed.,The gentleman proffered his book for an autograph,0
a skateboarder doing a trick on a ramp,A skateboarder rides his skateboard.,0
A group of people look on as a large bunch of swimmers plow through the water near the banks.,A bunch of people can't swim.,2
"In a public area, a young girl in a pink dress sits next to an older woman who works a primitive device to make brown thread.",A young girl is wearing a pink dress.,0
A small boys dumps water on a baby.,The boy is pouring baking soda on a baby.,2
A woman in a white robe is preparing a table for a meal.,A man in robes at a church.,2
A man and woman smile and pose in pajamas while holding video game controllers in front of a television.,Two people are playing video games.,0
A balding painter working on a piece on the street in the daytime.,"The man with a thick, large afro was painting on the street.",2
A man in a brown shirt and jeans leans against a pole in front of Chanel while a man in a cinema security shirt faces the other way near him.,Some men outside a store,0
A man holds the hair of a woman to show her matching tattoo.,The people have no tattoos.,2
Five children are sitting on a wooden stairway posing for a picture.,Five children are sitting talking to each other and laughing.,1
A dog on a beach dragging an item,A dog is dragging a piece of driftwood to its owner further down the beach.,1
two dogs play together.,Two animals are playing.,0
A bike rider wearing a red shirt and black shorts is attended to by city workers.,The bike rider is near people.,0
A little boy in shorts and t-shirt run in a field of grass towards some trees.,The boy is playing in the ocean.,2
Two window cleaners clean a tall building.,Window cleaners clean a building.,0
A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,A man is looking at his house.,1
A woman with white hair in a yellow shirt lies in the grass overlooking the ocean in which a lone sailboat is visible.,A woman watches a boat sailing on the ocean,1
A man is playing baseball.,The baseball player is a male,0
"A dog, nose to the ground, walks in a grassy field.",A dog is walking outside in a field.,0
"A group of men wearing white, blue, and black are marching outside with a giant cross.",dog on picnic table,2
A person climbs up a snowy hill while their dog follows.,A person is followed by a dog.,0
A line of people in red shirts are displaying numbered placards.,People in red shirts hold up numbered placards.,0
"A boy and a girl are seen, from below, inside a horizontally-suspended tire which attached by a three chains to a horizontal support.",They are on the playground.,1
The girl is taking a drink from a water fountain.,A person is quenching their thirst.,0
An old asian man wearing a blue shirt on a beach smiling.,The weather is nice near the beach.,1
A guy is juggling bowling pins on the sidewalk while three young boys watch.,He was a professional juggler.,1
Two men in Germany jumping over a rail at the same time without shirts.,The gentlemen were dressed in tshirts.,2
A group of seven friends are jumping near the bank of a brown river.,A group of friends start a forest fire.,2
A black dog with a ribbon on is standing in front of some other award ribbons.,A white cat has won best in show.,2
A man before a soccer match.,A man waiting to play soccer.,1
Male gymnast doing the stationary rings events at a competition.,A female swimmer is getting a cramp.,2
Several people work on a machine.,A machine is being worked on by several people,0
People walk across fields of ice holding poles.,People walk across fields,0
A factory worker uses an automated saw to slice through an object.,A factory worker uses an automated saw to slice through an object for the tenth time today.,1
A woman walks as she looks at her cellphone and others look on.,she is walking down the street looking at her cell phone,1
A little brown-haired boy wearing a red shirt and blue jeans is carrying a green truck.,There is a little boy in this picture.,0
There is a line of people dressed for cool weather waiting against a tall iron work fence.,the weather is hot,2
Men are sitting on steps and a young woman is walking by.,The guys lolled on the steps give wolf whistles to the shapely young lady as she sashays by.,1
A stage is being erected on a city street while passersby watch.,The city is going to have a concert.,1
A boy turns a handcrank in a courtyard.,The boy is walking away from the handcrank.,2
Three older Asian women are sitting on the ground.,The asian women are standing on the ground.,2
"A man wearing a microphone and a blue and yellow hat, has something green in his hand.",A woman with a blue dress and microphone.,1
Woman plays guitar to two children.,The children are decapitating the woman with her guitar strings.,2
A boy on a blue bicycle wearing a white helmet is performing bicycle tricks on a ramp.,a boy on a bike performs tricks,0
"A girl with a long, curly, red-hair and green eyes.",a pretty girl,1
"A race participant in a white jersey numbered 442 jogs beside a metal fence, behind which people dressed warmly are standing, while in the foreground is a person in a blue jogging jersey.",Man racing in marathon,1
An old man with a mustache is sitting down holding a gun and smiling.,The man is wearing a cowboy hat.,1
A lady wearing a green shirt stands on the window seal of a brick building as a young boy watches on.,Two people are near the brick building.,0
A man in a red uniform runs towards a soccer ball on a field.,The woman ran towards the football.,2
A boy on rollerblades jumps over a blue barrel.,A kid is doing a skating trick.,0
A woman helps a little girl scrawl something on a heavily-marked banner.,The sun is shining on the car.,2
A woman about to eat in a white room.,the child was happy`,1
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case, while another one overviews the telescope itself.",a man looks directly at the camera on a bus,2
Emergency personnel tend to a victim who needs help.,Medics attending to an injured person.,0
An adorable young child looking up into the light.,A child is enjoying the sunlight with his friends,1
A wide eyed guy in a blue jacket is holding a beer and standing next to a guy holding his nose.,The attractive man in the blue jacket is drinking a beer.,1
"Boy in bubble bath, yelling or singing into scrubbing brush.","A young child sings ""Rubber Duckie"" in the tub while dreaming of being a pop star.",1
A Woman is about to put a shoe on the bride.,a woman is wearing a shoe,0
Three children smile for a picture against a back-round of more smiling faces.,The three children are scowling.,2
A white dog jumps up to catch a soccer ball in landscaped grassy yard.,An empty yard.,2
A professor explaining a University level lecture.,A bank robber running.,2
A man in athletic wear inspects a black and red bicycle.,A man in blue is looking at a bike.,1
A steam roller goes by as one worker in orange raises his hand.,A man reads a book.,2
A woman wearing a long green skirt is hanging laundry up on the line.,A woman hangs towels and blankets on the clothes line.,1
A man and two little boys walk around the outside of what appears to be some kind of store.,man with boys walking,0
Old man with white hair and white t-shirt looking at a sculpture.,There is a piece of art near the man with white hair.,0
Runners jogging along in the city.,Runners sleeping after a jog.,2
One man sitting alone reading a paper in a factory room.,The man is reading a paper in a factory room.,0
A man wearing a purple shirt is playing a trumpet.,The man has an upcoming concert.,1
A man with long hair taking pictures with his camera.,Someone in the picture is holding an electronic device.,0
A young girl with paint on her hands and her face paints a picture.,A girl is drawing with chalk.,2
The young man looks into the fountain on a sunny day.,A young man looks into a fountain.,0
A man performing for a crowd.,An artist's performance.,0
A wedding that is being held in a beautiful wooden church.,A wedding is happening between two women.,1
A man walking across a bridge near a steak restaurant.,A man stands by a restaurant.,2
A bearded fisherman mends his net.,A man is fixing his fishing pole.,2
A woman is sitting on the ground next to a pile of beans or nuts.,A woman sits on the ground.,0
A little boy in a blue shirt is at the bowling alley throwing a red ball.,a child was there,0
A little dark-haired girl in a blue dress is playing with a pink Hula Hoop.,A girl is playing with pom poms.,2
"A man is standing on his head, in midair on a giant flag while many onlookers watch and hoist him up.",The man is sitting on a couch.,2
"A woman, child, and camel with supplies walking near a tree.",A woman and child are taking the camel to get water.,1
A group of young children walking in a line.,A group of young children walking,0
an old woman holds the hand of a jumping child.,The child is active.,1
A little boy in a purple jacket is buckled into his car seat.,Boy driving a car,2
A typical looking Harley Biker eating ice cream.,A man is eating,1
A blond girl is stepping on vertical logs in the sand.,the blond girl is sitting,2
A man wearing a black hat opens a newspaper.,A man is wearing a hat and reading the newspaper.,0
man surfing,The man is catching some waves on his surfboard.,0
"Three younger heavyset ladies, dressed nicely in warm weather clothing adjusting themselves while walking down a sidewalk with palm trees in the background and two younger men following several feet behind.",The men are romantically interested in the young women.,1
A family of six enjoying their time out being silly.,The family is of six,0
"A little girl wearing pink is blowing bubbles with her eyes closed, outdoors.",A child is playing outdoors.,1
A white racing dog wearing the number 8 is midstride running down a track.,A dog is winning a race.,1
Street vendor selling some type of beverage in a different country.,Street vendor selling lollipops at a carnival.,2
"All the people sitting on the subway are reading, except for one man who is checking his phone.",There is one man looking at his phone on the subway.,0
A woman in a mustard dress with a white purse is walking down the street in front of a brick building.,The woman is in a red dress,2
Four young girls reading a book in the back of a car with boxes of produce.,Four girls are reading a young adult fiction novel.,1
A woman holding a pitcher with blue hairnet and apron,The customer pays the cashier.,2
Two men in teal scrubs stand in front of a cafe with an open sign.,The two men holding an open sign are outside while it's raining.,1
A woman in a tan coat is sleeping on a man with glasses.,A couple is laying in a hammock.,1
A person climbing a boulder behind a tree.,A person is eating,2
A child in a green hat swings on monkey bars at a blue playground.,The child is playing with other children.,1
A woman in a restaurant pouring wine into a clear glass.,A woman pours expensive wine.,1
Cultural festival with flag being waved in front of singing crowd.,A crowd is singing.,0
"Person with blue jacket windsailing with blue, white and orange sail over snow and rock front.",A man is outside,1
"A man and a woman look at a street art installation, the man holds a cellphone and the woman holds up a photograph.",The couple is going to purchase some items.,1
A man and woman are looking at an exhibit entitled' Other People's Photographs'.,The exhibit is closed.,2
Six men sit together on the green grass.,A few men are kneeling together praying on the grass,1
Three dogs fighting on the shore of a lake.,chickens sunbathing at the beach,2
A woman in a black jacket and jeans is rollerblading in a rink.,A woman sitting still.,2
"Two women, one in a black and gold dress and one in a black and red outfit, dance with their backs turned and their left hands upraised.",women enjoy night out,1
A man in a blue shirt riding a motorcycle in Japan.,A man is riding a motorcycle in the rain.,1
A group of people on the beach looking at there green buckets.,"A group of teens are looking at buckets, deciding whether or not to steal them.",1
A crowd of people wearing helmets sit on motorcycles.,A group of people are using motorized transportation.,0
A black and white dog sliding down a slope on a beach.,A dog running downhill to the ocean.,1
A toddler girl puckering up for a kiss from the dog.,A young girl is puckering up to kiss her dog.,1
"A man with a large horn sitting in front of an Calvin Klein Steel, featuring a black man staring on.",A young woman sits alone in front of an advertisement,2
A couple is walking in a building.,A couple is walking together,0
A little girl wrapped in a dark blanket smiles broadly and stirs a spoon in a pan while she stands beside a crowded kitchen counter.,The girl is asleep on the couch.,2
A little boy is playing with a mascot from Jelly Belly.,A boy is playing with a stuffed penguin from Jelly Belly.,1
A girl in a sweater is blocking the suns rays.,A girl is outside,0
4 people stand outside a photography store,A man eats ice cream.,2
"Two men, one holding a red paddle and the other holding a yellow paddle, kayaking in the sea.",The men are in the sea.,0
"The boy in blue has the ball, and the boy in white is airborne.",The boys are friends,1
A man in a dark shiny suit plays the piano and sings on stage.,The male is dancing on the stage.,2
A man holding a sledgehammer and a cigarette in front of two other men.,the man was smoking,0
"the alleyway of an urban city, the citizens going about their day.",View of an alley.,0
Three kids stand around a red apparatus on two tires.,Three kids around the pool,2
Three girls sit with their feet splashing in the water.,Three girls are running in the water.,2
A toddler in a stroller is wearing an orange shirt.,The toddler is on his way to grandmas.,1
Three boys are searching for their books in a library.,The boys cannot find the library.,2
a man in a tan jacket is kissing a girl in a pink jacket on a city street as a yellow taxi passes by.,A couple is saying goodbye to each other.,1
A man is engulfed in flames while two movie crewmen supervise.,A man is on fire.,0
An African man sitting on a bench is drawing a picture.,An African man sitting on a bench is drawing what he's seeing.,1
"It's a giant, packed stadium, and the two teams of the soccer game border the edge of the field.",Full stadium at a soccer game.,0
A female in a white garment holding bookmarks.,A man in a white garment holding bookmarks.,2
A player hits the ball at a cricket game.,The player grabs the ball.,2
A small child is wearing a blue outfit with blue shoes.,A child is wearing nice clothes.,0
A group of 6 people riding camels follow one man on foot.,The people are traveling through the desert.,1
A man and a woman standing near a desk while another woman sits at the desk looking through a microscope.,Three factory workers assemble a car.,2
A bride holding a bouquet of flowers is standing next to a man in a tuxedo.,bridge holds flowers,0
Children gathered around an adult,The children are alone with no adults.,2
A mustachioed man plays the accordion on the street.,The man looks like Mario,1
A man wearing a white shirt and red and black shorts is running on the sidewalk.,A sad man wearing a white shirt and red and black shorts is running on the sidewalk.,1
A girl in pink plays the drums.,The girl is being active.,0
Two people are sitting across a table from each other in the middle of an empty stage surrounded by people and lighting equipment.,Two people are sitting at a table surrounded by people and lights.,0
One teenager taking a risk by diving on his side.,It is safe for the teenager to take a risk by diving on his side.,2
"One man is using a mop, while two other men watch from the background.",A worker cleans the floor at the end of a hard day of work.,1
A street performer plays a guitar while a woman in pink walks past.,The street performer knows how to play guitar.,0
A blond girl is stepping on vertical logs in the sand.,The girl is near the lake.,1
A cheerleading competition and the black squad is making a pyramid.,The cheerleaders are all female.,1
A man with short hair wearing a white t-shirt takes a photo at the top of the hill of the grass and trees.,The man in the t-shirt is taking a photo at the top of the hill.,0
"A young, blond girl with large glasses holding an orange copy of ""Little People Who Became Great"", by Laura A. Large.",The girl has dark hair and is in her late forties.,2
The two dogs are interested in the gravel ground surrounded by concrete.,Two dogs are sniffing the gravels surrounded by concrete.,1
Three children playing jump rope in the grass among the trees.,Two children play chess outside.,2
Construction workers in safety vests work on the light rail tracks.,A group of construction workers repair railroad tracks,0
A couple standing in the outdoors embracing and looking over the land.,There is 1 person looking over the land.,2
Two little boys and a baby girl sit on a striped seat outside.,The boys and girl are sitting on a porch swing.,1
A contortionist is doing a move on stage for people.,A person bends their body unlike most people.,0
A rotund man on a bench reading a magazine.,the man is asleep on the bench,2
Craftsman enjoying show and tell about his rope making machine.,men are enjoying the show and eating popcorn,1
A woman stands in front of a contemporary building.,a lady poses for an architectural photo,1
2 girls are outside working on their bicycles,Two girls wash their feet.,2
A white crane looks for food in the water.,The dog chases a cat in the sand.,2
Two young children stand in as bride's children during a traditional wedding being held at a church house as the flowers are being dropped down the aisle.,One of the bride's children is ready for a nap.,1
A person rides a skateboard off of a wooden bench.,a person doing skateboard tricks,0
A little girl in a pink top is spinning a stick that has been set on fire.,The little girl is a trained circus performer.,1
A blond woman in a long dress sings while a man plays trumpet.,The woman and man are in a musical group.,1
One man wearing a green shirt is playing music on a blue set of drums.,A drummer in green setting up a blue drum kit.,2
Two older men wearing white kneading bread on a flour covered table.,Two men are cutting up fruit.,2
White dog in midair next to a large yellow ball.,A white dog is sleeping in a dog bed.,2
A black dog is chasing two birds on the shore of the ocean.,The dog has never been successful in catching a bird.,1
An Asian skateboarder in a black shirt and fitted jeans shows off a trick.,A skateboarder only knows one trick.,1
"A lady dressed in a beautiful pink, jewel encrusted outfit and makeup standing next to two children.",The lady is celebrating her sixteenth birthday.,1
"A new sports car exhibition in the city of Angeles world exhibition day in Los Angeles, California.",A sports car show in Los Angeles,0
"Outside a Wendy's, a man holds cardboard.",a man has cardboard outside a fast food joint because he will take it home,1
A brown-haired boy is wearing a red t-shirt and headphones as he watches TV.,A boy is inside watching TV.,0
An African tribe is standing in their garden with the forest in the background.,Africans are riding a bus to town.,2
Asian people are standing in front of a vegetable market.,Asian people buying produce.,1
a man practicing his putting on a portable disc golf basket.,The man is scuba diving.,2
Two ice hockey players,The players play hockey,0
An Asian man is pushing a cart down a brick street while others walk behind him.,A man has a cart and is on a street with other people.,0
A man wearing a backpack with two children on a beach.,A man watches while two children play on a beach.,1
Two men stand in a lift near some power lines.,The men work for the power company.,1
"In a black leather coat, a man waiting for the subway to come pauses to look up from his book to check the oncoming track.",The man is inside a subway station.,0
A man wearing glasses on stage holding a microphone.,The man is dropping a microphone.,2
A man works on his car as he tries to keep warm with his hat and sweatshirt.,It is cold outside.,0
Two professional hockey players battling for the puck.,The players battle for control of the puck.,0
A woman is using an ink well and pen to write on paper.,A man is using a cheap ballpoint pen to write on a paper plate.,2
Five referees are pledging allegiance at a game.,Referees at the Superbowl pledging allegiance.,1
A small baby at a park in a tube.,A small baby sits in a tube at the park.,0
A man laying on the ground with his arm under a car white a little boy is watching him.,A man carrying a little boy on his shoulders down a hill toward his car.,2
A dining room full of people eating and a waiter serving them.,the people are women,1
A Chinese man in a white shirt pushing a wheelchair.,the man is wearing a black shirt,2
A man wearing gold underwear is wrestling another man in front of a large crowd of people.,A man wearing stripped underwear ironing his pants on an ironing board.,2
A girl runs along a riverbank with two black dogs.,the two dogs are black labs,1
A group of young people celebrating under a very large red tent.,The people are in a fabric structure.,0
One man in his 60s holding a staff while wearing ethnic clothing.,A man is wearing clothing.,0
Highway workers checking on roadwork.,Highway workers are being rushed to the emergency room.,2
A couple of workers on the grass with black tubing laying on the ground.,There are people outdoors.,0
a child in a orange shirt standing on mulch.,The child is outside on a playground.,1
Three young boys are running on grass.,The boys are outside running around.,0
A black dog jumps in a body of water with a stick in his mouth.,The dog is runs away from his master into an igloo.,2
A white-bearded man rides a bicycle on the beach.,A man rides his motorcyle.,0
"Lady in dark top, pring skirt, red socks and shoes walking.",a bird was on rocks,0
Military official greets children who are waving American flags.,children are waving American flags,0
Two people and a dog are resting outside,Three people and a dog are resting outside,2
A woman in a brown coat is reading a book.,A woman is reading a self-help book.,1
"Tan man with a blue shirt with a graphic design, a white hat and glasses chewing while holding a hotdog and another friend food.",A man and his friend are in a river raft drifting down the rapids.,2
"A muddy male adult soccer player, wearing red shorts and a light blue and red shirt, is bouncing a soccer ball off of his chest.",He is getting ready for a soccer game.,1
A blond-haired boy sits on a bus while gazing out the window towards an intersection in a city.,The boy is bored.,1
