unique_id,difficulty_score,premise,hypothesis,true_label
1_19500c,0.75,A young boy in a blue shirt stands next to a woman sitting on the ground.,A young boy and a woman are together.,0
0_11999a,0.75,Three female bikers travel swiftly through a school zone.,they were married,1
0_11999b,0.25,Three female bikers travel swiftly through a school zone.,they are girls there too,0
0_11999c,0.0,Three female bikers travel swiftly through a school zone.,two boys ride skateboard,0
0_8748a,0.25,A worker is loading up some pineapples to transport.,A worker is buying fruit from truck,2
0_8748b,0.75,A worker is loading up some pineapples to transport.,A worker is loading fruit,0
0_8748c,0.5,A worker is loading up some pineapples to transport.,A worker is loading fruit on a truck,1
4_7374a,0.75,A child and an adult looking at each other.,Two kids are playing with each other.,2
4_7374b,0.25,A child and an adult looking at each other.,A child is with his pet.,1
4_7374c,0.5,A child and an adult looking at each other.,A child and animal are starring at each other.,0
1_4749a,0.0,A guy performing tricks in front of kids with cool baseball bats,An entertainer is performing tricks.,-1
1_4749b,0.5,A guy performing tricks in front of kids with cool baseball bats,An entertainer is performing at a baseball event.,1
1_4749c,0.25,A guy performing tricks in front of kids with cool baseball bats,An entertainer is being rude to a bunch of kids while he is performing.,2
3_21199a,0.75,A man and woman in black in a city with their mouths open in awe.,A man and a woman at a coffee shop.,2
3_21199b,0.0,A man and woman in black in a city with their mouths open in awe.,Two people stand outside and stare at something.,1
3_21199c,0.5,A man and woman in black in a city with their mouths open in awe.,Two people with their mouths agape.,0
2_18987a,0.25,"A father is teaching a his daughter how to surf, although she is having difficulties.",An amateur surfers learns some moves.,0
2_18987b,0.25,"A father is teaching a his daughter how to surf, although she is having difficulties.",A man and his daughter get ready to go into the water.,1
2_18987c,0.25,"A father is teaching a his daughter how to surf, although she is having difficulties.",A skilled swimmer teaches a girl his moves.,2
1_225a,0.75,A young boy and girl hug and smile.,young couple hugging,0
1_225b,0.5,A young boy and girl hug and smile.,youth enjoying,1
1_225c,0.75,A young boy and girl hug and smile.,youth playing,2
3_19759a,0.25,Two girls in a bed of flowers with their arms stretched out.,The girls are outside.,0
3_19759b,0.75,Two girls in a bed of flowers with their arms stretched out.,The girls are asleep.,2
3_19759c,0.5,Two girls in a bed of flowers with their arms stretched out.,The girls are playing simon says.,1
0_27146a,0.0,A snow covered landscape with light fixtures and a red fence.,The fence is multiple colors,2
0_27146b,0.25,A snow covered landscape with light fixtures and a red fence.,its snowing outside,1
0_27146c,0.75,A snow covered landscape with light fixtures and a red fence.,Its cold outside,0
0_20561a,0.75,"Tourists in Times Square taking pictures with public figure, The Naked Cowboy.",Tourists are about to eat a hot dog with the Naked Cowboy.,2
0_20561b,0.0,"Tourists in Times Square taking pictures with public figure, The Naked Cowboy.",Tourists are taking a vacation.,0
0_20561c,0.5,"Tourists in Times Square taking pictures with public figure, The Naked Cowboy.",Tourists are going to a theatre after taking pictures.,1
1_19978a,0.5,A man dressed as a nun has a cigarette in his mouth.,A cross dresser smokes.,0
1_19978b,0.75,A man dressed as a nun has a cigarette in his mouth.,The Pope is taking up smoking.,2
1_19978c,0.25,A man dressed as a nun has a cigarette in his mouth.,A cross dresser is protesting the Catholic Church.,1
0_24143a,0.0,A tennis player focusing during a game.,The tennis player is competing fiercely.,0
0_24143b,0.75,A tennis player focusing during a game.,The tennis player is losing the match.,1
0_24143c,0.0,A tennis player focusing during a game.,The tennis player is thinking about Christmas.,2
2_14288a,0.5,Many people are waiting for the train in a clean indoor station.,Some people are standing on the train platform.,0
2_14288b,0.25,Many people are waiting for the train in a clean indoor station.,Many people are sitting inside a train.,2
2_14288c,0.5,Many people are waiting for the train in a clean indoor station.,The train is entering the station.,1
4_28225a,0.0,These two parents are enjoying time out of their house with their new baby boy.,The people are outdoors,0
4_28225b,0.5,These two parents are enjoying time out of their house with their new baby boy.,The family is watching a moview,2
4_28225c,0.5,These two parents are enjoying time out of their house with their new baby boy.,The family is taking a stroll at the local park,1
3_7133a,0.75,A man kisses his bride on the forehead during their wedding.,A groom gives his new bride a peck on her head.,0
3_7133b,0.25,A man kisses his bride on the forehead during their wedding.,Soon-to-be newlyweds pose for a picture with the groom giving his bride a kiss.,1
3_7133c,0.0,A man kisses his bride on the forehead during their wedding.,An old married couple share an anniversary kiss.,2
3_16280a,0.75,"A scuba diver stands, bent over on the shore.",A scuba diver performed on the shore.,0
3_16280b,0.0,"A scuba diver stands, bent over on the shore.",A scuba diver likes to bent over on the shore,2
3_16280c,0.0,"A scuba diver stands, bent over on the shore.",A scuba diver bent over ob the shore.,1
0_9002a,0.0,The baseball player in the white uniform caught the ball as it was reaching the outside edge of the playing field.,The baseball player is in the middle of a game.,0
0_9002b,0.25,The baseball player in the white uniform caught the ball as it was reaching the outside edge of the playing field.,The baseball player was just hit by a pitch.,2
0_9002c,0.75,The baseball player in the white uniform caught the ball as it was reaching the outside edge of the playing field.,The baseball player made a great catch.,1
1_9666a,0.75,A girl trick or treats with a black and red dress with black and white sleeves holding a scythe.,The child likes candy.,1
1_9666b,0.5,A girl trick or treats with a black and red dress with black and white sleeves holding a scythe.,The child is collecting donations of clothing.,2
1_9666c,0.0,A girl trick or treats with a black and red dress with black and white sleeves holding a scythe.,The child is celebrating Halloween.,0
1_17041a,0.25,A young girl sits in an aquarium by a tank holding dolphins while drinking from a cup.,A girl is watching a dolphin drink soda in a terrarium.,2
1_17041b,0.25,A young girl sits in an aquarium by a tank holding dolphins while drinking from a cup.,A child is at Seaworld.,1
1_17041c,0.5,A young girl sits in an aquarium by a tank holding dolphins while drinking from a cup.,A girl is watching sea mammals in captivity while sipping juice.,0
2_25260a,0.0,A little girl in an orange sarong holds her doll against an iron fence as a bicycle passes behind her.,She is hitchhiking her way home.,2
2_25260b,0.5,A little girl in an orange sarong holds her doll against an iron fence as a bicycle passes behind her.,The child is playing with her doll.,0
2_25260c,0.0,A little girl in an orange sarong holds her doll against an iron fence as a bicycle passes behind her.,She is outdoors with her toy.,1
2_8381a,0.75,"a group of people, some with white helmets and diving gear, and some in life preservers, carrying a gurney with a person on it.",A rescue mission is being carried out by several people.,0
2_8381b,0.0,"a group of people, some with white helmets and diving gear, and some in life preservers, carrying a gurney with a person on it.",The person was rescued from the water and is being carried away.,0
2_8381c,0.25,"a group of people, some with white helmets and diving gear, and some in life preservers, carrying a gurney with a person on it.",A person had to be rescued from a fire by a group in protective gear.,2
3_22239a,0.5,"Two children stand atop a dirt mound in front of several cardboard boxes, a yellow backhoe is pictured to the left and a blue dump-truck is parked in the background.",The kids play outside on the dirt.,0
3_22239b,0.0,"Two children stand atop a dirt mound in front of several cardboard boxes, a yellow backhoe is pictured to the left and a blue dump-truck is parked in the background.",The kids are playing king of the mountain.,1
3_22239c,0.25,"Two children stand atop a dirt mound in front of several cardboard boxes, a yellow backhoe is pictured to the left and a blue dump-truck is parked in the background.",The kids are playing in the backhoe.,2
4_15258a,0.0,Three little girls helping dad pick out the Christmas tree.,Three children help run errands.,0
4_15258b,0.5,Three little girls helping dad pick out the Christmas tree.,Three children join their mother and father in decision making.,1
4_15258c,0.75,Three little girls helping dad pick out the Christmas tree.,A Jewish family attends synagogue.,2
3_26715a,0.25,African soccer players during a game.,The African soccer players took a test of skill.,2
3_26715b,0.0,African soccer players during a game.,The African soccer players ran.,0
3_26715c,0.5,African soccer players during a game.,The African soccer players dodged batteries.,1
3_3664a,0.0,"A crowd of Asian people, mostly children, wear blue sweatshirts or Black robes while standing in the street before a small shrine that sits atop a float featuring a white elephant.",The croud of people are sitting by a white elephant.,0
3_3664b,0.0,"A crowd of Asian people, mostly children, wear blue sweatshirts or Black robes while standing in the street before a small shrine that sits atop a float featuring a white elephant.",The croud of people are all outside.,1
3_3664c,0.25,"A crowd of Asian people, mostly children, wear blue sweatshirts or Black robes while standing in the street before a small shrine that sits atop a float featuring a white elephant.",There is a person taking a picture.,2
1_14280a,0.5,A child looks at a guard in red uniform from the other side of a fence,The child catches the eye of the guard.,1
1_14280b,0.25,A child looks at a guard in red uniform from the other side of a fence,The guard is protecting the gate.,0
1_14280c,0.5,A child looks at a guard in red uniform from the other side of a fence,The fence is not being protected.,2
1_8431a,0.75,"The tennis player received the ball, and in doing so he backhanded the ball back towards his opponent.",The player is skilled in his work,1
1_8431b,0.5,"The tennis player received the ball, and in doing so he backhanded the ball back towards his opponent.",The tenis player hit the ball,0
1_8431c,0.25,"The tennis player received the ball, and in doing so he backhanded the ball back towards his opponent.",The player missed the ball and the opponent won,2
0_2981a,0.75,Two men holding their arms out from their bodies.,Two men are wiating for hugs.,1
0_2981b,0.5,Two men holding their arms out from their bodies.,Two men are hugging eachother.,2
0_2981c,0.75,Two men holding their arms out from their bodies.,Two men are next to eachother.,0
3_27570a,0.25,An adult horse approaching a foal on a sandy plain.,The adult horse is near a road.,2
3_27570b,0.0,An adult horse approaching a foal on a sandy plain.,The horse is walking towards.,-1
3_27570c,0.0,An adult horse approaching a foal on a sandy plain.,The big animal is walking on a sandy beach.,0
2_22902a,0.75,Hockey players collide on the ice.,Two people run into each other.,0
2_22902b,0.25,Hockey players collide on the ice.,A hockey play turns friendly when two former teammates embrace in a hug mid game.,1
2_22902c,0.75,Hockey players collide on the ice.,Two men spin so fast they take flight.,2
3_6339a,0.5,A shirtless man behind a red pick up truck.,A truck is in front of a shirtless man.,0
3_6339b,0.0,A shirtless man behind a red pick up truck.,A shirtless man stands behind a pickup truck.,1
3_6339c,0.5,A shirtless man behind a red pick up truck.,A shirtless man drives a red pickup truck.,2
3_24274a,0.75,A small boy is holding a basketball in position to throw it into a hoop on a game.,A small boy is dribbling against three defenders,2
3_24274b,0.25,A small boy is holding a basketball in position to throw it into a hoop on a game.,A small boy is preparing for a free throw,0
3_24274c,0.5,A small boy is holding a basketball in position to throw it into a hoop on a game.,A small boy is sizing up a free throw attempt,1
0_24150a,0.75,A man and a girl are sitting down and have a drink.,A father and child are having a drink.,1
0_24150b,0.5,A man and a girl are sitting down and have a drink.,A man and young lady is sitting and drinking.,0
0_24150c,0.25,A man and a girl are sitting down and have a drink.,A man and girl are sitting and drinking anti-freeze.,2
2_14238a,0.25,Seagulls fighting over a scrap of bread.,The seagulls are hungry.,0
2_14238b,0.75,Seagulls fighting over a scrap of bread.,The seagulls are cooperating.,2
2_14238c,0.75,Seagulls fighting over a scrap of bread.,SOmeone is tossing them bread.,1
1_10711a,0.75,A man on a street corner is playing multiple instruments for walkers by.,A man on a corner is playing good music for passers by.,1
1_10711b,0.75,A man on a street corner is playing multiple instruments for walkers by.,A man is entertaining pedestrians with his music.,0
1_10711c,0.25,A man on a street corner is playing multiple instruments for walkers by.,A man is playing surgical instruments for the walkers by.,2
2_15689a,0.25,A climber hangs from a rock face over blue water.,A man upside down  bungee jumping.,1
2_15689b,0.0,A climber hangs from a rock face over blue water.,A person hanging over river.,0
2_15689c,0.5,A climber hangs from a rock face over blue water.,A man riding on water.,2
0_710a,0.75,A child sleeping on a striped pillow.,It is night time.,1
0_710b,0.5,A child sleeping on a striped pillow.,The child has gone to bed.,0
0_710c,0.75,A child sleeping on a striped pillow.,The child is reading under his blankets.,2
2_23430a,0.25,A girl takes a break from her crafts to tend to her medical needs with an inhaler.,The girl has respiratory issues.,1
2_23430b,0.25,A girl takes a break from her crafts to tend to her medical needs with an inhaler.,The girl is making crafts for her friends.,1
2_23430c,0.0,A girl takes a break from her crafts to tend to her medical needs with an inhaler.,The girl takes a break from her crafts to take her cough syrup.,2
0_11341a,0.0,A group of six children sit at a wooden table.,Two children sit on a table top.,1
0_11341b,0.75,A group of six children sit at a wooden table.,Six children sit around the dinner table.,1
0_11341c,0.5,A group of six children sit at a wooden table.,Six children eating the dogs dinner.,2
2_18791a,0.25,A young girl wearing a yellow vest points upwards with here right hand containing a plant while her left hand remains at her side holding a headband.,A girl sees a plane crashing.,1
2_18791b,0.5,A young girl wearing a yellow vest points upwards with here right hand containing a plant while her left hand remains at her side holding a headband.,A girl is going to school,2
2_18791c,0.25,A young girl wearing a yellow vest points upwards with here right hand containing a plant while her left hand remains at her side holding a headband.,A girl is pointing towards the sky.,0
3_2690a,0.75,"Two girls walking, one holding purple umbrella.",The girls are sharing the umbrella.,1
3_2690b,0.0,"Two girls walking, one holding purple umbrella.",It is a sunny day outside.,2
3_2690c,0.0,"Two girls walking, one holding purple umbrella.",One of the girls isn't holding a umbrella.,0
4_15922a,0.75,Men parading in kilts and playing instruments.,Scottish men march in the Highland Games.,1
4_15922b,0.0,Men parading in kilts and playing instruments.,Men march down the street.,0
4_15922c,0.5,Men parading in kilts and playing instruments.,Men in pants are marching.,2
3_23422a,0.5,A man wearing sunglasses is sitting in a chair.,The chair was broken.,2
3_23422b,0.5,A man wearing sunglasses is sitting in a chair.,Bob was still wearing his sunglasses when he sat in his chair.,1
3_23422c,0.75,A man wearing sunglasses is sitting in a chair.,Bob was wearing his sunglasses at the table.,1
1_10928a,0.5,A man in a collared shirt and slacks grills on his outdoor barbecue next to a house.,A man in a t-shirt and jorts is grilling outside.,2
1_10928b,0.25,A man in a collared shirt and slacks grills on his outdoor barbecue next to a house.,A man grills by his house.,1
1_10928c,0.0,A man in a collared shirt and slacks grills on his outdoor barbecue next to a house.,A person is grilling on equipment he owns.,0
2_3034a,0.5,A bunch of people near a christmas type tree.,A bunch of people at a party.,1
2_3034b,0.25,A bunch of people near a christmas type tree.,A group of people near an oak tree.,2
2_3034c,0.0,A bunch of people near a christmas type tree.,A group of people near a evergreen.,0
1_24549a,0.25,A small bus shelter is advertising movies.,The only channel the television at the bus stop has is the channel that advertises movies.,1
1_24549b,0.5,A small bus shelter is advertising movies.,A bus shelter has a television.,0
1_24549c,0.5,A small bus shelter is advertising movies.,A shelter is degrading movies.,2
4_8852a,0.5,some physical event that requires more work after swimming in a pool,Boys diving into swimming poo.,2
4_8852b,0.0,some physical event that requires more work after swimming in a pool,Boys climbing up water slide's ladder.,1
4_8852c,0.0,some physical event that requires more work after swimming in a pool,Climbing out of swimming pool.,0
2_16754a,0.75,Two girls bundled up in winter coats pose for a picture.,Two girls taking a selfie in winter,1
2_16754b,0.75,Two girls bundled up in winter coats pose for a picture.,Girls in winter taking a picture,0
2_16754c,0.25,Two girls bundled up in winter coats pose for a picture.,Girls taking pictures of each other,2
0_12116a,0.25,A woman in a blue sweater has headphones in her ears.,A lady is trying to focus on what she wants to listen to.,0
0_12116b,0.75,A woman in a blue sweater has headphones in her ears.,The person is listening to music.,1
0_12116c,0.75,A woman in a blue sweater has headphones in her ears.,A female office manager holds a telephone to one ear while staring at her computer.,2
1_22930a,0.0,People stand on the street next to a pile of hay.,The people are standing on standing on pile of hay.,1
1_22930b,0.75,People stand on the street next to a pile of hay.,Many people are standing next to pile of hay.,0
1_22930c,0.25,People stand on the street next to a pile of hay.,People are removing pile of hay from the ground.,2
2_25638a,0.0,A trio of musicians playing in a bar.,The trio are playing pool in a bar.,-1
2_25638b,0.0,A trio of musicians playing in a bar.,The musicians are playing for beer.,0
2_25638c,0.75,A trio of musicians playing in a bar.,The group of people are practicing and doing mic checks in a bar.,1
2_15373a,0.25,A man holding a skateboard against a blue sky with white clouds with buildings in the background.,There is a man standing in front of a building.,1
2_15373b,0.0,A man holding a skateboard against a blue sky with white clouds with buildings in the background.,A man leaning up against a wall.,1
2_15373c,0.0,A man holding a skateboard against a blue sky with white clouds with buildings in the background.,A man skateboarding at a skate park.,2
3_18750a,0.75,Lady in white dress with tattooed leg looks at friend's camera.,"The  lady in  the white dress  with  the  tatoo covering  her  leg,  looked  toward her  friend's camera.",0
3_18750b,0.25,Lady in white dress with tattooed leg looks at friend's camera.,the  tattoo  stund out  from  the park,2
3_18750c,0.5,Lady in white dress with tattooed leg looks at friend's camera.,A lady looked at  her  friend's  camera .,1
0_1234a,0.25,A woman with long hair and a black shirt washes the dishes.,The woman can't pull her hair back in a ponytail any longer because she donated it to cancer victims last week.,2
0_1234b,0.0,A woman with long hair and a black shirt washes the dishes.,The lady is using soap and water.,0
0_1234c,0.5,A woman with long hair and a black shirt washes the dishes.,The woman has hair that is down to her knees because she has never gotten in cut in her life.,1
3_17554a,0.5,"Six young boys, one African American, one Latino, and the others Caucasian, are standing in front of a chain link fence wearing various types of clothing, five of them are holding their ears.",A fire alarm has gone off outside a school.,1
3_17554b,0.75,"Six young boys, one African American, one Latino, and the others Caucasian, are standing in front of a chain link fence wearing various types of clothing, five of them are holding their ears.",A diverse group of children are listening to something loud.,0
3_17554c,0.0,"Six young boys, one African American, one Latino, and the others Caucasian, are standing in front of a chain link fence wearing various types of clothing, five of them are holding their ears.",A diverse group of children are enjoying some music.,2
4_10909a,0.0,A boy in a black vest holds two elephant tusks to his face in a store.,He thought the tusks looked good on him.,0
4_10909b,0.0,A boy in a black vest holds two elephant tusks to his face in a store.,The elephant smiled at him.,2
4_10909c,0.25,A boy in a black vest holds two elephant tusks to his face in a store.,The boy shot the elephant.,1
4_10606a,0.75,Two men sitting down and wrapping baked goods in plastic wrap.,"The baked goods are laying, unwrapped, on a plate.",2
4_10606b,0.5,Two men sitting down and wrapping baked goods in plastic wrap.,The baked goods are wrapped up tightly.,0
4_10606c,0.5,Two men sitting down and wrapping baked goods in plastic wrap.,The men are sitting on a park bench.,1
1_726a,0.0,The teacher reads a book to the class.,a teacher is reading during recess,2
1_726b,0.25,The teacher reads a book to the class.,a group of school children are enjoying story time.,0
1_726c,0.25,The teacher reads a book to the class.,some kids are listening to a teacher.,1
1_12475a,0.75,A person pours water into a work bucket near a shovel and three other people.,They are outside,0
1_12475b,0.5,A person pours water into a work bucket near a shovel and three other people.,The bucket is full of concrete,2
1_12475c,0.75,A person pours water into a work bucket near a shovel and three other people.,They are digging a hole,1
4_8783a,0.25,A little boy wipes his nose with his blue shirt.,The little boy has a running nose and wipes it with his clothes.,0
4_8783b,0.5,A little boy wipes his nose with his blue shirt.,The kid licks the snot from his nose.,2
4_8783c,0.25,A little boy wipes his nose with his blue shirt.,The little boy needs something to wipe the snot from his face,1
4_16751a,0.75,A woman wearing surgical gloves is preparing to examine a boy who is in a dental chair wearing blue rimmed sunglasses.,A boy sits patiently in the dentist chair,1
4_16751b,0.5,A woman wearing surgical gloves is preparing to examine a boy who is in a dental chair wearing blue rimmed sunglasses.,A dentist is preparing to look at a boys teeth,0
4_16751c,0.25,A woman wearing surgical gloves is preparing to examine a boy who is in a dental chair wearing blue rimmed sunglasses.,The dentist is ready to perform open heart surgery,2
3_9870a,0.5,A young man is doing a back flip into a sparkling green lake while others watch from below.,the lake is very calm,1
3_9870b,0.0,A young man is doing a back flip into a sparkling green lake while others watch from below.,a woman is doing a backflip,0
3_9870c,0.0,A young man is doing a back flip into a sparkling green lake while others watch from below.,there is a boat driving by,2
2_6945a,0.25,A boy in a creek throwing a rock.,A boy is skipping rocks in a creek,0
2_6945b,0.0,A boy in a creek throwing a rock.,A boy is playing in the creek,1
2_6945c,0.25,A boy in a creek throwing a rock.,A boy fell into the creek,2
2_24908a,0.5,A rugby player attempts to break free of an opposing player with both teams closing in.,One player is holding on to the other.,0
2_24908b,0.5,A rugby player attempts to break free of an opposing player with both teams closing in.,He gets free.,1
2_24908c,0.25,A rugby player attempts to break free of an opposing player with both teams closing in.,The players are wearing tutus.,2
2_24583a,0.75,A woman sits on a bed and clasps her hands to her face.,the woman is watching a scary movie.,1
2_24583b,0.75,A woman sits on a bed and clasps her hands to her face.,The woman is sleeping.,2
2_24583c,0.25,A woman sits on a bed and clasps her hands to her face.,the woman is in her room,0
2_16150a,0.5,The rugby player got the ball but he is smashing his head into the ground.,The rugby player is hurt.,0
2_16150b,0.75,The rugby player got the ball but he is smashing his head into the ground.,The rugby player passed out.,1
2_16150c,0.5,The rugby player got the ball but he is smashing his head into the ground.,The rugby player missed the ball.,2
4_3601a,0.0,Boy stands near laundry hanging out to dry.,The boy hung up the laundry.,1
4_3601b,0.25,Boy stands near laundry hanging out to dry.,The laundry is in a dryer.,2
4_3601c,0.0,Boy stands near laundry hanging out to dry.,The laundry will dry from the wind and sun.,0
0_20632a,0.5,A dog plays with a ball with a large office building behind it.,A dog is runs through an office park.,1
0_20632b,0.0,A dog plays with a ball with a large office building behind it.,A dog is inside a building.,2
0_20632c,0.75,A dog plays with a ball with a large office building behind it.,A dog is playing outside.,0
4_22275a,0.75,A shirtless boy is walking down the beach holding a large branch.,A boy wearing pink is walking holding a tree branch near the park.,2
4_22275b,0.25,A shirtless boy is walking down the beach holding a large branch.,A boy not wearing a shirt is walking holding a tree branch.,0
4_22275c,0.5,A shirtless boy is walking down the beach holding a large branch.,A boy not wearing a shirt is walking holding a tree branch near the park.,1
1_17608a,0.75,A man and a woman sitting on a bench in the sun.,A man and a woman are sitting on a benhc.,0
1_17608b,0.0,A man and a woman sitting on a bench in the sun.,A couple is kissing on a bench.,2
1_17608c,0.75,A man and a woman sitting on a bench in the sun.,A man and a woman are sitting on a bench in the morning.,1
0_13904a,0.75,A boy in sitting in car window.,A boy is staring out a car window,1
0_13904b,0.75,A boy in sitting in car window.,A boy is sitting next to a car window,0
0_13904c,0.25,A boy in sitting in car window.,A boy is asleep against a car window,1
1_27884a,0.75,A kid doing a trick on his skateboard.,An adult is not skateboading.,2
1_27884b,0.5,A kid doing a trick on his skateboard.,A boy is doing a skateboard trick,1
1_27884c,0.5,A kid doing a trick on his skateboard.,someone is outside,0
1_8548a,0.5,A group of people are standing around a water fountain getting wet.,There was a water shortage and people looked sad around the fountain.,2
1_8548b,0.0,A group of people are standing around a water fountain getting wet.,The people were dancing around the water fountain.,1
1_8548c,0.0,A group of people are standing around a water fountain getting wet.,The group people felt relief from the water.,0
2_27608a,0.25,A baby drinking from two bottles.,Baby has more bottles than mouths.,1
2_27608b,0.25,A baby drinking from two bottles.,Baby needs more bottles.,2
2_27608c,0.5,A baby drinking from two bottles.,Baby has a bottle for each hand.,0
0_20816a,0.5,A person jumping high in the air in a bicycle with trees in the background.,Trees are being cut by a person,2
0_20816b,0.0,A person jumping high in the air in a bicycle with trees in the background.,A person in a bicycle,1
0_20816c,0.0,A person jumping high in the air in a bicycle with trees in the background.,A person jumping high in the air sitting on a bicycle,0
2_3009a,0.75,A man is making a speech.,The man is talking on a microphone.,1
2_3009b,0.25,A man is making a speech.,The man was talking about his speech in front of a mirror.,2
2_3009c,0.0,A man is making a speech.,The was on a podium and about to talk about motivation.,0
2_26220a,0.25,A woman is breastfeeding a child in what appears to be a march.,The mother's head hangs slowy.,2
2_26220b,0.75,A woman is breastfeeding a child in what appears to be a march.,A mother feeds her baby.,1
2_26220c,0.25,A woman is breastfeeding a child in what appears to be a march.,The woman is breastfeeding her baby.,0
2_22916a,0.0,A number of people ascending a zig-zag ramp with bright blue railings.,The ramp is broken.,1
2_22916b,0.75,A number of people ascending a zig-zag ramp with bright blue railings.,The people are at the casino.,2
2_22916c,0.5,A number of people ascending a zig-zag ramp with bright blue railings.,The people are hanging.,0
1_22432a,0.25,A boy wearing black shorts is jumping into the ocean.,A boy is playing at the seashore.,1
1_22432b,0.75,A boy wearing black shorts is jumping into the ocean.,A boy is about to plunge into the ocean.,0
1_22432c,0.75,A boy wearing black shorts is jumping into the ocean.,A boy in a wetsuit is snorkeling.,2
3_16828a,0.5,A bride and groom are standing outside with a plethora of nicely dressed people behind them.,The bride and the groom have processed out of the church,1
3_16828b,0.5,A bride and groom are standing outside with a plethora of nicely dressed people behind them.,A wedding just took place in front of family and friends,0
3_16828c,0.75,A bride and groom are standing outside with a plethora of nicely dressed people behind them.,This is the saddest day for the both of them,2
0_9656a,0.75,Shoppers walking down an isle of a grocery store.,There is no water in the grocery store.,2
0_9656b,0.25,Shoppers walking down an isle of a grocery store.,By definition there is water surrounding the isle and therefore this is a unique grocery store.,0
0_9656c,0.0,Shoppers walking down an isle of a grocery store.,Tom Hanks is on the isle with a soccer ball.,1
2_7978a,0.75,A mother and child picnic on some rocks.,A family is having a picnic.,0
2_7978b,0.25,A mother and child picnic on some rocks.,A mom and child eat rocks at a picnic.,2
2_7978c,0.0,A mother and child picnic on some rocks.,A father is picnicking with the mother and child.,1
3_24660a,0.75,"A man in a worn Arizona ball cap, polo shirt, and dark pants stitches something on his lap.",a man darns socks,1
3_24660b,0.5,"A man in a worn Arizona ball cap, polo shirt, and dark pants stitches something on his lap.",two men knit together,2
3_24660c,0.75,"A man in a worn Arizona ball cap, polo shirt, and dark pants stitches something on his lap.",a guy with a cap and pants fiddles in his lap,0
1_12861a,0.0,A man is taking a shower.,There is a person taking a shower.,1
1_12861b,0.0,A man is taking a shower.,A man is in bathroom taking a shower.,0
1_12861c,0.75,A man is taking a shower.,There is no water running in the shower and no one is in the bathroom,2
2_22850a,0.75,"As he lays in the grass, he plucks a spent dandelion, and makes a wish as he blows the little pinwheels into the air.",He lays in the grass and picks a dandelion and blows dandelion seeds in the air making wishes.,0
2_22850b,0.25,"As he lays in the grass, he plucks a spent dandelion, and makes a wish as he blows the little pinwheels into the air.",A man laying in the grass blows dandelion seeds while making a wish.,1
2_22850c,0.5,"As he lays in the grass, he plucks a spent dandelion, and makes a wish as he blows the little pinwheels into the air.",A man upset with his neighbor picks a bunch of dandelions and blows the seeds all over his neighbors perfectly kept yard.,2
2_18903a,0.25,A baseball player throws a pitch while another waits in the outfield.,A ball is thrown at high speed by the pitcher while a runner watches attentively.,0
2_18903b,0.75,A baseball player throws a pitch while another waits in the outfield.,The pitcher slams the ball at the batter while a runner starts inching away from base.,1
2_18903c,0.75,A baseball player throws a pitch while another waits in the outfield.,The pitcher tries to score a touchdown.,2
1_4390a,0.5,many woman wearing yellow stand in the street.,Woman buying yellow jackets.,2
1_4390b,0.5,many woman wearing yellow stand in the street.,Woman dresses are yellow.,1
1_4390c,0.25,many woman wearing yellow stand in the street.,Woman like yellow color,0
2_6711a,0.0,A black woman is looking at her cellphone.,A person is talking on a phone.,2
2_6711b,0.75,A black woman is looking at her cellphone.,An African American woman examines her iphone.,0
2_6711c,0.0,A black woman is looking at her cellphone.,A lady checks out her phone.,1
4_24922a,0.0,The boy is wearing a black t-shirt with an AD parody of the AC logo.,A kid is dancing at his home.,1
4_24922b,0.25,The boy is wearing a black t-shirt with an AD parody of the AC logo.,A kid is wearing a black dress hates the AC game franchise.,1
4_24922c,0.25,The boy is wearing a black t-shirt with an AD parody of the AC logo.,A kid is wearing a black dress with a joke regarding the AC logo.,0
0_1753a,0.75,"A group of Asian men on a busy and congested pedestrian thoroughfare, eating ice cream cones.",There are men working.,2
0_1753b,0.5,"A group of Asian men on a busy and congested pedestrian thoroughfare, eating ice cream cones.",There are people relaxing.,0
0_1753c,0.0,"A group of Asian men on a busy and congested pedestrian thoroughfare, eating ice cream cones.",There are people outside.,1
4_16811a,0.25,A lady walking out of a building with a winter jacket on.,Homeless woman wears 3 coats in the cold.,2
4_16811b,0.5,A lady walking out of a building with a winter jacket on.,Winter cold makes people bundle up.,0
4_16811c,0.75,A lady walking out of a building with a winter jacket on.,Woman running errands in the snow.,1
1_11520a,0.5,A young brunette girl in a robe with a plate of treats is next to a young brunette boy in a red shirt with silverware and a red cup.,The girl and boy are serving dessert.,1
1_11520b,0.0,A young brunette girl in a robe with a plate of treats is next to a young brunette boy in a red shirt with silverware and a red cup.,The young people are food and dishes.,2
1_11520c,0.0,A young brunette girl in a robe with a plate of treats is next to a young brunette boy in a red shirt with silverware and a red cup.,The girl is holding a tray of hamburgers and the boy is carrying hot dogs.,2
3_16365a,0.0,Two teams playing a game of soccer.,there is a group playing a game in the park,2
3_16365b,0.0,Two teams playing a game of soccer.,there are a group of teams playing hockey,1
3_16365c,0.25,Two teams playing a game of soccer.,there are two teams playing a game outside,0
2_16151a,0.5,A giant pair of glasses sitting outside a building.,A pair of glasses were left outside,1
2_16151b,0.0,A giant pair of glasses sitting outside a building.,Someone left a giant pair of glasses outside of a building,0
