premise,hypothesis,label
A little girl in pink and purple stands on a playground.,A little girl is outside,0
An African-American man plays the harmonica and electric guitar simultaneously into a microphone outside in front of a parking lot.,A black man throws the football for the 49ers.,2
A golden retriever is excitedly greeting a woman as a little dog walks towards the camera.,The dog is running away from the woman.,2
A brown and white spotted dog in a green collar is in the water and looking at something.,The dog is wearing a collar.,0
A boy in blue swim trunks dives into a swimming pool while two adults look on.,A boy jumps out of the pool.,2
A man wearing a blue shirt and blue jeans teaching in a school made of wood.,A teacher works with some students.,0
A young boy carefully shaving a gentlemen in a barber shop.,a boy shaving a man,0
"Four Mexican children are pictured, playing instruments in a band together, with the girl up front playing a nylon string guitar.",The children are playing instruments.,0
A woman is watching a black dog.,The woman is watching,0
A cop is reading over his paper next to the church.,The cop is chasing a burglar.,2
A man pushes a catering cart full of food across a crosswalk in a city.,The cart is filled with antimatter particles and laser cats,2
People are walking on the sidewalk along the parking lot in front of a home improvement store.,The people are crawling.,2
A rally vehicle creates a dust cloud while racing.,The rally car has no driver.,2
A group of people participating in an exercise class.,They are doing Zumba.,1
"A man is laying out his merchandise to include eggs, chickens and vegetables.",A man is laying out his merchandise.,0
Young women in dresses standing on a stage,The women are wearing bathing suits.,2
talking outside with friends and family.,The people are attending a birthday party.,1
"Two men talking, both in blue shirts.",Two men are wearing blue.,0
The furry black dog is wearing a neon yellow collar.,A dog with a new collar.,1
A girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her.,A woman is looking straight into the camera while her friend looks towards her.,1
"Three young men read the plaque on a wooden cross in a rocky landscape, one young man is talking on his cellphone.",Four men are in a sandy landscape.,2
A father and his toddler are sitting next to a giant Jelly Belly mascot seated on a bench.,the father is sitting,0
A man is conducting an orchestra with people playing instruments in the background.,A new conductor takes up the baton for the first time.,1
"A person in a blue jacket with black sleeves, green pants and a blue hat is sitting on the sidewalk.",A person with blue hat dancing on the sidewalk.,2
"A young child on a scooter with a blue helmet, blue shirt, brown shorts and blue shoes",A kid is riding a scooter,0
A man is holding up a small poster with two people in it.,A woman is holding up a small poster with two people in it.,2
A man sitting in a chair on a paved street.,A man is on the street.,1
Six people are outside in the dirt possibly gardening near some hay and grass.,Six people on grass relaxing,1
A woman holds a ball while a dog leaps for it.,A woman plays fetch with her dog.,1
A group of village women gathered in dance,Women are dancing to celebrate the downfall of the fascist regime that's plagued their village.,1
Man in a colorful tye-dye t-shirt doing a trick on his skateboard.,The man is walking to a building.,2
A man in a jacket is taking a photograph of a large building.,There is a man outside in this picture,0
A man is flipping another person while the other guy is trying to lift the other person.,A man is flipping something.,0
A young girl attempting to break open a pinata.,Someone who is shown has a specific goal in mind here.,0
A climber walks along a snowy peak.,The climber is skilled,1
A group of people riding the subway both sitting and standing.,A group of people riding the airplane are both sitting and standing.,2
Two men playing guitar in front of a large audience.,Two men are performing in front of fans.,1
A very busy town center with many bikes attached to a fence under cloudy skies.,There are many purple bikes in the town center.,1
Man cutting fish in a fish market.,A man is preparing a fish.,0
A man in a tan jacket and hat is sitting next to a pond.,There is a yeti in the mountains.,2
An old man looks at his beer.,The old man is at a bar drinking beer.,1
Two woman in brown coats in the background of a woman walking toward the front of the picture.,There are two women wearing brown coats.,0
A man in a black helmet and a man in a white helmet are riding small motorcycles past a man in a white shirt on a narrow city street.,There are two  men in the city.,0
Car number 14 has thrown up a lot of dirt behind it.,There is a car.,0
Two Asian girls are performing in costumes.,Some people performing.,0
a black bird sits in a dead tree.,The bird is flying in the air.,2
A crowd is gathered at Trafalgar Square in London.,watched by a group,1
A litle girl stands on a rocky shore at looks out at the water.,A man waits by the shore.,2
A man cutting fish for sale.,A man is cutting fish.,0
"A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.",the daughter paints the house,2
A swimmer is swimming from one side of the pool to the other.,There are people in the pool.,0
"These employees are working at a factory, packaging their product.",People are packaging a product.,0
A woman in blue jeans pokes an awning from underneath to make puddled rain fall to the ground in the sidewalk market area of a city.,It hasn't rained in the city in a while.,2
A man on stage with a microphone in front of an audience.,The man is on stage in front of people.,0
A child is jumping into a pool while a man is watching the child,The child watched tv.,2
A large number of people are standing in lines at a fast food restaurant.,The restaurant is closed.,2
A woman in a black leather skirt perusing at the market.,A woman browses through the market.,0
A young boy is playing around on a tram.,A boy sits in a classroom listening to his teacher.,2
A woman using a whisk to blend the liquid contents in a measuring cup.,The baker is icing the cake.,2
A nun hands out materials to passersby at their table.,The nuns had out materials hoping for donors to their charity,1
A group of women dancing in a bar.,Some girlfriends are dancing in the bar,1
A brown a white dog runs down a yellow and blue ramp.,The dog is wearing a blue collar.,1
A father is giving his child a haircut with scissors.,the child is sitting,1
"Man in black pants, white shirt playing a flue as a lady in pink dances","A man plays music, while a woman dances.",0
Men in suits and military uniforms looks on as two men shake hands.,The women shake hands,2
Police officer patrolling on a bicycle.,Police officer rides a bike chasing a criminal.,1
A bearded man in a white t-shirt is riding a motorcycle.,Two men with greyed beard are lying down close to a shed outdooors to sleep,2
"Men in the business suits are crossing the street, and there are people with placards are gathering on the street.",The men in business suits are dressed for work.,0
People shopping at an outside food and clothing market.,Some people can be seen protesting outdoors.,2
A young girl crying in a pretty sundress.,a girl is crying on her dress,0
A brown and white dog leaps.,The dog is brown and white,0
People in a populated square are talking around a small table.,People talking to each other around a piece of furniture.,0
A motorcycle is siting beside a lighted movie advertisement.,The tv is playing a movie.,2
A man is making spray paint art and spray painting Anarchy symbols onto the painting,A man spray painting the Anarchy symbol.,0
A man playing guitar at a concert.,"A man is playing a cover of ""Wonderwall.""",1
A rodeo clown hands out American flags.,A rodeo clown is passing out American flags.,0
A football player sits on a counter as a type of official looks down at his knee.,The injured football player is being examined by his coach.,1
A blond woman in a yellow shirt standing by a woman in an orange shirt.,There is a blond woman in a yellow shirt.,0
a skateboarder grinds a red rail.,The rail is red.,0
A young blond girl sleeps curled up on a brown couch with her head on large red pillow.,An 11-year-old girl is sleeping on a couch.,1
Two young children are eating ice cream on a park bench.,It is very hot outside.,1
4 men and 1 woman working at their computers in an office.,Five workers have finished their coffee.,2
A man balancing on his hand at the beach.,A man has his hands on the sand.,0
A pretty young woman with glasses and wearing a vintage dress is holding a yellow pot containing some sort of knitted or crocheted objects.,A young woman is wearing pants.,2
A toned man who is also tan in a tank top is on top of a cliff.,An elderly man is looking out from the top of the lighthouse.,2
People walking by a silver mime on the street with his back to the camera.,The mime is acting something out.,1
An old woman wearing a white tank top and glasses with her right hand above her eyes trying to make out something in the distance.,A old woman is trying to see if the car is driving away or towards her.,1
Several people in jackets stand together outside of a white building with a picture of a cartoon insect on it.,Some people are outside near a building.,0
Two men with dark hair wearing glasses and black shirts eat bread while holding their hands up to the camera.,Two celebrities try to avoid the press.,1
a shirtless boy jumps onto the couch.,A boy jumps onto the television.,2
"Children sitting at a table, in a shack that appears to be some kind of classroom, bored and staring off into the distance.",kids at table,0
Red shirted worker climbs ladder to peer into a container perched on a forklift.,worker climbs in the ladder to pick the fruits.,1
four young adults in a busy city area,These three are wearing hats,2
A large gathering of people talk around picnic tables.,they are planning a party,1
a lone man sitting on a ledge that overlooks the beach,A man waiting for a friend by a beach,1
A boy skateboards off a ramp covered in graffiti.,A girl skateboards off a cliff with ancient carvings on it.,2
A man and a child stand nearby each other within a tribal group.,The man is alone.,2
A boy wearing a white top is resting on his scooter beside a concrete post.,A boy is watching television on a couch.,2
A baseball player is making a play nearby a large sign and boundary of the field.,The baseball player is running in a touch down with a golf ball.,2
Three men and a small boy work on a green model train outside.,The group is sitting on a couch in the living room.,2
a group of men playing drums in a drum circle,The men are taking part of an indian ritual.,1
"Two young boys playing, with the younger boy sitting and smiling.",The boys are playing a game of cards.,1
A little girl and her older sister are riding a horse in a carnival carousel.,The girls are on a carnival ride.,0
A man with a suitcase waiting at the Paddington tube stop.,The man is going on a trip soon.,1
A man wearing an orange shirt picks up a french fry with chopsticks.,A woman is trying to build a lego tower.,2
Three women outside all dress the same and talking to one another.,Three ladies are talking in the grocery store,1
Two bicyclists ride down the street past people while talking.,Two people are riding bicycles.,0
A young woman wearing a dark blue shirt and black pants leads two young girls up a tree.,A young woman leads two young girls up a tree.,0
Some men are walking along railroad tracks on snow-dusted ground.,Men leading the way to freedom,1
The little girl is helping her little brother get soap out of the dispenser.,The little girl is washing her brother's hands.,1
A man in long plaid shorts and a Easter hat carrying a black bookbag walks with a heavyset woman with pink hair and wearing a hippie style dress walk away from the camera following many other similarly dressed people.,a man with shorts is shown with a crowd of unusually dressed people,0
"Four males of varying ages carve out designs on large white slabs in a messy, open to air workshop.",Four men carving in wood.,1
A boy in a gray hooded sweatshirt is throwing away a bag of garbage into a green dumpster.,A boy dumps food waste into a dumpster.,1
"A black, white and brown dog waking in the snow with a red toy in its mouth near an icey tree.",dog freezes while waiting for owner to come home,1
"A man in a suit is running past two other gentleman, also dressed in a suit.",Two men saw a man in a suit.,0
Children coloring and drawing at the table.,They are coloring with red crayons.,1
There are two white rabbits in a caged area.,Reptiles are in the tree branches.,2
A couple kissing in front of a sculpture of a heart.,A couple is kissing.,0
"The girl and a lady are sitting on a blanket, reading a book.",There are people reading.,0
A boy straddles a bridge on a play set outside.,A young person is playing.,0
A car parked at the beach.,There are people on the beach.,1
"A quarterback, in the statue of liberty position, is being held onto by an opposing player from behind.",The quarterback is wearing a helmet.,0
The girl in blue jeans and white shirt is balancing on one leg.,The girl is a gymnast.,1
"A man wearing a red shirt, hat and brown pants is on a skateboard going down a ramp.","A man wearing a red shirt, hat and brown pants is balancing himself on a skateboard as he vears down a ramp",0
A musician is playing an instrument on stage.,a musician is singing with a friend,1
Three men in red striped shirts carry flags outside of a brick building.,One man carries a pole.,2
A woman in a red and white bathing suit is taking a picture for three friends that are traveling in front of the shops near a beach.,A woman is taking the picture of her three friends.,0
The dancing partners are enjoying their performance.,Some people dancing.,0
Several people are relaxing outside.,The people are enjoying a dinner inside.,2
You have a boy who is looking at something in soccer clothes on a grass field.,The boy has been playing frisbee.,2
A person jumping off a rock formation in the desert.,A man is at a nightclub.,2
"A young girl, of perhaps Hispanic descent, is standing in an open window surrounded by clothes and outdoor plants.",The girl's feet are touching the surface.,0
"On the waters edge, there are children who are playing in a sprinkler system.",Children are playing in water sprinkler.,0
Four people sit and listen to a woman in a blue scoop neck talk with two bystanders in the background.,Two bystanders walk with a woman.,1
"Two women, one wearing jeans and one wearing a white skirt, are walking in a building.",Two woman are walking into school.,1
A group of people sit on a deck.,A group is outside socializing,1
"A man is pulling a cart down a dirt road, and a girl is riding in it.",The girl is about to fall out of the cart.,1
A man in a white shirt plays the cello next to a woman in black playing a harp.,They are peforming a concert for people.,1
"A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",A boy is skateboarding outside in front of people,0
Three cyclists are stopped along side the road to replace a tire on a bicycle.,"Cyclists stopping on the side of the road, working on their bikes.",0
"A small dog jumps over a bar with its toy, awards are on the bar.",A big dog sits on the bar.,2
A young woman wearing a bikini jumping into a pool,A girl is watching people swim.,2
"A young man, with billowy red-hair, lines up his shot of the 9 ball on a pool table.",The man is playing an arcade game.,2
A man wearing a shirt and tie at the top of an elevator shaft.,The man is fixing the elevator.,1
A man standing and putting dreads in a women's hair while she stairs off into the distance.,A dad is putting dreads on his daughters hair before prom.,1
A girl in a white dress and red bag talking on the phone.,A girl plays Candy Crush on her iPhone.,2
A woman sitting on steps next to graffiti of a heart on the cement wall.,A woman is outside in an urban setting.,1
"A man in a striped red polo shirt, tan khakis, and a Nike visor is surrounded by a crowd of onlookers as he finishes a golf swing.",Tiger Woods is practicing his golf swing in prison.,2
A woman in black vacuums the kitchen floor.,The woman is a maid,1
"Two men work in a butcher shop; one cuts the meat from a butchered cow, while the other hoses the floor.",Two men are working at a shop that sells dead animals.,0
A crowd covered in blood gathered on the street.,A crowd is outside.,0
Two hockey players wearing yellow and black uniforms skate on the ice.,Two hockey players are wearing the same colored uniform.,0
A man stands on a mountaintop looking over dry forests and lakes.,He stood over the mountaintop looking over the ocean.,1
Three young people are taking a walk in a nature area that has rock formations and small tree trunks.,Three people are walking outside.,0
Boy with a blue towel and white hat holding goggles and a snokel.,A boy with a blue towel and white hat and goggles is getting ready to go home for the day.,2
A young male surfing.,A young man is riding a surgboard.,0
Mountain bikers perform tricks on a wooded trail.,Mountain bikers perform tricks on a messy trail.,1
Man in sweater standing alone under an overpass.,There is a man hitchhiking.,1
Two firefighters are putting out a fire at a dump.,There is a fire.,0
Dog staring at something with a toy in his mouth.,The toy is the dog's favorite.,1
A little boy in an apron helps his mother cook.,A young boy is operating a forklift.,2
A boy is trying to catch a Frisbee in a field.,A boy burnt the Frisbee in a field.,2
A few men sit outside of an area with an open gate eat their lunches.,A few men eat lunch.,0
A boy is firing a gun at a bullseye attached to a hay barrel.,A boy shot a can off a fence.,2
"Four men seated, each one with a laptop in their lap.",The mee are standing up talking to each other.,2
A boy wearing red swim trunks is swinging from a rope into the water.,A boy in a red shirt swings from the roof of a boat into the water.,2
A man in a black and blue wetsuit is out on the ocean sailing on his surfboard.,The man has traveled thousands of miles to a remote island in search of the perfect wave.,1
A group of people on a boat near trees and a wooden structure.,The people are riding a boat.,0
A woman uses a newspaper to provide shade and get rid of glare while she uses her computer outside.,A woman is trying to finish her paper for class on her computer.,1
Three people dressed in white clothing in caps giving three other people dressed in white clothing and caps a piggyback ride.,"The children are sitting quietly in their pews, listening to the church sermon.",2
A group of workers are working together around a large yellow object on a large boat.,A group of people swimming in the ocean,2
A young girl in sunglasses eating at a restaurant.,A young girl is eating.,0
A man in a helmet is hanging onto the side of a transit vehicle.,A man is wearing a helmet,0
Toddler in striped sweatshirt plays on rope on playground.,A child plays on a playground.,0
The small child climbs on a red ropes on a playground.,the child climbs ropes on a playground,0
A young boy wearing rubber boots dark shorts and a checkered shirt is lying down sleeping on stacks of yellow metal guard rails.,The young boy has a smile on his face.,1
Woman in red coat leaning against a car.,A man leans on a van.,2
the legs of two athletes playing soccer on a field,People are skating on the pond.,2
This worker is feeding tree limbs into a grinder.,A worker is cleaning up tree limbs.,0
A bearded bald man in a tan striped shirt rests his head on another man's arm.,The bearded man is tired after his long day.,1
"A dark-skinned woman, wearing a pink top and brown and white skirt, is crossing the street.",A dark-skinned woman is waiting for the light to turn before crossing the street.,2
A man jumps off of a dock and into the water.,A man jumps off of his dock and into the sand.,2
A guy skateboarding.,The boy was surfing in the hot sun.,2
A man jumping on his bmx with another bmxer watching.,A woman is watching the man.,1
A smiling man with glasses is near a giant lizard who is sleeping.,There is a giant lizard near a man.,0
An African girl holding a doll outside of a thatched roof hut.,A girl is waiting for her parents.,1
A dog rolls on his back in the grass.,A cat is sleep indoors.,2
Two men are sleeping in reclining chairs in some kind of medical or dental facility.,The men are laying on the field.,2
A man wearing a red shirt kneels in front of a wall where cabinets have been removed in a kitchen.,a man kneeling in front of a wall trying to pick up something he dropped,1
A bald headed man has his arm on a woman back as they stand together.,A bald man stands with his girlfriend.,1
This is a group on young men participating in volleyball.,Men are standing on a sand field enjoying themselves.,1
A woman and little boy are smiling and the child is tasting something on a long wooden spoon.,A woman is cooking something for her son.,1
A woman in a white skirt and tank top is flailing about with others nearby.,People are near a woman in a white shirt and tank top who is flailing.,0
A group of women in highly decorate attire and silver high heels are walking down a street.,the men are going to a game,2
A basketball player in blue is attempting to block a player in white during a game.,The men are playing football.,2
"Two young boys are smiling while sitting next to an organized fruit cart that holds apples, grapes, plums, and various other fruits.",The boys are sitting next to a hot dog cart.,2
A man riding on a three-wheeled wheelchair.,A man is running through a forest.,2
"One male wearing a blue jacket is singing, while another male wearing a white shirt is playing a tambourine and singing, and a third male also wearing a white shirt is playing a keyboard.",The man is silent,2
A large crowd standing in front of a busy building.,A single person is fishing by the pond.,2
Five children jump on a large trampoline while the snow outside melts.,Kids are playing.,0
"Lady out with a elder person in wheelchair, in the sun.",girl sleeps on floor,2
Soldiers walking down the street.,The are soldiers on the street.,0
Children mostly in red watching from the back of the bleachers.,The children are on the field.,2
A blond and a red-haired woman sitting and having a drink together.,Two women are sitting together.,0
A person in a newsboy getup pours a drink.,The person stirs a drink.,2
A wedding photo of a bride with purple flowers and her groom.,A picture of a bride and her groom,0
Children at a library in group waiting.,A group of children sit in a restaurant waiting.,2
A blond woman and bald man sitting together.,The two people are standing along the side of a road.,2
A teenager reading a book in class with notes on her desk looking bored.,A teacher is grading papers.,2
Young man in a black jacket is walking down a sidewalk.,the man is riding a surfboard,2
a lone skier walking cross a snowy bank with trees in the background,A person is out in the outdoors.,0
A woman is dancing in a white dress with orange trim while a man stands to the side of her with his hat clutched to his chest with a crowd looking on behind them.,The crowd watches a pantomimed breakup.,1
a man parachutes into the desert.,A man rides a boat through the waves of the ocean.,2
A woman putts a ball that has water flying off of it.,A woman plays a game of golf and hits a ball out of the water.,1
A black man wearing golden tribal style clothing with orange feathers singing,The man is sitting on the ground and has his mouth closed.,2
Three people doing push ups.,they are working out,1
Many people are performing music in front of an audience.,The performers are performing circus acts.,2
a girl putting on her makeup.,A girl is taking off her makeup,2
Men in orange vests and hard hats.,The men are wearing suits and ties.,2
A man and a woman sit in front of computer equipment and look at a video monitor.,A man and a woman are watching cartoons.,1
A man in a white shirt is reading the newspaper next to a man wearing dark sunglasses.,There is a man talking to another man.,2
a basketball player is making a jamming the ball in the basket,A person is swimming.,2
A man wearing glasses looks through a wire gate.,a man in glasses looks at a park through a gate,1
A snowboarder wearing orange is going down a mountain.,The man is wearing blue gear.,2
A couple are showing their affection publicly.,A couple walking on the street.,2
Three dogs on a sidewalk.,There are three dogs on a sidewalk.,0
A man is standing in a field with two dogs.,The two dogs belong to the man.,1
This picture is a child at the beach.,A child is outside.,0
A large group of people with snow covered mountains in the background.,They are there to ski,1
A family sits in the grass in a park in India.,A family sitting in the cafe in Australia,2
A woman riding a bicycle in a field.,Nobody is riding,2
A child wearing shorts is moving a window screen.,A child wearing overalls plays outside.,2
A little boy runs around while others look at a stage.,A little boy is bored  and decides to run around while watching the school play of Romeo and Juliet.,1
A man with red and black swimming trunks surfs in the water.,The man is on the beach making a sand castle,2
A brown dog biting a horse's ankle.,A dog biting a horse.,0
A man is steaming milk at an espresso machine.,There is a man.,0
Two females stand together at night in front of a brightly lit skyscraper.,A man sits at his desk in his office.,2
People gathering at a street vendor.,People wait in line to buy hot dogs.,1
A man selling food on the street at nighttime.,A man reading a newspaper on his front porch during the day.,2
A man and a woman are gambling at a casino and are enjoying themselves.,A man and woman are having fun while gambling.,0
A happy groom and bride laughing at the dark-haired groom giving is visa to his new wife.,Two people just got married.,0
Two white women playing tennis in front of a large crowd.,Two women are playing tennis at Wimbledon.,1
A woman with a glove on a baseball field with another woman,Two women stand on the field.,0
Two little girls eating some food on some steps.,Two little girls eating some carrots on some steps.,1
A girl gets off her sled in the snow.,A girl just finished sledding down the huge hill.,1
A man in a collared shirt looking over his left shoulder.,A man is reading a book.,2
Two little children are on a wooden bridge in the woods.,Two kids are in the woods looking for their parents,1
Two dogs are playing with a toy outdoors.,Two dogs are playing with a frisbee.,1
Customers shopping in food court market.,Customers are being asked to try samples of various food merchants in the court,1
People either standing or sitting waiting in a subway.,The people are waiting heading to work.,1
A man working on a circuit board,"A woman outside, smelling the flowers.",2
A man with a bucket and a girl in a hat on the beach.,The man and girl are going to build a sand castle.,1
"A man and a woman, formally dressed, stand in front of a tall structure, both looking out at the ocean.",The man and woman were formally dressed,0
A man is checking his blue sneakers next to two men having a conversation.,a basketball player getting ready for a game,1
A man wearing a black hat is smoking a cigarette.,The man is smoking a menthol cigarette.,1
"Two young girls, one in sunglasses, play with a large soap bubble in the park.",A couple of children are outside.,0
An woman sits on a gray bench in front of a concrete wall with graffiti.,A young couple dances in a meadow.,2
Various vendors selling produce in an eastern outdoor market.,"Vendors selling apples, oranges and mangoes at a market.",1
An elder man with glasses looking inside a MakerBot Industries box with a curl of red wire placed on top.,An old man with black hair and a giant mustache is looking at a 3D printer in a box.,1
"Two young girls, one in a white top and shorts the other in a brown flowered top and white shorts, holding a drawing with the word yo-yo on it, while standing in a crowd.",A crowd throws stones at two girls.,2
A pretty young woman singing.,The woman has brown hair.,1
People moving along a crowded street while children are watching.,There is a single person walking down the street wondering where all the people went.,2
A baseball player in blue is running the bases while a player in red tries to tag him out.,Baseball players are competing in the World Series.,1
A brown dog is chewing on a stick.,A brown dog is chewing on a stick in a yard.,1
A boxer wearing white shorts throws a punch at a boxer wearing blue shorts.,2 men rowing a boat,2
two men in a ring getting ready to fight.,Two men were in quarel.,2
A woman holding a purse waits as the passenger train passes by.,A woman next to tracks watching a train go by.,1
Handstand and splits on a railing with an amusement park in the background.,The people are at an amusement park.,0
a young ninja jumps into the air.,Someone is jumping.,0
A couple on a silver scooter pause near a group of four people on the street.,The people see others that they know,1
A man is sitting next to a woman with his legs on her thighs and two bicycle helmets behind him.,A man is resting his legs on a woman's thighs.,0
A long-haired dog is jumping over horizontal poles.,A dog is jumping over poles.,0
"Two men, one with a hat and one without, holds up bottles and a beaker while a woman stands beside them with a wineglass filled with a peach liquid.",Two men drinking,0
A black man is talking to another man while holding a red cup in the middle of a crowd.,Two men are playing baseball.,2
A man in red plaid casting off from the urban shore.,A man is sailing his yacht down the river.,1
An older man holds a sign advertising tattoos.,An older woman holds a sign advertising tattoos.,2
A snowboarder in a blue hat catches some air.,A snowboarder tries a new trick for the first time.,1
"One person wearing a Chinese hat, gardening, while a group of people facing the opposite direction stand behind him.",A person is digging a grave.,2
A man and woman are burying a younger person in the sand at a beach.,A family is on the beach.,1
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A dog that looks like a coyote jumps to catch a tennis ball before another dog can reach it.,1
The blond boy is wearing a red shirt and jumping off of a blue slide.,The boy is jumping.,0
"Two men wearing jackets, robes, and wool hats are sitting down on milk crates.",The men sat on the milk crates and dealt the cards,1
A father playing with his two boys in a sand box.,A family playing in the sandbox.,0
A woman is on strike by a street.,A woman is working quietly at a desk.,2
The dog retrieves the Frisbee is the snow.,The dog is running with a stick.,2
A young boy standing in front of a building holding a blue umbrella.,The umbrella is big,1
4 guys go around a turn in a speed skating competition.,The men are sewing curtains.,2
"From one girl tackling another, I say hold on to your drink!",A boy eats a snack.,2
a woman wearing a pink jacket sitting on a staircase with a man wearing a gray hat sitting a few steps behind.,A man and woman are riding a roller coaster.,2
A downhill skier races near trees.,A skier is sitting.,2
"A red-haired person in a green shirt holds an ice cream cone up to the mouth of a man in a red shirt and yellow baseball cap, at the counter of an ice cream store.",A person is eating an ice cream cone.,0
A curly-haired little girl watering plants with a hose.,A little girl is over-watering her mother's roses without permission.,1
The stop sign is folded up against the side of the bus.,The stop sign is off.,1
a man doing tricks on a bmx bike,The man is laying in the grass beside a tree.,2
"A woman stands on a balcony wearing a knee length dress taking pictures, with vines that cover the large windows.",A woman paints on the balcony,2
A man is singing while another has a guitar.,a man wearing red shirt is singing song,1
"Many women sit around a table strewn with tea cups, knitting.",A knitting club is at the monthly meeting.,1
Two girls stand in a puddle on a sidewalk.,Two girls are outside.,0
A man in sunglasses talking to a blond woman in front of a store window.,A man in sunglasses proposing to a blond woman in front of a store window.,1
A shirtless man standing on a rock overlooking a hillside.,the man is scanning over the horizon,1
A brown and white dog is jumping in the air with a tennis ball in its mouth.,A brown and white dog is jumping in the air with a ball in its mouth.,0
A man with a purple tie is singing into a microphone.,The man is not wearing a silver tie.,0
A couple in their wedding attire stand behind a table with a wedding cake and flowers.,Two people hate standing next to each other,2
A man in a khaki jacket rides a bike down the street.,A man is pedaling a stationary bike.,2
Youth soccer game on a sunny day kids looking around,Some kids are in an auditorium.,2
A swimmer prepares to dive in with a small crowd around.,A swimmer prepares to dive with a small corwd watching.,0
A surfer rides the waves.,A person is surfing.,0
Construction workers chatting on-site.,Some construction workers are chatting on their work site.,0
A woman with brown curly hair holds her head while looking at her phone in restaurant.,A woman receiving bad news via a text.,1
A woman folds her laundry.,A woman finishes her laundry.,1
A director is attempting to adjust a camera for a shot with a prairie grass landscape in the background.,The director has access to a camera.,0
The hiker is walking up a snow covered hill with a black dog.,The hiker and the dog are outside.,0
A man in a green shirt and white pants has just pitched a baseball.,A man threw a baseball.,0
Two middle eastern women walk down the street with their shopping bags.,The women had shopped all day.,1
"Several people, including a man in a green shirt and a woman wearing a scarf, are dancing at a party.",There is a party with dancing.,0
A man is attempting a stunt with a bicycle.,A man is walking next to his bicycle.,2
Here is a picture of two men sawing down trees.,The men are planting trees.,2
A young woman in a yellow shirt is walking down the street.,The young man in the yellow shirt is riding his bike to the comic book store.,2
A pageant girl posing in a black dress and black heels in front of a run downtown.,A girl is in a pageant,0
An older woman smiles on as two pink-haired women talk.,There are two women having a conversation.,0
A little girl holding a baby,A girl is carrying an infant,0
"Several African children looking toward the blackboard in school, while two look back toward the camera.",Many African children are in school learning.,0
A guy walking down the sidewalk.,The man is with his wife.,1
A man is playing a drum in a marching band.,They are eating cookies.,2
A middle-aged African-American man wearing a baseball cap and an unbuttoned blue and white plaid shirt was leaning on something near a street.,A man sits on the sidewalk eating an apple.,2
A man with long hair leans against a chain while holding a picture.,A woman with a pixie cut is taking a photograph.,2
A group of people marching in a parade waving flags.,the people are inside watching a movie,2
A young boy is jumping in the air off a pile of dirt.,A young boy is jumping in the air.,0
"While the man waits for a train, he is reading a book.",a human entertaining himself,0
"Many young people on a street, celebrating some concert or event and waving adeleide club flags.",Many young people are happily on a street.,1
little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a child falls asleep in a car seat,2
A person standing on a pillar taking a group photo.,A short teacher is standing on a ruined pillar to get a good angle to photograph his students on a school trip.,1
Cyclists are riding down a road.,Joggers are jogging down a road.,2
In the middle of a city there is a busy playground.,There are a lot of people on the playground in the middle of the city.,0
Two dogs are playing together in the grass.,The cats are going to the litterbox.,2
A closeup of a young boy with a green shirt and brown hair looking down and to his right against a blurred grassy backdrop.,A kid is looking at a family member and the background is blurry.,1
a girl wearing a fire dept. shirt is standing beside a wrecked blue car in a chevron gas station.,A girl stands next to her totaled car,1
An older metal worker is sanding down a piece of sheet metal in a workshop.,A worker is hammering nails into metal.,2
"Men, women and children dance at a party.",Some people are dancing inside.,1
Constructions workers are working on a building.,People working on a building,0
Two dogs are barking in a kitchen while a person sits at a table.,The dogs are sleeping quietly.,2
A young shirtless boy is laying on a couch with his eyes closed and his hand on his chest.,The boy has fallen asleep.,1
group of people enjoying dinner and wine,People are having a good time at a new restaurant.,1
Several people are facing a white vehicle and a few are holding up cameras.,People are taking picture of a famous singer in a limo.,1
a man wearing a yellow shirt standing in the middle of a bunch of garbage and a graffitied wall.,A man sitting in a furniture store.,2
A man in a black coat walks past a red spaceship with a parking ticket stuck to its window.,There is a man walking past a spaceship.,0
"A contestant riding a pony in a rodeo setting is being thrown by the horse, while another cowboy looks on in the arena and spectators watch from behind a fence.",A cowboy has just ridden for 8 seconds before being thrown from his horse in a rodeo.,1
A woman and a small child laying in bed.,They are laying on the floor.,2
Three people hiking on a path with a forest ahead of them.,Three people hiking on a path.,0
A young girl wearing yellow flip-flops is sitting on a large boulder.,the girl is swimming in the pool,2
A boy wearing jeans and red sneakers is balancing on a red bar.,The boy is wearing a sweatshirt.,1
Acrobatic Bowler in a red sports jacket and jeans jumps up to show his excitement for his favorite sport.,A woman applies make-up after showering.,2
A marching band with red and green feather toppers on their hats marching in a parade.,A band is outside.,0
Five people jumping of the side of a small dirt ledge.,Five people are in the air.,0
A construction worker laying bricks on a new building,The worker is dancing in the streets.,2
Two little girls sitting in the grass wearing sunglasses.,The two girls are in school.,2
A man in a leather jacket sings into two microphones.,A man sings into two microphones at a county fair.,1
Two soccer players are fighting over a ball.,The soccer players are currently drinking after a good game.,2
