premise,hypothesis,label,unique_id
Male food worker grills meat on a stick.,The person is male.,0,3_22195a
Male food worker grills meat on a stick.,The man is working hard.,1,3_22195b
Male food worker grills meat on a stick.,The woman is grilling meat.,2,3_22195c
A blond woman serves beverages at a venue,A woman pays a cashier.,2,3_22267a
A blond woman serves beverages at a venue,A woman serves beer.,1,3_22267b
A blond woman serves beverages at a venue,A woman serves drinks at a business.,0,3_22267c
A male in a black shirt and brown cargo pants holding a shovel above his head.,The man is going to dig for treasure.,1,3_22292a
A male in a black shirt and brown cargo pants holding a shovel above his head.,"The man is at home, fast asleep.",2,3_22292b
A male in a black shirt and brown cargo pants holding a shovel above his head.,The man has a shovel.,0,3_22292c
"Two men, one in a white cap, are standing in front of a pizza oven, with a large number of pizzas on a counter and another man in the background.",fish in a pond,2,3_22299a
"Two men, one in a white cap, are standing in front of a pizza oven, with a large number of pizzas on a counter and another man in the background.",people making pizza,0,3_22299b
"Two men, one in a white cap, are standing in front of a pizza oven, with a large number of pizzas on a counter and another man in the background.",people have new restaurant,1,3_22299c
Two dark-skinned man sit beside the computer.,The men are beside the computer,0,3_22339a
Two dark-skinned man sit beside the computer.,The men speak Spanish,1,3_22339b
Two dark-skinned man sit beside the computer.,The men are light-skinned,2,3_22339c
A brown and black Yorkie is playing with a red ball.,A yorkie is eating a treat.,2,3_22350a
A brown and black Yorkie is playing with a red ball.,A yorkie plays outside while another dog sleeps next to him.,1,3_22350b
A brown and black Yorkie is playing with a red ball.,A yorkie plays outside.,0,3_22350c
a skateboarder performs a trick.,girl swimming in the pool.,2,3_22399a
a skateboarder performs a trick.,man repairing skateboard while playing.,1,3_22399b
a skateboarder performs a trick.,man plays skateboard.,0,3_22399c
A father is carrying his son on his shoulders as the son makes a funny face.,A father carries a crying boy on his shoulders.,2,3_22434a
A father is carrying his son on his shoulders as the son makes a funny face.,An adult carries a child.,0,3_22434b
A father is carrying his son on his shoulders as the son makes a funny face.,A son and father travel somewhere together for fun.,1,3_22434c
Woman in orange jumpsuit walks past old woman selling flowers.,The woman can't walk,2,3_22507a
Woman in orange jumpsuit walks past old woman selling flowers.,She buys a flower,1,3_22507b
Woman in orange jumpsuit walks past old woman selling flowers.,The woman is wearing orange,0,3_22507c
Two golden dogs are standing on a wooden patio.,two dogs outside,0,3_22528a
Two golden dogs are standing on a wooden patio.,two labs getting waiting for the children to come home,1,3_22528b
Two golden dogs are standing on a wooden patio.,the dogs are teaching in a classroom,2,3_22528c
Man checking out a body of water from inside latticework.,The man is working for the water company.,1,3_22550a
Man checking out a body of water from inside latticework.,The man is looking at water.,0,3_22550b
Man checking out a body of water from inside latticework.,The man is outside on a hike.,2,3_22550c
A man selling creative balloons on the street.,The man is running in circles,2,3_22606a
A man selling creative balloons on the street.,The balloons are funny,1,3_22606b
A man selling creative balloons on the street.,A man outside,0,3_22606c
A person is riding a quad through a field of mud that has several buildings behind it.,There was a big rain storm that made the field muddy for the person riding the quad.,1,3_22644a
A person is riding a quad through a field of mud that has several buildings behind it.,The dry corn field in the country does not allow people to use vehicles on it.,2,3_22644b
A person is riding a quad through a field of mud that has several buildings behind it.,There is a field of mud behind the building that a person is riding through with a quad.,0,3_22644c
A young boy wearing a blue jacket is walking down a brick road with two woman.,"The young boy, accompanied by two women, is walking down the brick road.",0,3_22826a
A young boy wearing a blue jacket is walking down a brick road with two woman.,The young boy is wearing a yellow jacket.,2,3_22826b
A young boy wearing a blue jacket is walking down a brick road with two woman.,The boy and the women are walking down the brick road during the night.,1,3_22826c
A girl is crouching on a skateboard next to a brightly colored wall.,A girl had a skateboard.,0,3_22847a
A girl is crouching on a skateboard next to a brightly colored wall.,The girl has fallen off her bike.,2,3_22847b
A girl is crouching on a skateboard next to a brightly colored wall.,The girl is posing next to a wall.,1,3_22847c
A young girl in a pink and blue wetsuit and oversized red flip-flops presents a little red ball to a big black dog while another dog looks on.,A young girl is playing with her dog.,0,3_22877a
A young girl in a pink and blue wetsuit and oversized red flip-flops presents a little red ball to a big black dog while another dog looks on.,A young girl is playing with her dog and neglecting her other one.,1,3_22877b
A young girl in a pink and blue wetsuit and oversized red flip-flops presents a little red ball to a big black dog while another dog looks on.,A young girl give balls to both dogs.,2,3_22877c
Two hurdlers leaping a hurdle on a track.,One person crashes into a hurdle.,2,3_22980a
Two hurdlers leaping a hurdle on a track.,Two people jump a big thing.,1,3_22980b
Two hurdlers leaping a hurdle on a track.,Two people jump a thing.,0,3_22980c
Two guys are jumping over a hurdle with the one black a little ahead.,Two guys are boxing the hurdle with fists.,2,3_22982a
Two guys are jumping over a hurdle with the one black a little ahead.,Two guys are jumping.,0,3_22982b
Two guys are jumping over a hurdle with the one black a little ahead.,Two guys are jumping over a white hurdle.,1,3_22982c
A rowing team member in a black and purple uniform is carrying his boat to the water while another team member is carrying the oars and another watches.,Two people are getting ready to go swimming.,2,3_22998a
A rowing team member in a black and purple uniform is carrying his boat to the water while another team member is carrying the oars and another watches.,Two people are getting ready for the boat race.,1,3_22998b
A rowing team member in a black and purple uniform is carrying his boat to the water while another team member is carrying the oars and another watches.,Two people are carrying parts of a boat to the water.,0,3_22998c
A woman is holding a teal umbrella while sitting down.,A man is running through the rain.,2,3_23054a
A woman is holding a teal umbrella while sitting down.,A woman is holding a teal umbrella while sitting down waiting for someone.,1,3_23054b
A woman is holding a teal umbrella while sitting down.,A woman sitting and holding an umbrella.,0,3_23054c
A man is playing a recorder while he holds a carrier containing many more of the same instrument.,horse running in field,2,3_23088a
A man is playing a recorder while he holds a carrier containing many more of the same instrument.,man selling recorders,1,3_23088b
A man is playing a recorder while he holds a carrier containing many more of the same instrument.,man plays recorder,0,3_23088c
"A lady in a black dress, black boots and black jacket walks in front of blurred people.",There is a woman walking.,0,3_23124a
"A lady in a black dress, black boots and black jacket walks in front of blurred people.",The woman is wearing white clothes.,2,3_23124b
"A lady in a black dress, black boots and black jacket walks in front of blurred people.",The woman is a goth.,1,3_23124c
Little girl coloring pictures indoors.,There is a girl outside sewing.,2,3_23195a
Little girl coloring pictures indoors.,There is a girl coloring an elephant,1,3_23195b
Little girl coloring pictures indoors.,There is a girl inside coloring,0,3_23195c
A boy is sprayed by water.,A boy is pelted by water.,0,3_23226a
A boy is sprayed by water.,A boy is sprayed by water playing outside.,1,3_23226b
A boy is sprayed by water.,A boy is sprayed by beer.,2,3_23226c
People marching on the grass in yellow shirts carrying drums,People running on the grass in red shirts carrying guns.,2,3_23362a
People marching on the grass in yellow shirts carrying drums,A marching band is practicing .,1,3_23362b
People marching on the grass in yellow shirts carrying drums,The people are marching outdoors.,0,3_23362c
A couple is walking away from a building.,People are walking in a direction away from a building.,0,3_23463a
A couple is walking away from a building.,A couple is walking into a building.,2,3_23463b
A couple is walking away from a building.,A newly wed couple is walking away from the chapel.,1,3_23463c
A person on a bicycle jumping over a dirt hill.,A person is riding a bicycle.,0,3_23469a
A person on a bicycle jumping over a dirt hill.,A person is riding a horse down a hill.,2,3_23469b
A person on a bicycle jumping over a dirt hill.,A person is participating in a dirt bike competition.,1,3_23469c
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords.,Two wrestlers square off for a match.,2,3_23515a
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords.,A fencer makes a point on his opponent during a match.,1,3_23515b
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords.,Two people engaging in sports together.,0,3_23515c
A woman runs beside a concrete wall.,There is a woman outside.,0,3_23525a
A woman runs beside a concrete wall.,She is grilling hamburgers at a birthday party.,2,3_23525b
A woman runs beside a concrete wall.,She is jogging in the industrial district.,1,3_23525c
A night street scene with a line of people waiting for something in a dome.,People in line.,0,3_23541a
A night street scene with a line of people waiting for something in a dome.,Nobody is in line.,2,3_23541b
A night street scene with a line of people waiting for something in a dome.,Tall people in line.,1,3_23541c
Men in tribal robes speak into covered red microphones.,The men are speaking.,0,3_23575a
Men in tribal robes speak into covered red microphones.,The men give a speech on religion.,1,3_23575b
Men in tribal robes speak into covered red microphones.,The men are dancing.,2,3_23575c
A woman holding a ball and a dog,The lady is throwing the ball for the dog.,1,3_23583a
A woman holding a ball and a dog,A woman is holding a cat.,2,3_23583b
A woman holding a ball and a dog,A lady has a dog.,0,3_23583c
A girl attends a flower shop near a busy street.,A boy stands on an empty street.,2,3_23585a
A girl attends a flower shop near a busy street.,A girl stands near a busy street around 5pm.,1,3_23585b
A girl attends a flower shop near a busy street.,A girl stands near a busy street.,0,3_23585c
A caricature artist at a street art fair with customers viewing his work.,There is a chalk artist drawing on the ground.,2,3_23617a
A caricature artist at a street art fair with customers viewing his work.,There is a painter that is painting pictures of people while they watch.,0,3_23617b
A caricature artist at a street art fair with customers viewing his work.,There is paint and someone is using it to do pictures.,1,3_23617c
"A young man wearing a white and black striped shirt, shorts and a black backpack walking down a street.",The man is outside.,0,3_23662a
"A young man wearing a white and black striped shirt, shorts and a black backpack walking down a street.",The man has finished his dinner and is now playing a game of scrabble.,2,3_23662b
"A young man wearing a white and black striped shirt, shorts and a black backpack walking down a street.",The young man is walking to school.,1,3_23662c
Two teen girls sitting in front of window with view of city and mountains.,The young women are by the window.,0,3_23703a
Two teen girls sitting in front of window with view of city and mountains.,They are friends with each other.,1,3_23703b
Two teen girls sitting in front of window with view of city and mountains.,They are smashing the glass with their bare hands.,2,3_23703c
Man in yellow shirt waiting for his car to be washed.,A man is at a charity car wash.,1,3_23863a
Man in yellow shirt waiting for his car to be washed.,A man is washing his car.,2,3_23863b
Man in yellow shirt waiting for his car to be washed.,A man is having a service performed.,0,3_23863c
A young man is starting a barbecue while drinking beer in a wooded area.,A man is making food for his family.,1,3_23873a
A young man is starting a barbecue while drinking beer in a wooded area.,A man is going for a jog.,2,3_23873b
A young man is starting a barbecue while drinking beer in a wooded area.,A young man is drinking alcohol.,0,3_23873c
A woman in a Green Day shirt on a boat hooks something with a fishing pole.,A woman in a Green Day shirt on a boat hooks something with a fishing pole.,0,3_23891a
A woman in a Green Day shirt on a boat hooks something with a fishing pole.,A woman in a green Day shirt goes shopping with her friend.,2,3_23891b
A woman in a Green Day shirt on a boat hooks something with a fishing pole.,A woman in a Green Day shirt on a boat hooks something with a fishing pole and tries to drag it out of the water.,1,3_23891c
Player with the football is jumping over defenders.,A sports figure is playing a game.,0,3_23893a
Player with the football is jumping over defenders.,Football Player is jumping over defenders as two more converge to tackle him.,1,3_23893b
Player with the football is jumping over defenders.,Football player is taking a break during halftime.,2,3_23893c
A man in a red and black life vest kayaks down a rapids.,The mans red and black vest got soaked.,1,3_23912a
A man in a red and black life vest kayaks down a rapids.,The men were riding kayaks down the rapids.,0,3_23912b
A man in a red and black life vest kayaks down a rapids.,There were no kayaks available to ride today.,2,3_23912c
A man and woman sharing a laugh at the dinner table.,A man sitting alone in a restaurant.,2,3_23919a
A man and woman sharing a laugh at the dinner table.,Two people having dinner together.,0,3_23919b
A man and woman sharing a laugh at the dinner table.,A man telling a funny joke to a woman over dinner.,1,3_23919c
A young girl laughing.,A girl laughing.,0,3_23938a
A young girl laughing.,A dad told her daughter she wasn't allowed to wear her outfit.,1,3_23938b
A young girl laughing.,A girl is too quiet.,2,3_23938c
People on a street in front of tall buildings.,A group of people waiting to enter a building next to a street.,1,3_23984a
People on a street in front of tall buildings.,A group of people next to a row of buildings outside next to a street.,0,3_23984b
People on a street in front of tall buildings.,A group of people sitting outside of a small building.,2,3_23984c
"A man in a jumpsuit is painting a scene on a canvas, outside in the parking lot.",The man is wearing a jumpsuit.,0,3_24087a
"A man in a jumpsuit is painting a scene on a canvas, outside in the parking lot.",The man is an artist.,1,3_24087b
"A man in a jumpsuit is painting a scene on a canvas, outside in the parking lot.",The man is painting on a wall.,2,3_24087c
A man playing the violin in a local business.,A man playing an instrument in a local business.,0,3_24109a
A man playing the violin in a local business.,A sad man playing the violin in a local business.,1,3_24109b
A man playing the violin in a local business.,A woman playing the violin in a local business.,2,3_24109c
A group of people is posing for a photo in a hot air balloon.,People are posing to the photo.,1,3_24133a
A group of people is posing for a photo in a hot air balloon.,People are swimming.,2,3_24133b
A group of people is posing for a photo in a hot air balloon.,People are photographed in a hot air balloon.,0,3_24133c
A man is standing in the street during the evening.,The man is outdoors.,0,3_24136a
A man is standing in the street during the evening.,Two goldfish are riding bikes in a giant pile of mashed potatoes.,2,3_24136b
A man is standing in the street during the evening.,The man is waiting for his date to go see a movie.,1,3_24136c
Two kids laughing together with food and drinks in front of them.,Two children laugh.,0,3_24152a
Two kids laughing together with food and drinks in front of them.,Two adults prepare food.,2,3_24152b
Two kids laughing together with food and drinks in front of them.,Two siblings laugh.,1,3_24152c
Two men are filling out paperwork for a man in a red shirt who is behind the counter.,The men throwing away paperwork for a woman in a blue shirt in front of the counter.,2,3_24271a
Two men are filling out paperwork for a man in a red shirt who is behind the counter.,The men filled out paperwork for the other gentleman behind the counter.,0,3_24271b
Two men are filling out paperwork for a man in a red shirt who is behind the counter.,The pharmacy required new contact info for a few of it's patrons.,1,3_24271c
Young boys play touch football.,Young boys are flying kites.,2,3_24289a
Young boys play touch football.,Young boys are in a football field.,1,3_24289b
Young boys play touch football.,Young boys are playing football.,0,3_24289c
Two bike riders standing with 3 bikes parked at the car.,They are going to bike to Canada.,1,3_24300a
Two bike riders standing with 3 bikes parked at the car.,The people are outside.,0,3_24300b
Two bike riders standing with 3 bikes parked at the car.,The people are asleep.,2,3_24300c
A man is performing a handstand on the beach.,The man is showing off for some women.,1,3_24313a
A man is performing a handstand on the beach.,The water in the ocean is frozen.,2,3_24313b
A man is performing a handstand on the beach.,The man is outside.,0,3_24313c
Toddler boy with no shoes and pacifier has handheld.,A young man is wearing shoes.,2,3_24328a
Toddler boy with no shoes and pacifier has handheld.,A toddler is holding a pacifier.,0,3_24328b
Toddler boy with no shoes and pacifier has handheld.,A barefoot toddler is holding a yellow pacifier.,1,3_24328c
A man wearing a black ski mask is playing a guitar.,A man in a black ski mask just robbed a bank and couldn't resist the temptation of buying a guitar at the nearest store which he started playing while simultaneously fleeing the authorities.,1,3_24412a
A man wearing a black ski mask is playing a guitar.,A person is playing an instrument.,0,3_24412b
A man wearing a black ski mask is playing a guitar.,A man wearing dark sunglasses is playing the harmonica.,2,3_24412c
A dog is jumping in the air to catch an item.,A furry animal jumps.,0,3_24479a
A dog is jumping in the air to catch an item.,A dog is sitting on the ground barking.,2,3_24479b
A dog is jumping in the air to catch an item.,A dog catches a toy thrown to it.,1,3_24479c
A baby in a red shirt is crying while an adult holding the baby mocks it.,a baby is crying,0,3_24510a
A baby in a red shirt is crying while an adult holding the baby mocks it.,a baby is crying because it's hungry,1,3_24510b
A baby in a red shirt is crying while an adult holding the baby mocks it.,a baby is very happy,2,3_24510c
A woman at a fish market is looking at the fish that are frozen.,The woman is a professional chef.,1,3_24515a
A woman at a fish market is looking at the fish that are frozen.,A woman at a super market is looking at the herbs and spices.,2,3_24515b
A woman at a fish market is looking at the fish that are frozen.,A woman is at a fish market.,0,3_24515c
Two Asian people look at flowers lined up on a table.,Two people look at flowers.,0,3_24559a
Two Asian people look at flowers lined up on a table.,Two people pick out flowers for a wedding.,1,3_24559b
Two Asian people look at flowers lined up on a table.,Two people pick out pastries.,2,3_24559c
Four Asian toddlers nap on a floor.,Four toddlers nap on a floor.,0,3_24605a
Four Asian toddlers nap on a floor.,Four Mexican toddlers nap on a floor.,2,3_24605b
Four Asian toddlers nap on a floor.,Four big Asian toddlers nap on a floor.,1,3_24605c
Several people dressed in cycling clothes are standing in a row.,There are only two people in the image.,2,3_24638a
Several people dressed in cycling clothes are standing in a row.,A group of people are within close proximity to each other.,0,3_24638b
Several people dressed in cycling clothes are standing in a row.,There are bicycles off to the side.,1,3_24638c
Two little boys are playing on a playground.,Two goldfish are riding bikes in a giant pile of mashed potatoes.,2,3_24693a
Two little boys are playing on a playground.,The boys are playing tag.,1,3_24693b
Two little boys are playing on a playground.,The boys are outdoors.,0,3_24693c
A photographer is carrying video equipment that is attached to a tripod.,A photographer bounces down the stairs.,2,3_24749a
A photographer is carrying video equipment that is attached to a tripod.,A photographer carries video equipment.,0,3_24749b
A photographer is carrying video equipment that is attached to a tripod.,A man is looking where he is carrying his equipment.,1,3_24749c
Man with sunglasses sitting in shallow water.,The man is sitting in deep water.,2,3_24766a
Man with sunglasses sitting in shallow water.,The man is trying to catch a crab.,1,3_24766b
Man with sunglasses sitting in shallow water.,The man is sitting in water.,0,3_24766c
Male conductor of a train or trolley looking out the window of the train or trolley.,Conductor of a train with his head out of the window.,0,3_24865a
Male conductor of a train or trolley looking out the window of the train or trolley.,Conductor of a train sitting a the station.,2,3_24865b
Male conductor of a train or trolley looking out the window of the train or trolley.,Conductor of a train waving at people at the station.,1,3_24865c
People are running outside of a building at night.,There are people running down the street at night.,1,3_24924a
People are running outside of a building at night.,There are people running outside of a building at night.,0,3_24924b
People are running outside of a building at night.,There are people sitting on the street outside of a building at night.,2,3_24924c
"Nine construction workers, eight of which are wearing reflective vests and helmets, stand on a metal structure.",They are all male,1,3_24968a
"Nine construction workers, eight of which are wearing reflective vests and helmets, stand on a metal structure.",There are nine workers,0,3_24968b
"Nine construction workers, eight of which are wearing reflective vests and helmets, stand on a metal structure.",There are ten workers,2,3_24968c
A woman in a gray and white striped shirt is jogging across a bridge.,A man is jogging across the park.,2,3_24986a
A woman in a gray and white striped shirt is jogging across a bridge.,A woman is jogging with her sister.,1,3_24986b
A woman in a gray and white striped shirt is jogging across a bridge.,A woman crosses the bridge.,0,3_24986c
An Asian taking a call in his office cubicle.,An Asian woman is brewing coffee for the meeting.,2,3_25019a
An Asian taking a call in his office cubicle.,The man is receiving a call at his work station.,0,3_25019b
An Asian taking a call in his office cubicle.,The Asian man is talking on the phone while sitting at his desk.,1,3_25019c
A woman sits at a restaurant with her back against a brick wall.,The woman may possibly get a bite to eat here.,0,3_25095a
A woman sits at a restaurant with her back against a brick wall.,The woman is so busy waiting tables at the restaurant that she doesn't have enought time to use the restroom.,2,3_25095b
A woman sits at a restaurant with her back against a brick wall.,The woman is posing for a photo shoot at the restaurant for publicity.,1,3_25095c
A little girl wearing a blue shirt and carrying an orange lunchbox is walking up the sidewalk with a group of other children behind her.,The girl is not alone.,0,3_25177a
A little girl wearing a blue shirt and carrying an orange lunchbox is walking up the sidewalk with a group of other children behind her.,There is a cartoon character on her lunchbox.,1,3_25177b
A little girl wearing a blue shirt and carrying an orange lunchbox is walking up the sidewalk with a group of other children behind her.,The girl is in the middle of the group of children.,2,3_25177c
A woman dressed in red and wearing a cap is smiling.,A woman in red and wearing a cap is frowning.,2,3_25186a
A woman dressed in red and wearing a cap is smiling.,A woman in a cap is smiling.,0,3_25186b
A woman dressed in red and wearing a cap is smiling.,A woman is adjusting her cap and smiling.,1,3_25186c
Many men ride their bicycles through some puddles around a curve during a race.,The men are riding donkeys,2,3_25269a
Many men ride their bicycles through some puddles around a curve during a race.,THe men are splashing spectators at a bike race.,1,3_25269b
Many men ride their bicycles through some puddles around a curve during a race.,The men are competing in a bike race.,0,3_25269c
A large group of men are gathered around a lantern at night.,The men are playing frisbee in the sunshine.,2,3_25332a
A large group of men are gathered around a lantern at night.,The men are gathered near a light at night.,0,3_25332b
A large group of men are gathered around a lantern at night.,The group of men are getting ready to sing Christmas Carols.,1,3_25332c
People cross a busy city street.,People are attacking one another in a park.,2,3_25341a
People cross a busy city street.,People cross the street in the city.,0,3_25341b
People cross a busy city street.,People cross the street in the city at night time.,1,3_25341c
"A man in a red shirt, out with a woman in a crowded location.",Two men wearing yellow enjoy the peace and quiet at the park.,2,3_25428a
"A man in a red shirt, out with a woman in a crowded location.",Two people push through the crowds.,0,3_25428b
"A man in a red shirt, out with a woman in a crowded location.",A man and a woman are at a football game.,1,3_25428c
A crowd of people sitting on a lawn clapping.,A crowd of people watch a ceremony.,0,3_25515a
A crowd of people sitting on a lawn clapping.,A crowd of people play musical chairs.,1,3_25515b
A crowd of people sitting on a lawn clapping.,A crowd of people enjoy an acapella themed outdoor Justin Bieber concert.,2,3_25515c
Two men wearing sunglasses.,Both men have on at least one pair of sunglasses.,0,3_25563a
Two men wearing sunglasses.,The men are shielding their eyes from the sun.,1,3_25563b
Two men wearing sunglasses.,Two goldfish are riding bikes in a giant pile of mashed potatoes.,2,3_25563c
A child is splashing in the surf.,An elderly couple stroll on the beach.,2,3_25638a
A child is splashing in the surf.,A child at the beach.,0,3_25638b
A child is splashing in the surf.,A boy on the beach.,1,3_25638c
A dog jumps off a tree stump.,A dog jumping off a tree stump escaping another dog.,1,3_25670a
A dog jumps off a tree stump.,A dog near a tree.,0,3_25670b
A dog jumps off a tree stump.,A dog sitting near a tree stump.,2,3_25670c
A person in an orange and black shirt is taking a photograph while sitting at a cubicle desk.,A person watching movie at home.,2,3_25693a
A person in an orange and black shirt is taking a photograph while sitting at a cubicle desk.,A man taking his photo at north street.,0,3_25693b
A person in an orange and black shirt is taking a photograph while sitting at a cubicle desk.,A man shooting a video for his documentary.,1,3_25693c
A man walking along the street carrying a garbage bag.,The man is running with the garbage bag.,2,3_25711a
A man walking along the street carrying a garbage bag.,The man is putting the garbage bag in the can.,2,3_25711b
A man walking along the street carrying a garbage bag.,The man is carrying the garbage bag outside.,0,3_25711c
Two people looking at the outdoor menu of a restaurant.,The people are inside of a diner.,2,3_25728a
Two people looking at the outdoor menu of a restaurant.,The people are going inside of the restaurant.,1,3_25728b
Two people looking at the outdoor menu of a restaurant.,The people are outside of a restaurant.,0,3_25728c
Two football players setting up for a field goal.,Football players setting up for a play.,0,3_25770a
Two football players setting up for a field goal.,Four football players setting up for a two-point conversion.,2,3_25770b
Two football players setting up for a field goal.,Two star football players setting up for a field goal.,1,3_25770c
A man wearing an orange and white striped shirt is standing in front of a food cart.,A man is sitting in on a bench.,2,3_25801a
A man wearing an orange and white striped shirt is standing in front of a food cart.,A man is standing in front of a food cart.,0,3_25801b
A man wearing an orange and white striped shirt is standing in front of a food cart.,A man wearing shorts is standing in front of a food cart.,1,3_25801c
People standing outside in a field.,The group of people stood in the field.,0,3_25955a
People standing outside in a field.,The people stood in the field and looked up at the stars.,1,3_25955b
People standing outside in a field.,One person stood outside in the field.,2,3_25955c
A line of men on bicycles compete in a race,A line of males on bikes race.,0,3_26062a
A line of men on bicycles compete in a race,A line of old women on bikes race.,2,3_26062b
A line of men on bicycles compete in a race,A line of old men on bikes race.,1,3_26062c
A woman in a jean jacket with clenched fist looking down.,A woman in a jean jacket with clenched fist looking down is upset,1,3_26088a
A woman in a jean jacket with clenched fist looking down.,A woman in a jean jacket with clenched fist looking down and her neck is bent,0,3_26088b
A woman in a jean jacket with clenched fist looking down.,A woman in a jean jacket is dancing,2,3_26088c
A skier catches air.,A man is skiing on a mountain.,1,3_26211a
A skier catches air.,A man is sitting down.,2,3_26211b
A skier catches air.,There is a man skiing.,0,3_26211c
A giant shovel machine works away at a construction sight full of dirt.,There is a big dirt picker upper.,0,3_26234a
A giant shovel machine works away at a construction sight full of dirt.,The dirt is being filled into a hole.,1,3_26234b
A giant shovel machine works away at a construction sight full of dirt.,The machine is moving very fast forward.,2,3_26234c
A girl in a pink shirt playing with a green ball.,The small girl is having old fashioned fun.,-1,3_26288a
A girl in a pink shirt playing with a green ball.,The little girl is bouncing the ball in the driveway waiting for her friend to come over.,1,3_26288b
A girl in a pink shirt playing with a green ball.,The little girl has never played with a ball in her life.,2,3_26288c
a woman playing with two young boys at a park,The family is watching a movie.,2,3_26380a
a woman playing with two young boys at a park,The people are outdoors.,0,3_26380b
a woman playing with two young boys at a park,A woman is throwing a ball with her children.,1,3_26380c
People and several dogs in a swimming pool in a park like setting.,People and dogs swim together.,0,3_26406a
People and several dogs in a swimming pool in a park like setting.,People and dogs sit on a couch.,2,3_26406b
People and several dogs in a swimming pool in a park like setting.,The people are throwing water toys to the dogs.,1,3_26406c
"A group of people in the snow, one is bending over to touch a snowshoe on his foot.",There are at least 2 people.,0,3_26428a
"A group of people in the snow, one is bending over to touch a snowshoe on his foot.",There is one man outside.,1,3_26428b
"A group of people in the snow, one is bending over to touch a snowshoe on his foot.",The group of people are in the living room.,2,3_26428c
The man in the suit with pink shirt and striped tie gives a speech while others laugh.,The man in the suit is giving a speech.,0,3_26437a
The man in the suit with pink shirt and striped tie gives a speech while others laugh.,The man in the suit is giving his best man speech at a wedding.,1,3_26437b
The man in the suit with pink shirt and striped tie gives a speech while others laugh.,The man in the suit is smoking.,2,3_26437c
A woman in racing her bike down a road with a crowd and cones in the background.,The woman is driving a car.,2,3_26448a
A woman in racing her bike down a road with a crowd and cones in the background.,A girl is racing on her bike.,0,3_26448b
A woman in racing her bike down a road with a crowd and cones in the background.,She is trying to set a record.,1,3_26448c
A man is sitting on his front step.,A person is sitting on their front step.,0,3_26461a
A man is sitting on his front step.,A woman is sitting on her front step.,2,3_26461b
A man is sitting on his front step.,A man is sitting on his step.,0,3_26461c
A father (or child molester) swims with a small child in a pool.,More than one individual is in this pool right now.,0,3_26478a
A father (or child molester) swims with a small child in a pool.,The people have been swimming for 10 minutes.,1,3_26478b
A father (or child molester) swims with a small child in a pool.,The only water visible here is in a bathtub.,2,3_26478c
A lone walker and a family along a strip of beach.,People are at the beach.,0,3_26524a
A lone walker and a family along a strip of beach.,A woman is feeding a dog in the kitchen.,2,3_26524b
A lone walker and a family along a strip of beach.,A man is watching a family at the beach.,1,3_26524c
Boy watching pigeon on sidewalk.,A boy is not watching anything,2,3_26567a
Boy watching pigeon on sidewalk.,A boy is standing on a sidewalk,1,3_26567b
Boy watching pigeon on sidewalk.,A boy is watching birds,0,3_26567c
White dog retrieving stick from water,the dog is a lab,1,3_26568a
White dog retrieving stick from water,a dog is retrieveing,0,3_26568b
White dog retrieving stick from water,the dog is asleep,2,3_26568c
Men are standing around looking at a red and white race car.,A group of men admire a racecar.,1,3_26740a
Men are standing around looking at a red and white race car.,A group looks at a car.,0,3_26740b
Men are standing around looking at a red and white race car.,A group of men and women chat over afternoon tea.,2,3_26740c
Two men working with machinery.,Two men are in the back of the store stacking boxes.,2,3_26758a
Two men working with machinery.,The two men are at work and are trying to get caught up.,1,3_26758b
Two men working with machinery.,There are two men working.,0,3_26758c
A Team USA player passing the ball to another player.,The people are playing in the Olympics.,1,3_26775a
A Team USA player passing the ball to another player.,The people do not have a ball.,2,3_26775b
A Team USA player passing the ball to another player.,The people are on a team.,0,3_26775c
A trials biker doing a trick in the air.,A man is showing out for a group of kids by doing tricks on his bike.,1,3_26888a
A trials biker doing a trick in the air.,A person is performing a trick on a bike.,0,3_26888b
A trials biker doing a trick in the air.,A guy is frosting a birthday cake.,2,3_26888c
A man in action strikes a tennis ball.,People are sitting quietly reading.,2,3_26929a
A man in action strikes a tennis ball.,A man hits a tennis ball.,0,3_26929b
A man in action strikes a tennis ball.,The ball will fly over the net.,1,3_26929c
A bearded man in a green hat and a person with long hair sitting on a skateboard sit on the ground and draw with chalk.,A couple of people are running up some stairs towards an open window.,2,3_27177a
A bearded man in a green hat and a person with long hair sitting on a skateboard sit on the ground and draw with chalk.,A couple of people are seated on the ground and drawing with chalk.,0,3_27177b
A bearded man in a green hat and a person with long hair sitting on a skateboard sit on the ground and draw with chalk.,A bearded man is drawing a flag on the ground in the parking lot with some chalk.,1,3_27177c
Three men loading a large item onto a fedEx truck.,A package is loaded onto a truck.,0,3_27178a
Three men loading a large item onto a fedEx truck.,Three women load a small item onto a USPS truck.,2,3_27178b
Three men loading a large item onto a fedEx truck.,Three men in FedEx uniforms load a package onto a truck.,1,3_27178c
I man is riding a 3 wheeled pedal bike and is airborne.,Nobody is riding,2,3_27253a
I man is riding a 3 wheeled pedal bike and is airborne.,A tall human riding,1,3_27253b
I man is riding a 3 wheeled pedal bike and is airborne.,A human riding,0,3_27253c
