premise,hypothesis,label,unique_id
"Three men, all wearing safety colors, are working with safety cones and a piece of construction equipment near a busy road.",Three men are working with safety cones.,0,2_21152c
The man in a blue jacket is standing in a crowd.,A man in a orange jacket is laying down in a crowd.,2,2_21175a
The man in a blue jacket is standing in a crowd.,A man in a blue jacket is standing in a concert crowd.,1,2_21175b
The man in a blue jacket is standing in a crowd.,A crowd includes a man in a blue jacket.,0,2_21175c
Tourists enjoy a traditional boat ride in long paddle boat.,Two tourists are on a boat,1,2_21235a
Tourists enjoy a traditional boat ride in long paddle boat.,tourists are in a long paddle boat on a ride,0,2_21235b
Tourists enjoy a traditional boat ride in long paddle boat.,Two tourists are in a museum,2,2_21235c
Two police officers converse while standing in the street.,Two police officers converse while standing in the busy street.,1,2_21296a
Two police officers converse while standing in the street.,Police officers converse while standing in the street.,0,2_21296b
Two police officers converse while standing in the street.,Three police officers converse while standing in the street.,2,2_21296c
A brown-haired women walking with a blond-haired women.,Two women are walking,0,2_21370a
A brown-haired women walking with a blond-haired women.,A man and a women exercise together.,2,2_21370b
A brown-haired women walking with a blond-haired women.,Two cousins walk with each other.,1,2_21370c
Two women sitting in the grass with their bikes behind them.,Two women are in the grass.,0,2_21413a
Two women sitting in the grass with their bikes behind them.,The women are bowling.,2,2_21413b
Two women sitting in the grass with their bikes behind them.,The women are in love.,1,2_21413c
This is a closeup of a young male looking into a microscope.,the male is a scientist,1,2_21430a
This is a closeup of a young male looking into a microscope.,the male is looking into the fridge,2,2_21430b
This is a closeup of a young male looking into a microscope.,a young male close up,0,2_21430c
a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,the man is tall,1,2_21478a
a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,the man is wearing blue,2,2_21478b
a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,the man is looking,0,2_21478c
Young man flipping off of something into a body of water.,The young man dives into the water.,0,2_21541a
Young man flipping off of something into a body of water.,The girls are splashing eachother in the pool.,2,2_21541b
Young man flipping off of something into a body of water.,The boy flips off the diving board into the water.,1,2_21541c
Two women in kimonos standing together smile.,Some humans standing.,0,2_21594a
Two women in kimonos standing together smile.,Nobody is standing.,2,2_21594b
Two women in kimonos standing together smile.,Tall humans standing,1,2_21594c
A young man in a red and white uniform throwing a baseball.,His head is as small as a baseball.,2,2_21619a
A young man in a red and white uniform throwing a baseball.,A man practices his pitching.,0,2_21619b
A young man in a red and white uniform throwing a baseball.,He throws the baseball to another young man who throws it back.,1,2_21619c
A blond man in a striped shirt talking on the phone while relaxing in a chair.,The man is blond,0,2_21628a
A blond man in a striped shirt talking on the phone while relaxing in a chair.,The shirt is cool,1,2_21628b
A blond man in a striped shirt talking on the phone while relaxing in a chair.,The man is swimming,2,2_21628c
A curious little boy watching a snail.,The little boy is watching the snail on the wall,1,2_21669a
A curious little boy watching a snail.,There is a little boy looking at something,0,2_21669b
A curious little boy watching a snail.,The lady is reading a book,2,2_21669c
A black man in a suit standing next to a wall.,A black man wearing overalls standing next to a fountain.,2,2_21689a
A black man in a suit standing next to a wall.,A black minister in a suit standing next to a wall.,1,2_21689b
A black man in a suit standing next to a wall.,A well dressed black man standing next to a wall,0,2_21689c
People walking in a line with backpacks are using a trail through the trees.,The group is hiking through the mountain in the morning.,1,2_21738a
People walking in a line with backpacks are using a trail through the trees.,There are people outdoors.,0,2_21738b
People walking in a line with backpacks are using a trail through the trees.,People are enjoying dinner at the restaurant.,2,2_21738c
Six men are looking at a cement hole in the ground and talking next to a backhoe.,The six men sat down and ate lunch together,2,2_21766a
Six men are looking at a cement hole in the ground and talking next to a backhoe.,Six men are looking at a cement  hole in the ground and talking next to a backhoe.,0,2_21766b
Six men are looking at a cement hole in the ground and talking next to a backhoe.,The six men were hiding a dead body,1,2_21766c
An older woman reading the paper on a park bench.,The woman is wearing a skirt.,1,2_21789a
An older woman reading the paper on a park bench.,The woman is sitting outdoors.,0,2_21789b
An older woman reading the paper on a park bench.,The woman is playing with a dog.,2,2_21789c
A blond volleyball player reaches up to hit the ball.,A volleyball player reaches up.,0,2_21853a
A blond volleyball player reaches up to hit the ball.,A child plays at the beach.,2,2_21853b
A blond volleyball player reaches up to hit the ball.,A volleyball player hits a ball in a pro match.,1,2_21853c
A cat sits atop a sign looking down at the people below.,A cat has climbed a stop sign.,1,2_21855a
A cat sits atop a sign looking down at the people below.,A cat couldn't make it to the top of the sign.,2,2_21855b
A cat sits atop a sign looking down at the people below.,An animal is perched on a sign post.,0,2_21855c
One blue team and one white team are competing to win a sports game.,There is a red team and an orange team fighting.,2,2_21885a
One blue team and one white team are competing to win a sports game.,Two teams are competing.,0,2_21885b
One blue team and one white team are competing to win a sports game.,Two teams are almost done with their game.,1,2_21885c
An old woman in front of an old fashioned machine with thread.,This old lady washing her cloth.,2,2_21922a
An old woman in front of an old fashioned machine with thread.,This old lady trying something with old machine.,1,2_21922b
An old woman in front of an old fashioned machine with thread.,Old woman is standing alone,0,2_21922c
A colorful parade in honor of photos depicted on a board.,A board is blank.,2,2_21946a
A colorful parade in honor of photos depicted on a board.,A parade is happening on the street.,0,2_21946b
A colorful parade in honor of photos depicted on a board.,A parade is honoring service people.,1,2_21946c
A group of families with their babies sit at the back of a truck on a bed of hay while traveling through a grassy field.,Young families ride on a truck bed.,0,2_21952a
A group of families with their babies sit at the back of a truck on a bed of hay while traveling through a grassy field.,Some famiiies sit on the grass.,2,2_21952b
A group of families with their babies sit at the back of a truck on a bed of hay while traveling through a grassy field.,Some families travel by automobile.,1,2_21952c
Climber scaling rock at night.,A climber is scaling in bed.,2,2_21961a
Climber scaling rock at night.,A climber is well experienced.,1,2_21961b
Climber scaling rock at night.,A climber is climbing in the dark.,0,2_21961c
Two women in orange shirts and hats walk in an organized event.,two woman can walk,0,2_21976a
Two women in orange shirts and hats walk in an organized event.,two woman are plannign the event,1,2_21976b
Two women in orange shirts and hats walk in an organized event.,two woman at home sleeping,2,2_21976c
A woman in a white shirt and white Capri is walking with a man in red balloon pants and a blue shirt who carries a gun.,The man really likes the woman.,1,2_22010a
A woman in a white shirt and white Capri is walking with a man in red balloon pants and a blue shirt who carries a gun.,The woman talks to her guitar while dressing her whopper.,2,2_22010b
A woman in a white shirt and white Capri is walking with a man in red balloon pants and a blue shirt who carries a gun.,A man and a woman are walking.,0,2_22010c
A woman is looking at a wooden structure.,A wooden statue is at the art gallery.,1,2_22065a
A woman is looking at a wooden structure.,A women dances with a wooden doll.,2,2_22065b
A woman is looking at a wooden structure.,A gal ponders at the structure.,0,2_22065c
A woman in a yellow shirt running on a track.,A woman is going for a run on a nice day,1,2_22126a
A woman in a yellow shirt running on a track.,A man is walking,2,2_22126b
A woman in a yellow shirt running on a track.,A woman running on a track,0,2_22126c
a man standing outside a house he built,Dog is eating the mans food and running away,2,2_22175a
a man standing outside a house he built,This person built his own house and is admiring his work while eating,1,2_22175b
a man standing outside a house he built,This person built his own house and is admiring his work.,0,2_22175c
Two men and a woman eating food at a table in a restaurant.,The group of people are climbing the stairs to get to the rooftop terrace for a drink.,2,2_22195a
Two men and a woman eating food at a table in a restaurant.,The group of people are sharing a table at the restaurant but they have never met each other before.,1,2_22195b
Two men and a woman eating food at a table in a restaurant.,The group of people are sitting.,0,2_22195c
Men are standing around a small train outside.,Men spraypaint graffiti on a train.,2,2_22267a
Men are standing around a small train outside.,People wait for the train to arrive.,1,2_22267b
Men are standing around a small train outside.,A group of men gather near a train.,0,2_22267c
Three black men wearing white lab coats are looking through microscopes while two other black men wearing white lab coats are faced away from them.,Five black men in lab coats are looking at things.,0,2_22292a
Three black men wearing white lab coats are looking through microscopes while two other black men wearing white lab coats are faced away from them.,The black men are all neurosurgeons.,1,2_22292b
Three black men wearing white lab coats are looking through microscopes while two other black men wearing white lab coats are faced away from them.,The black men are all wearing basketball uniforms.,2,2_22292c
A man in a tuxedo and a woman in a bride's gown are leaving a church.,Two people that were just married leaving a church,1,2_22299a
A man in a tuxedo and a woman in a bride's gown are leaving a church.,Two people leaving a church,0,2_22299b
A man in a tuxedo and a woman in a bride's gown are leaving a church.,Two people standing outside.,2,2_22299c
The back of two men with beanies on in front of a large stone wall.,Nobody is here.,2,2_22339a
The back of two men with beanies on in front of a large stone wall.,The back of two big beings.,1,2_22339b
The back of two men with beanies on in front of a large stone wall.,The back of two beings.,0,2_22339c
An old couple is walking up a sand mound.,An old couple is walking.,0,2_22350a
An old couple is walking up a sand mound.,An old couple is strolling along the beach.,1,2_22350b
An old couple is walking up a sand mound.,A young couple is walking on a sand dune.,2,2_22350c
A homeless man living on the street,A man is sitting on a couch.,2,2_22399a
A homeless man living on the street,A man is on the street.,0,2_22399b
A homeless man living on the street,A man is waiting for his friends to meet him on the street.,1,2_22399c
Three firefighters in the brush along a hillside.,People are working today.,1,2_22434a
Three firefighters in the brush along a hillside.,People are walking along the beach.,2,2_22434b
Three firefighters in the brush along a hillside.,People are outside.,0,2_22434c
A young man kisses a toddler.,Young man and his baby brother.,1,2_22507a
A young man kisses a toddler.,Young man showing affection for child.,0,2_22507b
A young man kisses a toddler.,Boy with his mother.,2,2_22507c
A group of people in robes singling and playing instruments.,A band performing a concert.,1,2_22528a
A group of people in robes singling and playing instruments.,A group of kids playing on a playground.,2,2_22528b
A group of people in robes singling and playing instruments.,A group of people singing.,0,2_22528c
a man participates in a bmx race.,A man swims.,2,2_22550a
a man participates in a bmx race.,A man is in a bike race.,0,2_22550b
a man participates in a bmx race.,A man is winning a bike race.,1,2_22550c
A young man in blue jeans performs a skateboard stunt.,A kid is riding skateboard.,1,2_22606a
A young man in blue jeans performs a skateboard stunt.,A kid is playing a video game.,2,2_22606b
A young man in blue jeans performs a skateboard stunt.,A kid in blue jeans rides his skateboard.,0,2_22606c
people standing in front of a meal truck waiting for their orders,people waiting for the food at a meal truck on their lunch break from work,1,2_22644a
people standing in front of a meal truck waiting for their orders,people at a soccer game,2,2_22644b
people standing in front of a meal truck waiting for their orders,people waiting for the food at a meal truck,0,2_22644c
A person rollerblading near a building.,A person is wearing rollerblades.,0,2_22826a
A person rollerblading near a building.,A person is skating on a sunny day.,1,2_22826b
A person rollerblading near a building.,A person is wearing ice skates.,2,2_22826c
A small child sits in front of a computer.,A man sits in front of a television.,2,2_22847a
A small child sits in front of a computer.,A child sits by a computer.,0,2_22847b
A small child sits in front of a computer.,A small child sits in front of a laptop computer.,1,2_22847c
A man and woman shoveling the snow.,A couple of people are running in the rain.,2,2_22877a
A man and woman shoveling the snow.,The couple is shoveling snow off their sidewalk.,1,2_22877b
A man and woman shoveling the snow.,Two people are outside.,0,2_22877c
A naked man sitting in the park near his bike reading the paper.,The man has no clothing on outside,0,2_22980a
A naked man sitting in the park near his bike reading the paper.,The woman has no clothing on outside,2,2_22980b
A naked man sitting in the park near his bike reading the paper.,The old man has no clothing on outside,1,2_22980c
A toddler grasping a wooden object.,The toddler is using motor skills.,0,2_22982a
A toddler grasping a wooden object.,The toddler is playing with building blocks.,1,2_22982b
A toddler grasping a wooden object.,There is a family on a picnic outside.,2,2_22982c
Several men wearing several different colors are attending a bike rally.,Men from different gangs attend a bike rally.,1,2_22998a
Several men wearing several different colors are attending a bike rally.,Several men attend a bike rallly.,0,2_22998b
Several men wearing several different colors are attending a bike rally.,Men wearing different colors are attending a car show.,2,2_22998c
The men in the straw hats are standing near the pile of straw on the pavement.,The men are in a bathtub.,2,2_23054a
The men in the straw hats are standing near the pile of straw on the pavement.,The men are wearing something on their heads.,0,2_23054b
The men in the straw hats are standing near the pile of straw on the pavement.,The men are at a fall festival.,1,2_23054c
A man in a red helmet rollerblades near the beach with two dogs on a leash.,There are rollerbladers on the beach.,0,2_23088a
A man in a red helmet rollerblades near the beach with two dogs on a leash.,A man is walking his dogs.,1,2_23088b
A man in a red helmet rollerblades near the beach with two dogs on a leash.,A jogger is running with his two dogs.,2,2_23088c
Lead singer for a band is holding a microphone.,The singer is holding a hot dog.,2,2_23124a
Lead singer for a band is holding a microphone.,The singer is performing.,1,2_23124b
Lead singer for a band is holding a microphone.,The singer has a mic.,0,2_23124c
A woman wearing a green shirt is working out on a Life Fitness branded treadmill.,A female is running very fast indoors,1,2_23195a
A woman wearing a green shirt is working out on a Life Fitness branded treadmill.,A female is exercising,0,2_23195b
A woman wearing a green shirt is working out on a Life Fitness branded treadmill.,A female is bench pressing,2,2_23195c
People sitting on benches in between trees.,People sit on park benches.,1,2_23226a
People sitting on benches in between trees.,People sit on benches.,0,2_23226b
People sitting on benches in between trees.,People are climbing trees and the benches are empty.,2,2_23226c
A female is walking through a structure with large yellow posts.,The person is walking out of a parking garage.,1,2_23362a
A female is walking through a structure with large yellow posts.,The person is walking.,0,2_23362b
A female is walking through a structure with large yellow posts.,The person is running through the structure.,2,2_23362c
A dark-skinned boy smiles as several other people stand and kneel around his sand-covered body.,The boy is covered in sand.,0,2_23463a
A dark-skinned boy smiles as several other people stand and kneel around his sand-covered body.,The boy is clean and has just come out of the shower.,2,2_23463b
A dark-skinned boy smiles as several other people stand and kneel around his sand-covered body.,The boy and his friends are playing at the beach.,1,2_23463c
"Three men have places first, second, and third in an event and are standing on podiums.",The men have finished the event before the women.,1,2_23469a
"Three men have places first, second, and third in an event and are standing on podiums.",The men are wrestling.,2,2_23469b
"Three men have places first, second, and third in an event and are standing on podiums.",The leaders are all men.,0,2_23469c
Man and woman hugging in the park in the shadows.,A couple is outside.,0,2_23515a
Man and woman hugging in the park in the shadows.,A couple are whispering to each other.,1,2_23515b
Man and woman hugging in the park in the shadows.,A couple are in their house watching t.v.,2,2_23515c
A young boy in jeans is in a field near a some trees.,A boy is looking for his lost ball.,1,2_23525a
A young boy in jeans is in a field near a some trees.,A boy is swimming in the lake.,2,2_23525b
A young boy in jeans is in a field near a some trees.,A boy is in the field.,0,2_23525c
Riders wait to board a transportation van in Vietnam.,Boat riders wait to board a transportation van in Vietnam.,1,2_23541a
Riders wait to board a transportation van in Vietnam.,Riders wait to board a transportation van in Asia.,0,2_23541b
Riders wait to board a transportation van in Vietnam.,Riders wait to board a transportation van in Thailand.,2,2_23541c
A woman in a blue coat and a white fisherman's hat is on the phone while looking away from the gas pump.,A woman is being careless,1,2_23575a
A woman in a blue coat and a white fisherman's hat is on the phone while looking away from the gas pump.,A woman is on a phone,0,2_23575b
A woman in a blue coat and a white fisherman's hat is on the phone while looking away from the gas pump.,A man is running,2,2_23575c
Black woman in orange dress shoveling grains.,White woman in orange dress shoveling grains.,2,2_23583a
Black woman in orange dress shoveling grains.,Woman in dress shoveling grains.,0,2_23583b
Black woman in orange dress shoveling grains.,Woman in orange dress shoveling corn.,1,2_23583c
"During a race, a child outstretches her hand to the runners, who are all running in the opposite direction of her.",a girl tries to tag her dad who runs by,1,2_23585a
"During a race, a child outstretches her hand to the runners, who are all running in the opposite direction of her.",a man cheers in a stadium,2,2_23585b
"During a race, a child outstretches her hand to the runners, who are all running in the opposite direction of her.",a kid holds her hand out to runners,0,2_23585c
A young toddler listens to a cellphone.,A child is listening to his father on the phone.,1,2_23617a
A young toddler listens to a cellphone.,A young child is using a cell phone.,0,2_23617b
A young toddler listens to a cellphone.,A young child is in a phone booth.,2,2_23617c
A child decorates a shoe with colorful sticks.,The child has a shoe.,0,2_23662a
A child decorates a shoe with colorful sticks.,The shoe is entirely black.,2,2_23662b
A child decorates a shoe with colorful sticks.,There is only one shoe.,1,2_23662c
street vendor selling his wares.,cow eats tall grass,2,2_23703a
street vendor selling his wares.,vendor sells fruit he grew,1,2_23703b
street vendor selling his wares.,vendor sells stock,0,2_23703c
A small boy is sitting on a stack of tires.,A small boy is sitting.,0,2_23863a
A small boy is sitting on a stack of tires.,A small boy is stuffed inside a giant tire and is rolling down a hill.,2,2_23863b
A small boy is sitting on a stack of tires.,A small boy is sitting on a stack of tires while his father repairs a car.,1,2_23863c
A woman taking a photograph of herself and another woman,The women are happy.,1,2_23873a
A woman taking a photograph of herself and another woman,The woman has a device to take pictures.,0,2_23873b
A woman taking a photograph of herself and another woman,The woman has no way to take a picture.,2,2_23873c
A baby girl in an orange dress gets wet as she stands next to a water sprinkler.,a baby in orange,0,2_23891a
A baby girl in an orange dress gets wet as she stands next to a water sprinkler.,the baby is a girl,1,2_23891b
A baby girl in an orange dress gets wet as she stands next to a water sprinkler.,the baby is not wearing clothes,2,2_23891c
A child in a dress is looking at a sprinkler,Two dogs are sitting in the street.,2,2_23893a
A child in a dress is looking at a sprinkler,A child peers over at a sprinkler.,0,2_23893b
A child in a dress is looking at a sprinkler,A girl contemplates running through a sprinkler.,1,2_23893c
A woman sporting a smile is playing a violin against a green backdrop.,a woman is playing a glossy black violin,1,2_23912a
A woman sporting a smile is playing a violin against a green backdrop.,the woman is against a purple backdrop,2,2_23912b
A woman sporting a smile is playing a violin against a green backdrop.,a woman is playing a violin,0,2_23912c
A snowboarder landing on a pile of wood.,The ground is completely covered.,2,2_23919a
A snowboarder landing on a pile of wood.,Someone is snowboarding.,0,2_23919b
A snowboarder landing on a pile of wood.,A snowboarder is landing after a trick.,1,2_23919c
A man is standing by the curb in a city.,The man is homeless.,1,2_23938a
A man is standing by the curb in a city.,The man is sitting on the bench.,2,2_23938b
A man is standing by the curb in a city.,The man is standing.,0,2_23938c
A woman sitting in a restaurant or a bar talking to another woman.,Two women are talking.,0,2_23984a
A woman sitting in a restaurant or a bar talking to another woman.,A man sits alone drinking a beer at a bar.,2,2_23984b
A woman sitting in a restaurant or a bar talking to another woman.,An old woman and young woman talk in their favorite bar after work.,1,2_23984c
A person helping to set up chairs for a big event.,A person is putting chairs out.,0,2_24087a
A person helping to set up chairs for a big event.,A volunteer sets up for an event.,1,2_24087b
A person helping to set up chairs for a big event.,A person is breaking up boxes and setting them on fire.,2,2_24087c
A lady using scissors to cut.,The lady is cutting  a piece of paper.,1,2_24109a
A lady using scissors to cut.,The lady is cutting.,0,2_24109b
A lady using scissors to cut.,The lady is using a knife.,2,2_24109c
"Two caucasian males, one wearing a denim baseball cap and purple shirt, second guy with no baseball cap, wearing safety goggles, straddling a wood pallet.","Two caucasian males, one wearing a denim baseball cap and purple shirt, second guy with no baseball cap, wearing safety goggles, straddling a wood pallet under a bright yellow sun.",1,2_24133a
"Two caucasian males, one wearing a denim baseball cap and purple shirt, second guy with no baseball cap, wearing safety goggles, straddling a wood pallet.","Three Asian males, one wearing a clown suit and safety goggles, stand on a wooden pallet.",2,2_24133b
"Two caucasian males, one wearing a denim baseball cap and purple shirt, second guy with no baseball cap, wearing safety goggles, straddling a wood pallet.",Men straddle a wood pallet.,0,2_24133c
A black dog catches a tennis ball in his mouth while a white dog watches.,a white dog watches a black dog play,0,2_24136a
A black dog catches a tennis ball in his mouth while a white dog watches.,a black dog plays with a stick,2,2_24136b
A black dog catches a tennis ball in his mouth while a white dog watches.,a couple of dogs are at the park,1,2_24136c
Three old men are sitting down talking.,Three men are conversing.,0,2_24152a
Three old men are sitting down talking.,Three guys are discussing the recent hockey game.,1,2_24152b
Three old men are sitting down talking.,Three young men are cross country skiing.,2,2_24152c
A dog runs towards the camera with a blue ball in his mouth.,The dog carried the blue ball in hopes someone would throw it for him,1,2_24271a
A dog runs towards the camera with a blue ball in his mouth.,The dog was asleep in his kennel,2,2_24271b
A dog runs towards the camera with a blue ball in his mouth.,The dog's mouth held a blue ball,0,2_24271c
A female gymnast in a red and blue leotard does a back flip on the balance beam.,A crowd is watching a gymnast,1,2_24289a
A female gymnast in a red and blue leotard does a back flip on the balance beam.,A person is on a beam,0,2_24289b
A female gymnast in a red and blue leotard does a back flip on the balance beam.,A female gymnast in a green leotard,2,2_24289c
A man and a laughing woman sit at a blue table with a Styrofoam box on it.,The box is a cooler.,1,2_24300a
A man and a laughing woman sit at a blue table with a Styrofoam box on it.,The table has nothing on it.,2,2_24300b
A man and a laughing woman sit at a blue table with a Styrofoam box on it.,The woman thinks something is funny.,0,2_24300c
People sitting outside under a green umbrella.,People sun tanning,2,2_24313a
People sitting outside under a green umbrella.,People relaxing outside,1,2_24313b
People sitting outside under a green umbrella.,People sitting outside,0,2_24313c
A man in the middle of a jump while snowboarding.,He is practicing a snowboarding trick.,1,2_24328a
A man in the middle of a jump while snowboarding.,A man is snowboarding,0,2_24328b
A man in the middle of a jump while snowboarding.,The man is skiing down a mountain.,2,2_24328c
Five musicians holding their instruments pose for a photo in front of a backlit arch.,Musicians are posing with their fans.,1,2_24412a
Five musicians holding their instruments pose for a photo in front of a backlit arch.,Five musicians hold their instruments pose for a photo.,0,2_24412b
Five musicians holding their instruments pose for a photo in front of a backlit arch.,Five dancers play with their fans.,2,2_24412c
A group of three boy scouts rest on a bluff overlooking the ocean.,The boys are in detention at school.,2,2_24479a
A group of three boy scouts rest on a bluff overlooking the ocean.,There are boys looking at the ocean.,0,2_24479b
A group of three boy scouts rest on a bluff overlooking the ocean.,The boys are flying a kite.,1,2_24479c
A man drinks orange juice and walks outside.,A man drinks milk and walks outside.,2,2_24510a
A man drinks orange juice and walks outside.,The man is going to take his son out tot he school bus.,1,2_24510b
A man drinks orange juice and walks outside.,A person is drinking orange juice and is going outside.,0,2_24510c
A dog watches a tennis ball on the beach.,The dog is fat.,1,2_24515a
A dog watches a tennis ball on the beach.,There is a dog.,0,2_24515b
A dog watches a tennis ball on the beach.,The dog is sleeping.,2,2_24515c
A professional race car driver celebrating his second place victory in Spain.,There is a man watching others celebrate,2,2_24559a
A professional race car driver celebrating his second place victory in Spain.,There is a man celebrating with friends,1,2_24559b
A professional race car driver celebrating his second place victory in Spain.,There is a man celebrating,0,2_24559c
A pregnant protester holding up a pro-America sign.,A protester is pregnant,0,2_24605a
A pregnant protester holding up a pro-America sign.,The protester is sitting with no sign,2,2_24605b
A pregnant protester holding up a pro-America sign.,The protester lives in America,1,2_24605c
A woman is forming clay on a pottery well.,A woman forms clay.,0,2_24638a
A woman is forming clay on a pottery well.,A woman is making a clay pot.,1,2_24638b
A woman is forming clay on a pottery well.,A woman is doing yoga with a clay pot.,2,2_24638c
"Two people are dressed in white outfits, and are fencing.",Two people are fencing at a state wide competition.,1,2_24693a
"Two people are dressed in white outfits, and are fencing.",Two people are fencing.,0,2_24693b
"Two people are dressed in white outfits, and are fencing.",People are boxing.,2,2_24693c
A man in a black shirt by a trashcan pointing to a building.,A man is point down off a building.,2,2_24749a
A man in a black shirt by a trashcan pointing to a building.,A man points at a building.,0,2_24749b
A man in a black shirt by a trashcan pointing to a building.,A man is giving directions to a building.,1,2_24749c
"In the 2012 Special Olympics, Canada volleyball team is shooting for a win!",The Canada volleyball team wants to win the gold medal in the Special Olympics.,0,2_24766a
"In the 2012 Special Olympics, Canada volleyball team is shooting for a win!",The Canada volleyball team wants to lose in the 2012 Special Olympics.,2,2_24766b
"In the 2012 Special Olympics, Canada volleyball team is shooting for a win!",The Canada volleyball team hasn't done so well in the past.,1,2_24766c
A man who is wearing a black coat is on the back of a four seat bicycle with three children riding on the seats in front of him.,The man in the coat was driving a car.,2,2_24865a
A man who is wearing a black coat is on the back of a four seat bicycle with three children riding on the seats in front of him.,The children riding in front of him were his kids.,1,2_24865b
A man who is wearing a black coat is on the back of a four seat bicycle with three children riding on the seats in front of him.,The man in the coat sat on the back of the bike.,0,2_24865c
"a man sitting down, with his head down and his eyes closed",A man with his eyes closed.,0,2_24924a
"a man sitting down, with his head down and his eyes closed",A man resting in a chair.,1,2_24924b
"a man sitting down, with his head down and his eyes closed",A man lying down asleep.,2,2_24924c
Cyclists are riding their bikes on an indoor track.,The cyclists don't like riding their bikes outdoors.,1,2_24968a
Cyclists are riding their bikes on an indoor track.,There is a track indoors for cyclists to ride their bike.,0,2_24968b
Cyclists are riding their bikes on an indoor track.,The cyclists are riding their bikes on a mountain terrain.,2,2_24968c
"Young children, in swim trunks, relax atop of and fish over a seawall, near a rack of fishing poles.",horse running on track,2,2_24986a
"Young children, in swim trunks, relax atop of and fish over a seawall, near a rack of fishing poles.",kids swam all day,1,2_24986b
"Young children, in swim trunks, relax atop of and fish over a seawall, near a rack of fishing poles.",kids in swim trunks,0,2_24986c
A little boy in glasses jumps into a spray of water.,The boy is jumping.,0,2_25019a
A little boy in glasses jumps into a spray of water.,The water is cold,1,2_25019b
A little boy in glasses jumps into a spray of water.,The boy is taking a nap,2,2_25019c
A girl is holding plastic wrap around her head.,The girl's hands are filled with papers.,2,2_25095a
A girl is holding plastic wrap around her head.,The girl has blonde hair.,1,2_25095b
A girl is holding plastic wrap around her head.,Someone is holding plastic.,0,2_25095c
A little girl wearing an orange halloween shirt with long blond-hair and blue eyes crawls through a tunnel.,A little girl sleeping in bed.,2,2_25177a
A little girl wearing an orange halloween shirt with long blond-hair and blue eyes crawls through a tunnel., A little girl wearing an orange halloween shirt.,0,2_25177b
A little girl wearing an orange halloween shirt with long blond-hair and blue eyes crawls through a tunnel., A little girl wearing an orange halloween shirt is smiling.,1,2_25177c
Two dogs running through the water with a stick.,Two dogs are running.,0,2_25186a
Two dogs running through the water with a stick.,Two dogs are running through the river.,1,2_25186b
Two dogs running through the water with a stick.,Two dogs are sleeping.,2,2_25186c
Many people standing by a fountain underneath a blue and white umbrella.,Many people a sleeping under a bridge.,2,2_25269a
Many people standing by a fountain underneath a blue and white umbrella.,People are waiting to get their picture taken.,1,2_25269b
Many people standing by a fountain underneath a blue and white umbrella.,Many people standing by a fountain.,0,2_25269c
An african american woman wearing an orange dress with a hood is covering her face with her hand while sitting in a chair.,The woman in the orange dress is playing peek-a-boo with her brother's toddler.,1,2_25332a
An african american woman wearing an orange dress with a hood is covering her face with her hand while sitting in a chair.,The dark skinned model is modeling a beautiful strapless orange dress down the runway.,2,2_25332b
An african american woman wearing an orange dress with a hood is covering her face with her hand while sitting in a chair.,The woman's orange dress contrasts with her dark skin.,0,2_25332c
A man helping a boy ride a bike.,The boy is eating ice cream with the man.,2,2_25341a
A man helping a boy ride a bike.,The man is teaching the boy how to ride a bike.,1,2_25341b
A man helping a boy ride a bike.,The man holds on as a boy rides a bike.,0,2_25341c
A young boy eats a banana.,A kid eats fruit outside.,1,2_25428a
A young boy eats a banana.,A kid eats fruit.,0,2_25428b
A young boy eats a banana.,A kid eats candy.,2,2_25428c
Man in a silver suit sits on a trolley.,Man is going somewhere.,0,2_25515a
Man in a silver suit sits on a trolley.,Man has a meeting to get to.,1,2_25515b
Man in a silver suit sits on a trolley.,Man in a suit is walking down the street.,2,2_25515c
A crowd is gathered outside watching a performance.,The crowd is at a concert.,1,2_25563a
A crowd is gathered outside watching a performance.,A crowd of people are sleeping in the auditorium.,2,2_25563b
A crowd is gathered outside watching a performance.,The crowd is being entertained.,0,2_25563c
A trio of musicians playing in a bar.,The trio are playing pool in a bar.,-1,2_25638a
A trio of musicians playing in a bar.,The musicians are playing for beer.,0,2_25638b
A trio of musicians playing in a bar.,The group of people are practicing and doing mic checks in a bar.,1,2_25638c
"A toddler with pink pants, pours water into a small plant.",A toddler is pouring water on a plant.,1,2_25670a
"A toddler with pink pants, pours water into a small plant.",A toddler is pouring water on the floor.,2,2_25670b
"A toddler with pink pants, pours water into a small plant.",A toddler in pink pants waters a small plant.,0,2_25670c
A woman wearing a blue skirt is looking at something on her phone.,a woman is looking at her phone,0,2_25693a
A woman wearing a blue skirt is looking at something on her phone.,the woman calling alliens,2,2_25693b
A woman wearing a blue skirt is looking at something on her phone.,a woman is trying to calling number,1,2_25693c
Two men performing on instruments.,Two men making music using instruments.,0,2_25711a
Two men performing on instruments.,Two men giving a concert in front of a big audience.,1,2_25711b
Two men performing on instruments.,A group of girls performing on pots and pans.,2,2_25711c
A little girl in a pink coat is walking down a dirt road,A girl is sitting indoors.,2,2_25728a
A little girl in a pink coat is walking down a dirt road,A girl is walking to school.,1,2_25728b
A little girl in a pink coat is walking down a dirt road,A girl is walking down the road.,0,2_25728c
