premise,hypothesis,label
A guy in navy blue and yellow shorts jumping into a pool.,A jumping man,0
A little girl is getting a closeup view of a sleepy cow.,The little girl is in a big pasture.,1
A black dog bites a white dog on the grass.,A tough animal biting,1
The girl is swimming with only her head above the water.,A girl is snorkeling at the bottom of the ocean.,2
A young man in a blue t-shirt walks past an alley while talking on his cellphone.,The man is talking to his parent.,1
A picture of a brick building.,A picture of a structure.,0
"A woman is watching her child, who is in front of a chicken inside a cage.",A woman is watching her daughter who looks at a chicken.,1
Two men sitting in a hot tub.,The women are in the hot tub.,2
An aerial view of three men attaching a hose to a barrel.,The people are inside relaxing.,2
A person is riding a bike on a dirt road.,The person rode a horse.,2
A woman named Victoria Leak sits behind her desk in her office.,A tall human sitting,1
Indians having a gathering with coats and food and drinks.,A group of Indians are having a funeral,2
A little boy with his football,A boy going to play a game of football.,1
A security guard on watch duty at the museum.,The security guard is sleeping on duty.,2
A singer in a white coat singing into the microphone.,A singer sings while the mic stand falls down.,1
Two young caucasian brunette girls sitting outside on a park bench talking and looking at their cellphones on a seemingly warm afternoon.,The brunette girls are outside on a bench talking to each other.,0
A person in a yellow raincoat is sitting on the edge of a rock looking down,The person is feeling really down so they are wearing a raincoat because they feel so bad it should be raining all of the time.,1
A man and a woman speaking into a microphone are on a stage.,Singing a duet.,1
An open air market in a poor and run down place.,A market in a poor place in the countryside.,1
A man is bending down to look at something on the sidewalk.,A guy is looking at his glasses that he dropped.,1
An old Buddhist monk wearing glasses is praying with beads in his hand.,A monk is praying.,0
Two people stand and a third jumps in the air on a sunny day on an ocean beach.,Three people are on vacation at the beach.,1
The passenger is holding onto the load on top of the car.,A passenger is holding onto the stuff on top of the car.,0
"A group of children, two separate teams, green and red, playing soccer.",The soccer field was empty all day.,2
A young woman with black hair and tall white boots is posing in a short dress with a white background.,the woman is extremely overweight,2
A young boy in checkered pants places a red shirt in a black tub.,A person in pants,0
Two people take in the scene as they stand together looking out over the canyon.,Two people watch as a plane crashes into the canyon.,2
A woman wearing a yellow hat is sitting on a porch.,The lady wearing a yellow hat is sitting on the couch inside the house.,2
Two men are skydiving over a large blue body of water.,Two men are skydiving over water.,0
A glamour girl in stiletto boots poses behind a ladder.,Girl with tennis shoes poses on top of a ladder.,2
A person in bike riding gear standing with mountains in the background.,It is sunny,1
A cheerleading team is forming a pyramid with a banner of purple stars behind them.,cheerleaders are about to fall over,1
"through the power lines, a man sits near an unusual shaped tree stump",a pig eats leaves,2
A shirtless man in the sun does work on a roof.,The man has a hairy chest.,1
Cyclist in green shirt doing trick on wooden ramp,The cyclist is doing a trick.,0
A group of tourists aboard a small and colorful boat in the waters of a Southeast Asian country.,Tourists boarding a boat,2
"A man jumps to catch a frisbee, while a man and a woman run towards him.",A man runs away from 2 people.,2
Teen boy practicing with a sword in a gym with his team.,A boy is holding a sword.,0
An older woman is standing wearing a pink shirt and a hat.,A woman wears a pink shirt.,0
Five guys are sitting on a stage in front of two green tents behind a Boy Scouts of America banner.,A banner is above the tent.,0
Two little girls wearing white dresses are standing next to a white carriage attached to two horses.,Some girls and animals outdoors.,0
A young surfer rides a wave.,A surfer rides.,0
A person in a knit hat hiding their face with a scarf.,A person is trying to keep warm.,1
Two ladies dressed are dressed in blue and one of them attempts to hand out a pamphlet to a tall man in a blue t-shirt who is drinking coffee.,A person in a shirt,0
A woman is holding a stop sign and wearing an orange crossing guard vest and hat.,A woman is working as a crossing guard.,0
A brown dog jumping off a rock into a lake.,The dog is black,2
An older man and a young boy are golfing.,The two guys are golfing.,0
Woman in white top chats while slicing bread.,She is getting ready to make a sandwich.,1
A young girl swinging off a tire swing,A young girl swinging on a tire swing hanging from a tree.,1
A girls volleyball team practices.,Some girls are playing volleyball.,0
An older man with a striped shirt holds a toddler's hand next to some white chairs.,A woman hold a beet.,2
A group of people holding music instruments.,A bunch of people have musical instruments.,0
Two brown and black dogs are jumping a fence.,"Two dogs jump over a fence, chasing a squirrel.",1
TWo people walking into a shadow in one direction while another walks in the midst of it.,Three people and a shadow.,0
Five men hauling in a fishing net on the beach.,The men are strong.,1
"There is a driver in back, soda bottles in front, and a blue barrel in the middle.",The soda bottle in front holds grape soda.,1
"During a game of rugby, a man tackles another.",The man hit the other guy hard.,1
Two women and a man are dressed casually sitting at a table around a lantern in the woods.,"A man and his 2 daughters are fast asleep in the tent,",2
A man and woman stand at a stall in the street during the day.,The people are outside.,0
An Asian man with no shoes and wearing a white t-shirt carrying wood in baskets.,An Asian man is outside.,0
The bald woman is standing smiling next to a frowning man.,A bald woman tells a joke to a man who doesn't get it,1
"a lady sitting under a shelter, eating with her dog.",a human and an animal outside,1
Two young men lift their ballet partners outside.,Big humans lifting.,1
"Three hikers are sitting on a mountainside looking at the view, one using a pair of binoculars.",The hikers are sleeping.,2
A little boy in red skateboarding.,The little boy is wearing red.,0
There are three women wearing different dresses and headbands dancing in the street.,Women dancing in the street,0
Two soccer players on different teams collide in midair while jumping towards the ball.,The players are sitting on the sidelines.,2
A group of people are looking out a window on a sunny day.,The people are looking outside for their friend.,1
Four men playing instruments.,Four sad men playing instruments.,1
A violinist and a singer perform in front of people.,The performers are in front of thousands of people.,1
Two children and walking through the snow carrying a sled.,Two children are carrying a bicycle through the snow.,2
Large dog is playing outdoors inside of a fence.,A dog is sitting.,1
An individual is making a transaction at an ATM along side another family making a transaction.,an individual is at the atm,0
A dog swims in water with a blue and green tennis ball in its mouth.,A dog retrieved his tennis ball while playing fetch.,1
Asian emo boy rests hands on hips beside a river.,The Asian boy is swimming in the river.,2
A man working with machinery with other men.,A man is working.,1
A man with dark hair and a mustache is wearing a light blue shirt while talking on a cellphone.,The man has a mustache.,0
A construction worker in jeans is climbing scaffolding.,a worker runs away from monsters by climbing scaffolding,1
A legendary rock concert.,Jon Bon Jovi is singing on the stage.,1
A man in a blue shirt is riding a bicycle down a long paved road.,There is a guy on a bike on a road.,0
"A kid is playing baseball, while behind him is another boy with a black shirt.",A kid is sitting down watching tv with his friend in a green shirt.,2
An older man in a green t-shirt and gray hat is looking at something very intently.,An older man with no hat is eating lunch.,2
Group of dancers line up in front of Radio City Music Hall.,An empty stage,2
A serving woman wearing a pink shirt holds a tray full of bowls of food on her shoulder.,A man is counting money from a safe.,2
A group of people on a boat paddle with oars.,The rafters are going downstream,1
"At a construction site, three men in helmets are at work on foot, while a third is visible inside a construction vehicle.",monkey in tree,2
Two black dogs are playing with an orange stuffed dog toy.,Two black pugs are playing with a stuffed dog toy.,1
A pretty young woman with brown hair playing a violin,The woman is playing the piano.,2
A family of nine sits crowded on a white couch and smiling.,A family of all men are sitting,1
A musical concert with a crowd cheering to the band on stage.,There is play going on,2
A food service person is giving a customer their double scoop ice cream in a cone.,Someone is serving soup.,2
People on a beach enjoying the sunset.,People are relazing at the ocean watching the sunset.,0
A short man is giving a speech.,A man is speaking at a Commencement ceremony.,1
A policeman uses his K9 unit to search an automobile.,A K9 police dog looks for drugs.,1
A young boy does skateboarding tricks down metal stairs.,A kid is skateboarding and doing tricks.,0
Men working packing fabric in a plastic bag,Sad men working packing fabric in a plastic bag,1
a man in black and a man in a red shirt and white shorts are jogging down the street.,Two men are in the street,0
A man with a beard surprised when his picture is taken.,A man is taking pictures with people.,1
People sit outside a building.,The people are talking.,1
"Two people wearing helmets and blue outfits are in the woods riding their bikes and doing stunts, while another person in blue sits on the side and watch.",The bike riders are professional stuntmen.,1
The men are enjoy a scooter ride through an office space.,The men are riding their scooters.,0
Group of black men loading luggage onto the top of a bus,a young boy runs,0
a group on bicyclists by their bikes in a parking lot,A group of people with bikes are standing in a parking lot.,0
A young girl plays guitar by pink walls.,She is performing for a crowd.,1
An older man wearing a blue shirt is sitting.,A man waiting for his ride.,1
"Two girls and one boy with a shovel, digging in a large pile of dirt.",Three kids are digging for earthworms.,1
A woman in a pink shirt is kneeling next to a river while washing.,A woman is washing clothes in the river.,1
A woman in a green dress is walking on a sidewalk while a man in a red shirt is standing beside a white car with the hood up.,A man is driving the woman in his car.,2
Busy ChinaTown street corner where people are walking past an open front store.,There are people in ChinaTown.,0
A white-haired coach is coaching his team of young men while they run towards him.,An old coach has his team run to him.,1
"A man in an orange shirt is gathering clay, in a clay pit.",A man in a clay pit wears orange clothing.,0
"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.",A black haired male stands on the street flipping a pankcake.,0
Students are laughing with teacher.,the student and teacher are laughing,0
Four men are playing on a stone paved area.,Four men are sitting outside.,2
Violinist plays with the band as the yellow light sets the mood.,The violinist is playing the violin.,0
Three women are posing for a picture,Women having their picture taken.,0
A man and woman are sitting on concrete stairs.,The man and woman are running in the park,2
Marathon runner Izabella running while being followed by a crowd of people in costumes.,A woman is being chased by an angry mob.,1
A woman in a red dress is singing on a stage next to three men playing instruments.,A woman is washing her car.,2
Man in sunglasses and cap walking.,The man is blind.,1
A downhill slalom skier leaning through a turn.,The skier is drinking in the hot tub.,2
A brown and black dog lies in the snow with an orange vest on.,A cat sunning itself in the window.,2
A young boy is kneeling on a white floor next to an orange cloth.,A young boy running across a dirt road.,2
a man runs with his dog at a dog show.,The man was in the dog show.,0
A person runs with a small football.,There is a person with a ball running away from someone.,2
"A man juggling what looks like bowling pins, at night.",A man is singing.,2
A couple relaxing on the grass at a weir.,A man drives a snowcat.,2
"On a cloudy day, a man in black clothing and a black hat walks toward a River Valley Metro bus.",A man walking down the sidewalk.,0
Two people are standing in the snow surrounded by large trees.,Two people are eating dinner.,2
Children gathered outside the Abubakar Umar Memorial Primary School.,Children stand outside a school.,0
Two people play foosball.,Two individuals are around a foosball table.,0
A man carries a bag with a British flag pattern on it.,There is a man walking.,0
The man wearing orange is dropping tools from the upper scaffold to the man in the red vest on the lower scaffold.,Two men are sitting down on the ground.,2
A young girl moves some suitcases that are near an open window.,it is raining through the open window onto her stuff,1
People walking down sidewalk next to a line of stores.,People are on the sofa watching TV.,2
A woman preparing and selling food.,The vendor is collecting money for her food.,0
A man enjoying a drink in a cup.,A guy is drinking from a bottle.,2
A guy on a skateboard does a trick on a ramp while others watch on the other side of the ramp.,A man skateboards down a sidewalk.,2
several people walking in a line acroos a distant bridge,Several people were walking across the bridge in protest.,1
A redhead woman wearing a black shirt bites into her food.,A windower eats alone at a restaurant.,1
A man and a woman conversing in a city.,the cars drove by in the city,1
Young girl carries a bouquet of flowers.,Young boy carries a bouquet of flowers.,2
A man wearing a red shirt looks to the left while standing in a city.,A man in a red shirt has turned his head.,0
A street vendor wearing a chef's hat and several people gathered around him and his cart.,several people gather around a street vendor in a chef hat and his cart,0
A man in a white hat plays guitar on a stage.,The man dances and drops his hat.,2
A young man drives a motorcycle taxi through the streets.,A young man drives a passenger through the streets.,1
"Two children, a girl and a boy, are swinging on a swing set.",There are people outdoors having a swinging competition,1
Two teenagers doing tricks on skateboards.,The two boys are doing tricks on the skateboards.,1
A woman in white and a baby girl are sitting in a lawn chair.,cow jumps,2
Two women sitting down next to a river.,Two women washing clothing.,1
"An overweight woman wearing a red scarf, denim jacket, gloves and sunglasses is juggling three oranges outdoors with a house in the background.",There is a juggling clown near the house.,1
Young girl in pink dress plays with boy and a ball,The young girl is dating the boy.,1
Two young girls in matching outfits standing on a chain link fence.,Two young girls standing.,0
A mother and her son walk down a scenic path while two men on horseback approach them.,People are outdoors.,0
A man in a checkered shirt and belted slacks stands and holds on to a blue partition.,A woman holds onto a red partition.,2
A woman holding a broom and duster is looking to her right while she is outdoors.,The woman looks to her left.,2
there are six dogs in the water,The pets are playing cards.,2
"A college-aged male is posing with a drink while there is a banner in the background proclaiming ""pass swiftly"".",The student had a banner year in college.,2
"Race car flies by, in the lead of the pack, closely followed by second and third places!","Nascar race featuring the first, second, and third place cars.",1
Runners are photographed as onlookers watch and take pictures of a Run for Haiti.,All of the runners are wearing numbers on their shirts.,1
"A young girl, wearing a yellow tank top, is playing outside with other children in the background.",A young girl playing outside with other children,0
A happy Swiss soccer fan.,An african man,2
The basketball player is wearing orange sneakers.,The baseball player is barefoot.,2
A man in medieval armor rides atop a horse.,The horse is black.,1
Two white poodles fighting over something in their mouths in the snow,the poodles are asleep,2
Two men fighting in front of an audience.,Two men playing soccer.,2
A man carrying a canoe while camping with his dog.,The canoe is blue.,1
An older man and two kids are looking down.,Three people are staring up at the sky.,2
The first basemen for the Atlanta Braves chokes the baseball.,Third baseman for Atlanta holding a baseball.,2
A basketball team is taking a shot while three men attempt to get the rebound.,The people are on a baseball diamond.,2
A man is walking down the street wearing white and red.,A guy in white and red is walking on the street.,0
A man in ruffles pushes a stroller through a park.,The man has his baby in the stroller.,1
A blond girl in a white shirt and blue shorts playing soccer.,The girl is wearing a shirt and shorts.,0
An elderly lady in a tan coat who is walking down the street.,An elderly man in a tan coat who is walking down the street.,2
Two people float through the air on a red and white glider.,There are people floating in the air.,0
A toddler boy being cute and pointing.,A baby is using it's fingers.,0
"A man in a lawn chair gives a small boy a hug and kiss, while another small boy in a yellow shirt plays in the sand with his toys.",A man in a lawn chair gives a small boy a hug and kiss,0
A woman is walking two dogs past a mural.,A woman walking two animals outdoors.,0
A man sorting through barbie doll parts.,A man is running a race.,2
Two young boys standing in a kitchen with hardwood floors.,The boys are playing games in their room.,2
A woman wearing a pair of glasses with her hair pulled up into a bun is using a power drill and inserting into a wall.,A woman is wearing her hair down.,2
One person is playing a harp and another is on a horn at a festival.,People are playing drums.,2
An obese woman holding a chili dog in her right hand.,An obese woman is holding a hot dog.,0
Two ladies are crossing a street right in front of a restaurant.,Two women are walking outside.,0
"Man with black hat, white shirt and sandals, laying bricks on a construction site.",The man in the black hat is dressed for a wedding.,2
Villagers celebrating a holiday in the street while wearing festive clothing.,The villagers are wearing pajamas.,2
A young woman is stroking the white rabbit that is sitting on her leg.,A young person is petting the rabbit.,0
"A woman walking in a large marble made hall with a jacket, jeans, boots, and a bag, with a few people behind walking in different directions behind her.",the woman is naked,2
A black dog runs on the beach.,The black dog is running on the beach to fetch a stick.,1
Two men in sandals walk on the street.,The three men are barefoot in the sand.,2
The stop sign is folded up against the side of the bus.,The bus has a stop sign on one side.,0
The woman is using a powerful telescope to view some distant things that amazes her.,a woman looking through a telescope,0
A man and a woman at an outing talking to each other.,A man and woman talking to eachother outside.,0
A red plane flying over a boat as it trails pink smoke.,a plane is flying over a ship in the water and the ship is blowing smoke.,1
A yellow dog running along a forest path.,a puppy is running,1
Two men are hiking with a small child near to some interesting shape rock formations.,Two men traveling with a small child up a mountain slope.,1
A group of people are sitting on the patio under colorful umbrellas.,The people are sitting on the terrace.,0
An elderly woman speaks to a train attendant while the vehicle idles with waiting passengers,The elderly woman is complaining to the train attendant about the homeless man in the last car while the passengers wait.,1
Man looking into the camera playing a guitar,The man is playing the bongo drums.,2
A woman taps into a wooden chair for a desired pattern.,A woman wants a specific design.,0
There are two blond-hair women in the picture with one pretending to choke the other.,The women are acting.,0
A child pushes its face up towards a window of a playground.,The kid wants to go outside,1
A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.,A spotted dog lies near a girl riding her red bike home through the jungle.,1
A woman is working with wine.,The woman is holding a soda.,2
A white and brown dog is running over grass.,The puppy is chasing the ball in the yard.,1
A woman with blond-hair in a fuchsia top is signing a poster.,There is a woman with a poster.,0
A group of girls reading some lines.,The girls were reading material.,0
A brown dog is panting hard on grass during a sunny day.,A brown dog is thirsty in the heat.,1
A young couple walks down a street arm in arm.,Couple walking down a street.,0
A person in reflective gear is riding a white horse on a cobblestone city street.,A police officer is riding a horse.,1
People under a blue umbrella walking.,People are walking.,0
"A man is wearing a blue shirt, with no shoes trying to workout.",The man is laying down asleep.,2
A model in a black bikini with blue trim and a pink robe with hearts on it.,A woman is modeling this year's newest bikini design.,1
A young batter-in-training is caught mid-swing in a grassy yard.,A young person is playing baseball.,0
A newly married couple cuts their wedding cake.,A young couple slice off some cake.,0
A man in a blue shirt and a woman in a white shirt smile while walking next to cars.,"A man and women were walking in the parking lot, full of smiles.",0
A run way model removes a tan coat to show off a fancy dress.,The model is modeling,0
A group of people participating in a fourth of July parade riding bikes.,People in costume particpated in the Halloween parade.,2
A redheaded man wearing a kilt dancing with a redheaded woman wearing a green skirt in the spotlight of a darkened stage.,Guy eating at Tilted Kilt,2
A man in a blue shirt is bowling.,The man is bowling with his friends.,1
"A young helmeted man, in his team uniform, is swinging his bat at an incoming baseball.",A young man sitting in the dugout.,2
"In the middle of a shopping center, there is a man who is painted gold with a gold bicycle.",A gold statue of a man and a bicycle are on display in a mall.,1
A large woman with long pink hair dressed in black is laying on a tree trunk talking to a man who is crouched down next to her.,Some people.,0
A large black and brown dog looks outside from a large sunny window onto the side walk where there is a light blue bike parked near building number 49.,A large cat looks outside from the window,2
A brown dog is by a fence where a brown cow is.,A dog and a cow are near a fance.,0
A woman floating on a raft in tropical waters in front of a beach.,martial arts demonstration,0
A small boy is standing next to a table in a classroom.,A small boy is in a classroom.,0
"A group of people, standing around and waiting.",A group of people wait for the bus.,1
A blond women is singing in front of a band.,SHe is at home asleep.,2
A baseball player from New York waiting to bat during a game.,The baseball is white.,1
Three men are setting up a sledge on a snowy plain.,People are ready to go down hill on snow.,1
"Twins dressed identically in purple and gold sweaters with gray pants and black shoes, holding on to each other.",Twins dressed identically consoling one another.,1
Five guys and a couple of girls are hanging out in a kitchen with some food.,The group is cleaning the kitchen,1
A group of people trying to pull a tractor.,The people are plowing the field.,1
A person wearing a large-brimmed hat is standing by a green moped while looking over a body of water with a skyline in the background.,The moped is blue,2
A woman in gray holding a baby wearing green headphones at a concert.,The concert is at a park.,1
A man is sitting on a silver scooter.,A man is driving his cab.,2
A man and a woman walk their dogs on leashes.,A man is on the leash with their dog.,2
A child walking down a wooden path.,There is a child walking on a peir.,1
A German sheperd breed dog is running in the opposite direction of a person.,The Dog is watching the person running,2
"A man in a green shirt, brown pants and glasses sits in a recliner, talking with others in the room while looking at the photographer.",The man is standing.,2
Little boy in red getting ready to kick soccer ball while other boy watches.,Boy dressed in red kicking a ball.,0
"Two foreign women, both wearing black, selling different types of foods.",The women are selling t-shirts.,2
Employees of a park discussing work.,A group of people work at a park.,0
A young boy on his bike rides past a table and looks around him.,A boy is on a trike.,1
Two men with children on their shoulders.,The two men have stuffed animals on their shoulders.,2
A woman with long blond-hair is standing over her bicycle while other bicycles are around her.,A lady with long hair is standing over an object.,0
A group of woman are standing around a stand.,Several women are standing next to a stand,0
A homeless man being observed by a man in business attire.,One man watches a less fortunate man.,0
Two men waiting for a train at the 4 avenue stop.,Some men sitting on a train.,2
A group of women having drinks in at a table in a cafe bookstore.,There is more than one woman having a drink in the bookstore.,0
Two older men in coats are standing outside.,They are outside wearing coats.,0
An older man hunched over doing some pottery while three woman watch him.,A man making a a jar from clay at a pottery exhibition while three women watch.,1
A young girl is playing outside her house.,A boy plays video games on the couch,2
A small boy in the bath covered in soap suds.,A girl relaxes in the pool.,2
Toddler standing near a pole with an orange life jacket at his feet.,A toddler is standing near a fishing pole next to a life jacket.,1
2 girls laying down on the grass.,The girls are lying on the grass.,0
A woman dressed in white pauses while reading her book.,A lady reading a book.,0
"Two girls in dresses are looking through a metal fence, and one girl is trying to climb the fence.",Two girls are in their bathing suits,2
Little boy attempting to help mom do dishes& play in the bubbles.,A mother and son are sleeping.,2
"A bearded male musician in a red flannel shirt is holding a microphone in front of a keyboard, while a female guitar player plays in the background.",A male musician is holding a parakeet,2
A wedding party walks out of a building.,the new couple leave the building.,1
A man wearing white socks is pedaling a bicycle.,A man is riding a bicycle without shoes.,1
a black gentleman in a suit is sing before a stand up mike,A white man is singing a lullaby,2
A man in a black hat is working on a toy airplane.,A man is fixing the wing on a toy airplane.,1
Woman selling bags of fruit on a sidewalk.,The woman is outdoors.,0
A man in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.,The stage is in a high school.,1
"A man wearing a green cap, green shirt and khaki pants is cooking over a fire in the forest",a man in camoflauge cooks in the forest,1
A soccer player wearing blue jumps in the air.,A soccer player is jumping for joy at the win.,1
A black dog makes a huge splash for a red ball.,A dog is walking around the block.,2
The girl is hopping on each squares on the grass.,A girl is on the grass.,0
A dog runs through muddy water.,A dog is running.,0
A group of woman sit underneath a banner of flags.,The woman are saying the pledge of allegiance.,1
Little girl cooking pancakes and tossing it out of the pan.,A little girl is playing with her dolls.,2
"A woman in a kitchen, leaps in the air while attempting to balance a glass cup in one hand.",Someone in a building is moving while holding an object.,0
"This is a strange sight, a dog delivering a cookie.",a dog is sleeping,2
A group of people are standing outside.,Everyone is in a cinema.,2
Two children sit inside a play area.,The kids sit around.,0
A man playing a trumpet along side a woman playing a saxophone stand outside in pink hats.,A man and woman are playing instruments as part of a band.,1
Police in SWAT tactical gear running toward a crowd.,Cops in the truck are running over people.,2
A woman in a white skirt is standing outside of a building with a man.,A woman is standing outside of a building with a man.,0
An Asian barber with a towel over his arm stands behind an empty barber shop chair.,The barber is the best in town.,1
A young Asian boy in navy blue traditional costume looks up at a woman wearing modern clothes as they both walk down a paved path.,A young boy and woman are walking in park,0
Young Asian man jumps up on top of a padded rectangular metal structure.,The man is talking on his phone.,1
A squad of military personnel are driving a jeep in an urban setting.,The squad is heading to a battle.,1
"A girl is adding a vial of blue liquid to a glass container, while another girl looks on.",The two girls are riding horses.,2
Three hard hat construction workers taking a break near their plant.,two women talk,2
A policeman is shown working a block party.,The policeman is carrying a gun.,1
This is a closeup of weathered hands performing work with a type of string on a board.,The closeup of perfect hands are working on knitting.,2
People are at a graduation.,People are at a ceremony.,0
A man in a orange vest and black pants works on tracks in a city.,The man is quitting and going home.,2
"Two men kick in the air at each other on a grassy area, while another man watches them in the background.",Three men are outdoors.,0
One man is tackled by one opponent while trying to touch base.,One man is shooting an arrow.,2
"one young lady with black hair in a ponytail wearing a black bracelet and a white shirt, taking pictures with a black camera that has a shoulder strap laying in very green grass.",The young lady is taking pictures.,0
Two Asian girls ride bike on dirty street.,girls race bikes,1
a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness.,a woman in rock climbing attire scales a wall wearing a safety belt,1
Girl with a gray tank top and black pants standing by a carnival ride.,The girl waited for her friends by the carnival ride.,1
Downward view of a man with an orange helmet climbing a rock.,The man is attempting the first unassisted climb of a world-famous peak!,1
A woman talks animatedly to her companion next to a body of water.,The woman is wearing a swimming suit.,1
A woman walks down the street with a pink purse and earmuffs.,A woman is feeling cold,1
Cowboy riding a bucking horse in a rodeo competition.,He is swimming with others.,2
Cabins in winter surrounded by people enjoying the white powder.,Cabins were made in winter.,0
A man in red and black is hitting a soccer ball with his head.,The man is attempting to score a goal in soccer with his head.,1
A group of young people are standing outside at night.,A group of young people hang out in the evening.,0
Several friends enjoying a relaxing day on the water in a rubber boat.,The waves are big today.,1
A family of all ages sitting on the floor playing a board game.,The family went for a cinema.,2
Horses with jockeys participate in a race.,Horses participate in a long race.,1
An important older man gives a speech to reporters.,The VIP address his crowd.,0
Man about to hit a tennis ball with 3 seconds left.,A man hits a golf ball.,2
A group of people eats dinner together.,People are swimming in the ocean.,2
"A man in a military uniform stands next to what appears to be a military k-9 dog, with a loudspeaker in the foreground, and other military personnel and military vehicles in the background.",An army general with his dog at Camp Pendleton.,1
Someone sitting in the tree in the dark.,A person sitting outside at night.,0
A group of men drink at a bar and talk.,The men are mostly drinking beer.,1
The cowboy prepares to lasso the bull.,The cowboy is making preparation for a bull.,0
Several hockey players from different teams and a referee are together on the ice.,Some hockey players and a referee are on the ice together.,0
A female figure skater on one leg with the other high up in the air as her arms are spread open wide.,A woman athlete is holding her leg up while balancing on the other.,0
A young child jumping on the bed as a man looks the other way.,A young child is playing inside.,0
The small dog is playing with a large ball on the grass.,The small dog is playing with a large ball.,1
"A man playing his guitar on the street, surrounded by buildings and streetlights.",The man is holding his guitar.,0
A white dog with black markings runs through the snow.,a white dog runs through the snow to pull a sled,1
A man on a stage raising his hand and smiling.,A man raises his hand and frowns.,2
A surgeon and surgical staff operating on a patient.,A surgeon is doing a hip replacement.,1
a brown and white dog jumping on a sandy beach,Animals on a beach.,0
A man is standing at a podium with a microphone in front of his face.,A man standing in front of a podium.,0
Football players engaged in a tackle.,There are some people playing a game.,1
A boy with a cap and a blue tee is joggling three balls.,A girl is throwing balls on the ground.,2
While singing into the microphone the man in the black shirt plays an acoustic guitar.,The musician is performing on stage at the open mic event at the bar.,1
A man is jumping off the grass while holding onto a giant white balloon.,The man is holding a balloon outside.,0
Man in white shirt tossing Frisbee for black and white dog who has a white Frisbee in its mouth.,A man is playing with a dog.,0
A marketplace that sells food in Thailand.,A busy marketplace that sells food in Thailand.,1
The kid is sliding down a tan plastic slide.,The child is outdoors.,1
A man in glasses smiles as he answers the phone in the office.,A man answers the phone and gets angry at the interruption.,1
A black and white dog is running through the sand on a beach.,A dog is at the beach,0
Party goers at a rave dancing by a table with glow sticks on it.,People Dance at a rave.,0
"Six people in bright mono-color costumes, each a different color, are walking down a street.",People are walking down the street.,0
Hundreds of people walking on a very busy street with stars hanging from buildings.,A crowd in market place.,2
A blond woman playing bongos while three others look on.,The people are outside on the street.,1
"Grocery store employee, dressed in a red apron & a baseball cap, sits on a ledge in front of the store.",There are two people having a conversation.,2
A brown dog in a pink shirt chews something white while a brown dog in yellow watches.,two dogs sleeping,2
"Competitive swimmers coming up for air at the same time, mid-stroke.",Swimmers driving a tractor into the water while smiling at a crowd.,2
A group of people walking after a spring shower.,"There are several people in this photo, and they are all outside.",0
a woman wearing yellow bikini bottoms is holding a medium sized net on the ocean shore,The woman was wearing a pink bikini.,2
A man in a black and white suit is juggling rings in the street while spectators are cheering him on.,The man catches a juggling pin.,2
A little girl playing on the beach building a sand castle.,A little girl is helping to build a sand castle for a competition.,1
A uniformed man standing and cheering while holding his hat in his hands.,A uniformed man standing and cheering while holding his gloves in his hands.,2
"A man with a pierced eyebrow is looking at a laptop screen, while a cat is in the background.",The man is on the computer.,0
People are standing around outside an object.,People are gathered around something.,0
Small white dog jumping to catch a ball.,A dog is jumping up.,0
A lady in a scarf placing rice down to roll sushi.,A chef is teaching the new employee how to prepare sushi.,1
A child in a yellow shirt is climbing a tree.,A dog is eating a biscuit.,2
A football player in a full stadium jumping and recieving a football.,The football player is sitting on the bench.,2
A woman and a baby interacting.,the mother is playing with her baby,1
A family is enjoying their RV camping experience.,A family is going camping.,0
A woman in a black skirt suit is speaking with another woman in a boat.,"Two women are stranded in a boat, and discuss their options.",1
A dog running on the grass.,An animal is outside.,0
"A man with a beard, dressed in black, is smoking.",A man is smoking a cigar.,1
A woman in a helmet poses by her bicycle.,A woman is standing next to an airplane.,2
A man in a Carhart shirt runs to help the cowboy who fell off of the cow during the rodeo.,Two related cowboys are at the rodeo.,1
A man strides past a metal door in a multicolored brick building.,A man walks into the colorful building.,1
Two women jumping to get the ball over the net in a game of beach volleyball.,Two women are playing volleyball.,0
Two asian girls dressed in black pose for a picture in front of dry trees.,"Lush, well-watered foliage frames the two asian girls as they pose for a picture",2
A greyhound racing.,A bulldog sitting down next to his owner.,2
"An older man with a red, blue, and orange flag in a crowd",An older man stands with the flag of his homecountry.,1
An old man is blowing into something that looks like a solid bagpipe.,A woman is playing piano.,2
The child in the striped shirt balanced between the wooden railings.,The child wore a solid red shirt.,2
Four people with dark hair are walking along a white line on a road.,A group of friends is running a marathon.,2
Men in black and gold kilted uniforms stand in a circle with bagpipes in a grassy park.,Men in kilts have bagpipes and regular pipes.,1
A person rides a trike with a green and gray building that has work casual written on it in the background.,Someone is moving in a certain direction.,0
A man is sitting at a picnic table while looking at a construction project.,A boy is watching a building project.,1
Several people standing around and operating computer equipment,The people are having lunch.,2
The person looks cautiously into traffic to be sure no car is coming.,The person looks cautiously into traffic to be sure no car is coming and then crosses the street,1
